row_index,source_scenario_id,expert_move,legal_move_signature,sample_weight,split
435,NB48_LOSS_198,Quick Attack,ascension | quick attack,1.8785,Training
436,NB48_LOSS_198,Ascension,ascension,1.6335,Training
437,NB48_LOSS_198,Pass,pass,1.6335,Training
438,NB48_LOSS_198,Ascension,ascension,1.6335,Training
439,NB48_LOSS_198,Quick Attack,ascension | quick attack,1.8785,Training
440,NB48_LOSS_2,Ascension,ascension,1.6335,Training
441,NB48_LOSS_2,Live Coal,live coal,0.99,Training
442,NB48_LOSS_2,Live Coal,live coal,0.99,Training
443,NB48_LOSS_2,Quick Attack,ascension | quick attack,1.8785,Training
444,NB48_LOSS_2,Ascension,ascension,1.6335,Training
445,NB48_LOSS_2,Quick Attack,ascension | quick attack,1.8785,Training
446,NB48_LOSS_2,Ascension,ascension,1.6335,Training
447,NB48_LOSS_2,Pass,pass,1.6335,Training
448,NB48_LOSS_2,Ascension,ascension,1.6335,Training
449,NB48_LOSS_2,Quick Attack,ascension | quick attack,1.8785,Training
450,NB48_LOSS_200,Ascension,ascension,1.6335,Training
451,NB48_LOSS_200,Bind Down,bind down,0.99,Training
452,NB48_LOSS_200,Bind Down,bind down,0.99,Training
453,NB48_LOSS_200,Quick Attack,ascension | quick attack,1.8785,Training
454,NB48_LOSS_200,Ascension,ascension,1.6335,Training
455,NB48_LOSS_200,Quick Attack,ascension | quick attack,1.8785,Training
456,NB48_LOSS_200,Ascension,ascension,1.6335,Training
457,NB48_LOSS_200,Pass,pass,1.6335,Training
458,NB48_LOSS_200,Ascension,ascension,1.6335,Training
459,NB48_LOSS_200,Quick Attack,ascension | quick attack,1.8785,Training
460,NB48_LOSS_202,Ascension,ascension,1.6335,Training
461,NB48_LOSS_202,Live Coal,live coal,0.99,Training
462,NB48_LOSS_202,Live Coal,live coal,0.99,Training
463,NB48_LOSS_202,Quick Attack,ascension | quick attack,1.8785,Training
464,NB48_LOSS_202,Ascension,ascension,1.6335,Training
465,NB48_LOSS_202,Quick Attack,ascension | quick attack,1.8785,Training
466,NB48_LOSS_202,Ascension,ascension,1.6335,Training
467,NB48_LOSS_202,Pass,pass,1.6335,Training
468,NB48_LOSS_202,Ascension,ascension,1.6335,Training
469,NB48_LOSS_202,Quick Attack,ascension | quick attack,1.8785,Training
470,NB48_LOSS_204,Ascension,ascension,1.6335,Training
471,NB48_LOSS_204,Bind Down,bind down,0.99,Training
472,NB48_LOSS_204,Bind Down,bind down,0.99,Training
473,NB48_LOSS_204,Quick Attack,ascension | quick attack,1.8785,Training
474,NB48_LOSS_204,Ascension,ascension,1.6335,Training
475,NB48_LOSS_204,Quick Attack,ascension | quick attack,1.8785,Training
476,NB48_LOSS_204,Ascension,ascension,1.6335,Training
477,NB48_LOSS_204,Pass,pass,1.6335,Training
478,NB48_LOSS_204,Ascension,ascension,1.6335,Training
479,NB48_LOSS_204,Quick Attack,ascension | quick attack,1.8785,Training
480,NB48_LOSS_206,Ascension,ascension,1.6335,Training
481,NB48_LOSS_206,Pass,pass,0.99,Training
482,NB48_LOSS_206,Tuck Tail,tuck tail,0.99,Training
483,NB48_LOSS_206,Quick Attack,ascension | quick attack,1.8785,Training
484,NB48_LOSS_206,Ascension,ascension,1.6335,Training
485,NB48_LOSS_206,Quick Attack,ascension | quick attack,1.8785,Training
486,NB48_LOSS_206,Ascension,ascension,1.6335,Training
487,NB48_LOSS_206,Pass,pass,1.6335,Training
488,NB48_LOSS_206,Ascension,ascension,1.6335,Training
489,NB48_LOSS_206,Quick Attack,ascension | quick attack,1.8785,Training
490,NB48_LOSS_210,Ascension,ascension,1.6335,Validation
491,NB48_LOSS_210,Bind Down,bind down,0.99,Validation
492,NB48_LOSS_210,Bind Down,bind down,0.99,Validation
493,NB48_LOSS_210,Quick Attack,ascension | quick attack,1.8785,Validation
494,NB48_LOSS_210,Ascension,ascension,1.6335,Validation
495,NB48_LOSS_210,Quick Attack,ascension | quick attack,1.8785,Validation
496,NB48_LOSS_210,Ascension,ascension,1.6335,Validation
497,NB48_LOSS_210,Pass,pass,1.6335,Validation
498,NB48_LOSS_210,Ascension,ascension,1.6335,Validation
499,NB48_LOSS_210,Quick Attack,ascension | quick attack,1.8785,Validation
500,NB48_LOSS_211,Ascension,ascension,1.21,Training
501,NB48_LOSS_211,Live Coal,live coal,1.3365,Training
502,NB48_LOSS_211,Live Coal,live coal,1.3365,Training
503,NB48_LOSS_211,Quick Attack,ascension | quick attack,1.3915,Training
504,NB48_LOSS_211,Ascension,ascension,1.21,Training
505,NB48_LOSS_211,Quick Attack,ascension | quick attack,1.3915,Training
506,NB48_LOSS_211,Ascension,ascension,1.21,Training
507,NB48_LOSS_211,Pass,pass,1.21,Training
508,NB48_LOSS_211,Quick Attack,ascension | quick attack,1.3915,Training
509,NB48_LOSS_211,Ascension,ascension,1.21,Training
510,NB48_LOSS_214,Ascension,ascension,1.6335,Training
511,NB48_LOSS_214,Live Coal,live coal,0.99,Training
512,NB48_LOSS_214,Live Coal,live coal,0.99,Training
513,NB48_LOSS_214,Quick Attack,ascension | quick attack,1.8785,Training
514,NB48_LOSS_214,Ascension,ascension,1.6335,Training
515,NB48_LOSS_214,Quick Attack,ascension | quick attack,1.8785,Training
516,NB48_LOSS_214,Ascension,ascension,1.6335,Training
517,NB48_LOSS_214,Pass,pass,1.6335,Training
518,NB48_LOSS_214,Ascension,ascension,1.6335,Training
519,NB48_LOSS_214,Quick Attack,ascension | quick attack,1.8785,Training
520,NB48_LOSS_216,Ascension,ascension,1.6335,Test
521,NB48_LOSS_216,Bind Down,bind down,0.99,Test
522,NB48_LOSS_216,Bind Down,bind down,0.99,Test
523,NB48_LOSS_216,Quick Attack,ascension | quick attack,1.8785,Test
524,NB48_LOSS_216,Ascension,ascension,1.6335,Test
525,NB48_LOSS_216,Quick Attack,ascension | quick attack,1.8785,Test
526,NB48_LOSS_216,Ascension,ascension,1.6335,Test
527,NB48_LOSS_216,Pass,pass,1.6335,Test
528,NB48_LOSS_216,Ascension,ascension,1.6335,Test
529,NB48_LOSS_216,Quick Attack,ascension | quick attack,1.8785,Test
530,NB48_LOSS_218,Ascension,ascension,1.6335,Training
531,NB48_LOSS_218,Pass,pass,0.99,Training
532,NB48_LOSS_218,Tuck Tail,tuck tail,0.99,Training
533,NB48_LOSS_218,Quick Attack,ascension | quick attack,1.8785,Training
534,NB48_LOSS_218,Ascension,ascension,1.6335,Training
535,NB48_LOSS_218,Quick Attack,ascension | quick attack,1.8785,Training
536,NB48_LOSS_218,Ascension,ascension,1.6335,Training
537,NB48_LOSS_218,Pass,pass,1.6335,Training
538,NB48_LOSS_218,Ascension,ascension,1.6335,Training
539,NB48_LOSS_218,Quick Attack,ascension | quick attack,1.8785,Training
540,NB48_LOSS_22,Ascension,ascension,1.6335,Training
541,NB48_LOSS_22,Bind Down,bind down,0.99,Training
542,NB48_LOSS_22,Bind Down,bind down,0.99,Training
543,NB48_LOSS_22,Quick Attack,ascension | quick attack,1.8785,Training
544,NB48_LOSS_22,Ascension,ascension,1.6335,Training
545,NB48_LOSS_22,Quick Attack,ascension | quick attack,1.8785,Training
546,NB48_LOSS_22,Ascension,ascension,1.6335,Training
547,NB48_LOSS_22,Pass,pass,1.6335,Training
548,NB48_LOSS_22,Ascension,ascension,1.6335,Training
549,NB48_LOSS_22,Quick Attack,ascension | quick attack,1.8785,Training
550,NB48_LOSS_222,Ascension,ascension,1.6335,Training
551,NB48_LOSS_222,Bind Down,bind down,0.99,Training
552,NB48_LOSS_222,Bind Down,bind down,0.99,Training
553,NB48_LOSS_222,Quick Attack,ascension | quick attack,1.8785,Training
554,NB48_LOSS_222,Ascension,ascension,1.6335,Training
555,NB48_LOSS_222,Quick Attack,ascension | quick attack,1.8785,Training
556,NB48_LOSS_222,Ascension,ascension,1.6335,Training
557,NB48_LOSS_222,Pass,pass,1.6335,Training
558,NB48_LOSS_222,Ascension,ascension,1.6335,Training
559,NB48_LOSS_222,Quick Attack,ascension | quick attack,1.8785,Training
560,NB48_LOSS_223,Ascension,ascension,1.21,Training
561,NB48_LOSS_223,Live Coal,live coal,1.3365,Training
562,NB48_LOSS_223,Live Coal,live coal,1.3365,Training
563,NB48_LOSS_223,Quick Attack,ascension | quick attack,1.3915,Training
564,NB48_LOSS_223,Ascension,ascension,1.21,Training
565,NB48_LOSS_223,Quick Attack,ascension | quick attack,1.3915,Training
566,NB48_LOSS_223,Ascension,ascension,1.21,Training
567,NB48_LOSS_223,Pass,pass,1.21,Training
568,NB48_LOSS_223,Quick Attack,ascension | quick attack,1.3915,Training
569,NB48_LOSS_223,Ascension,ascension,1.21,Training
570,NB48_LOSS_226,Ascension,ascension,1.6335,Training
571,NB48_LOSS_226,Live Coal,live coal,0.99,Training
572,NB48_LOSS_226,Live Coal,live coal,0.99,Training
573,NB48_LOSS_226,Quick Attack,ascension | quick attack,1.8785,Training
574,NB48_LOSS_226,Ascension,ascension,1.6335,Training
575,NB48_LOSS_226,Quick Attack,ascension | quick attack,1.8785,Training
576,NB48_LOSS_226,Ascension,ascension,1.6335,Training
577,NB48_LOSS_226,Pass,pass,1.6335,Training
578,NB48_LOSS_226,Ascension,ascension,1.6335,Training
579,NB48_LOSS_226,Quick Attack,ascension | quick attack,1.8785,Training
580,NB48_LOSS_228,Ascension,ascension,1.6335,Training
581,NB48_LOSS_228,Bind Down,bind down,0.99,Training
582,NB48_LOSS_228,Bind Down,bind down,0.99,Training
583,NB48_LOSS_228,Quick Attack,ascension | quick attack,1.8785,Training
584,NB48_LOSS_228,Ascension,ascension,1.6335,Training
585,NB48_LOSS_228,Quick Attack,ascension | quick attack,1.8785,Training
586,NB48_LOSS_228,Ascension,ascension,1.6335,Training
587,NB48_LOSS_228,Pass,pass,1.6335,Training
588,NB48_LOSS_228,Ascension,ascension,1.6335,Training
589,NB48_LOSS_228,Quick Attack,ascension | quick attack,1.8785,Training
590,NB48_LOSS_230,Ascension,ascension,1.6335,Training
591,NB48_LOSS_230,Pass,pass,0.99,Training
592,NB48_LOSS_230,Tuck Tail,tuck tail,0.99,Training
593,NB48_LOSS_230,Quick Attack,ascension | quick attack,1.8785,Training
594,NB48_LOSS_230,Ascension,ascension,1.6335,Training
595,NB48_LOSS_230,Quick Attack,ascension | quick attack,1.8785,Training
596,NB48_LOSS_230,Ascension,ascension,1.6335,Training
597,NB48_LOSS_230,Pass,pass,1.6335,Training
598,NB48_LOSS_230,Ascension,ascension,1.6335,Training
599,NB48_LOSS_230,Quick Attack,ascension | quick attack,1.8785,Training
600,NB48_LOSS_234,Ascension,ascension,1.6335,Test
601,NB48_LOSS_234,Bind Down,bind down,0.99,Test
602,NB48_LOSS_234,Bind Down,bind down,0.99,Test
603,NB48_LOSS_234,Quick Attack,ascension | quick attack,1.8785,Test
604,NB48_LOSS_234,Ascension,ascension,1.6335,Test
605,NB48_LOSS_234,Quick Attack,ascension | quick attack,1.8785,Test
606,NB48_LOSS_234,Ascension,ascension,1.6335,Test
607,NB48_LOSS_234,Pass,pass,1.6335,Test
608,NB48_LOSS_234,Ascension,ascension,1.6335,Test
609,NB48_LOSS_234,Quick Attack,ascension | quick attack,1.8785,Test
610,NB48_LOSS_235,Ascension,ascension,1.21,Training
611,NB48_LOSS_235,Live Coal,live coal,1.3365,Training
612,NB48_LOSS_235,Live Coal,live coal,1.3365,Training
613,NB48_LOSS_235,Quick Attack,ascension | quick attack,1.3915,Training
614,NB48_LOSS_235,Ascension,ascension,1.21,Training
615,NB48_LOSS_235,Quick Attack,ascension | quick attack,1.3915,Training
616,NB48_LOSS_235,Ascension,ascension,1.21,Training
617,NB48_LOSS_235,Pass,pass,1.21,Training
618,NB48_LOSS_235,Quick Attack,ascension | quick attack,1.3915,Training
619,NB48_LOSS_235,Ascension,ascension,1.21,Training
620,NB48_LOSS_238,Ascension,ascension,1.6335,Training
621,NB48_LOSS_238,Live Coal,live coal,0.99,Training
622,NB48_LOSS_238,Live Coal,live coal,0.99,Training
623,NB48_LOSS_238,Quick Attack,ascension | quick attack,1.8785,Training
624,NB48_LOSS_238,Ascension,ascension,1.6335,Training
625,NB48_LOSS_238,Quick Attack,ascension | quick attack,1.8785,Training
626,NB48_LOSS_238,Ascension,ascension,1.6335,Training
627,NB48_LOSS_238,Pass,pass,1.6335,Training
628,NB48_LOSS_238,Ascension,ascension,1.6335,Training
629,NB48_LOSS_238,Quick Attack,ascension | quick attack,1.8785,Training
630,NB48_LOSS_240,Ascension,ascension,1.6335,Training
631,NB48_LOSS_240,Bind Down,bind down,0.99,Training
632,NB48_LOSS_240,Bind Down,bind down,0.99,Training
633,NB48_LOSS_240,Quick Attack,ascension | quick attack,1.8785,Training
634,NB48_LOSS_240,Ascension,ascension,1.6335,Training
635,NB48_LOSS_240,Quick Attack,ascension | quick attack,1.8785,Training
636,NB48_LOSS_240,Ascension,ascension,1.6335,Training
637,NB48_LOSS_240,Pass,pass,1.6335,Training
638,NB48_LOSS_240,Ascension,ascension,1.6335,Training
639,NB48_LOSS_240,Quick Attack,ascension | quick attack,1.8785,Training
640,NB48_LOSS_242,Ascension,ascension,1.6335,Test
641,NB48_LOSS_242,Pass,pass,0.99,Test
642,NB48_LOSS_242,Tuck Tail,tuck tail,0.99,Test
643,NB48_LOSS_242,Quick Attack,ascension | quick attack,1.8785,Test
644,NB48_LOSS_242,Ascension,ascension,1.6335,Test
645,NB48_LOSS_242,Quick Attack,ascension | quick attack,1.8785,Test
646,NB48_LOSS_242,Ascension,ascension,1.6335,Test
647,NB48_LOSS_242,Pass,pass,1.6335,Test
648,NB48_LOSS_242,Ascension,ascension,1.6335,Test
649,NB48_LOSS_242,Quick Attack,ascension | quick attack,1.8785,Test
650,NB48_LOSS_246,Ascension,ascension,1.6335,Training
651,NB48_LOSS_246,Bind Down,bind down,0.99,Training
652,NB48_LOSS_246,Bind Down,bind down,0.99,Training
653,NB48_LOSS_246,Quick Attack,ascension | quick attack,1.8785,Training
654,NB48_LOSS_246,Ascension,ascension,1.6335,Training
655,NB48_LOSS_246,Quick Attack,ascension | quick attack,1.8785,Training
656,NB48_LOSS_246,Ascension,ascension,1.6335,Training
657,NB48_LOSS_246,Pass,pass,1.6335,Training
658,NB48_LOSS_246,Ascension,ascension,1.6335,Training
659,NB48_LOSS_246,Quick Attack,ascension | quick attack,1.8785,Training
660,NB48_LOSS_247,Ascension,ascension,1.21,Training
661,NB48_LOSS_247,Live Coal,live coal,1.3365,Training
662,NB48_LOSS_247,Live Coal,live coal,1.3365,Training
663,NB48_LOSS_247,Quick Attack,ascension | quick attack,1.3915,Training
664,NB48_LOSS_247,Ascension,ascension,1.21,Training
665,NB48_LOSS_247,Quick Attack,ascension | quick attack,1.3915,Training
666,NB48_LOSS_247,Ascension,ascension,1.21,Training
667,NB48_LOSS_247,Pass,pass,1.21,Training
668,NB48_LOSS_247,Quick Attack,ascension | quick attack,1.3915,Training
669,NB48_LOSS_247,Ascension,ascension,1.21,Training
670,NB48_LOSS_250,Ascension,ascension,1.6335,Training
671,NB48_LOSS_250,Live Coal,live coal,0.99,Training
672,NB48_LOSS_250,Live Coal,live coal,0.99,Training
673,NB48_LOSS_250,Quick Attack,ascension | quick attack,1.8785,Training
674,NB48_LOSS_250,Ascension,ascension,1.6335,Training
675,NB48_LOSS_250,Quick Attack,ascension | quick attack,1.8785,Training
676,NB48_LOSS_250,Ascension,ascension,1.6335,Training
677,NB48_LOSS_250,Pass,pass,1.6335,Training
678,NB48_LOSS_250,Ascension,ascension,1.6335,Training
679,NB48_LOSS_250,Quick Attack,ascension | quick attack,1.8785,Training
680,NB48_LOSS_252,Ascension,ascension,1.6335,Test
681,NB48_LOSS_252,Bind Down,bind down,0.99,Test
682,NB48_LOSS_252,Bind Down,bind down,0.99,Test
683,NB48_LOSS_252,Quick Attack,ascension | quick attack,1.8785,Test
684,NB48_LOSS_252,Ascension,ascension,1.6335,Test
685,NB48_LOSS_252,Quick Attack,ascension | quick attack,1.8785,Test
686,NB48_LOSS_252,Ascension,ascension,1.6335,Test
687,NB48_LOSS_252,Pass,pass,1.6335,Test
688,NB48_LOSS_252,Ascension,ascension,1.6335,Test
689,NB48_LOSS_252,Quick Attack,ascension | quick attack,1.8785,Test
690,NB48_LOSS_254,Ascension,ascension,1.6335,Training
691,NB48_LOSS_254,Pass,pass,0.99,Training
692,NB48_LOSS_254,Tuck Tail,tuck tail,0.99,Training
693,NB48_LOSS_254,Quick Attack,ascension | quick attack,1.8785,Training
694,NB48_LOSS_254,Ascension,ascension,1.6335,Training
695,NB48_LOSS_254,Quick Attack,ascension | quick attack,1.8785,Training
696,NB48_LOSS_254,Ascension,ascension,1.6335,Training
697,NB48_LOSS_254,Pass,pass,1.6335,Training
698,NB48_LOSS_254,Ascension,ascension,1.6335,Training
699,NB48_LOSS_254,Quick Attack,ascension | quick attack,1.8785,Training
700,NB48_LOSS_258,Ascension,ascension,1.6335,Training
701,NB48_LOSS_258,Bind Down,bind down,0.99,Training
702,NB48_LOSS_258,Bind Down,bind down,0.99,Training
703,NB48_LOSS_258,Quick Attack,ascension | quick attack,1.8785,Training
704,NB48_LOSS_258,Ascension,ascension,1.6335,Training
705,NB48_LOSS_258,Quick Attack,ascension | quick attack,1.8785,Training
706,NB48_LOSS_258,Ascension,ascension,1.6335,Training
707,NB48_LOSS_258,Pass,pass,1.6335,Training
708,NB48_LOSS_258,Ascension,ascension,1.6335,Training
709,NB48_LOSS_258,Quick Attack,ascension | quick attack,1.8785,Training
710,NB48_LOSS_259,Ascension,ascension,1.21,Training
711,NB48_LOSS_259,Live Coal,live coal,1.3365,Training
712,NB48_LOSS_259,Live Coal,live coal,1.3365,Training
713,NB48_LOSS_259,Quick Attack,ascension | quick attack,1.3915,Training
714,NB48_LOSS_259,Ascension,ascension,1.21,Training
715,NB48_LOSS_259,Quick Attack,ascension | quick attack,1.3915,Training
716,NB48_LOSS_259,Ascension,ascension,1.21,Training
717,NB48_LOSS_259,Pass,pass,1.21,Training
718,NB48_LOSS_259,Quick Attack,ascension | quick attack,1.3915,Training
719,NB48_LOSS_259,Ascension,ascension,1.21,Training
720,NB48_LOSS_262,Ascension,ascension,1.6335,Test
721,NB48_LOSS_262,Live Coal,live coal,0.99,Test
722,NB48_LOSS_262,Live Coal,live coal,0.99,Test
723,NB48_LOSS_262,Quick Attack,ascension | quick attack,1.8785,Test
724,NB48_LOSS_262,Ascension,ascension,1.6335,Test
725,NB48_LOSS_262,Quick Attack,ascension | quick attack,1.8785,Test
726,NB48_LOSS_262,Ascension,ascension,1.6335,Test
727,NB48_LOSS_262,Pass,pass,1.6335,Test
728,NB48_LOSS_262,Ascension,ascension,1.6335,Test
729,NB48_LOSS_262,Quick Attack,ascension | quick attack,1.8785,Test
730,NB48_LOSS_264,Ascension,ascension,1.6335,Training
731,NB48_LOSS_264,Bind Down,bind down,0.99,Training
732,NB48_LOSS_264,Bind Down,bind down,0.99,Training
733,NB48_LOSS_264,Quick Attack,ascension | quick attack,1.8785,Training
734,NB48_LOSS_264,Ascension,ascension,1.6335,Training
735,NB48_LOSS_264,Quick Attack,ascension | quick attack,1.8785,Training
736,NB48_LOSS_264,Ascension,ascension,1.6335,Training
737,NB48_LOSS_264,Pass,pass,1.6335,Training
738,NB48_LOSS_264,Ascension,ascension,1.6335,Training
739,NB48_LOSS_264,Quick Attack,ascension | quick attack,1.8785,Training
740,NB48_LOSS_266,Ascension,ascension,1.6335,Training
741,NB48_LOSS_266,Pass,pass,0.99,Training
742,NB48_LOSS_266,Tuck Tail,tuck tail,0.99,Training
743,NB48_LOSS_266,Quick Attack,ascension | quick attack,1.8785,Training
744,NB48_LOSS_266,Ascension,ascension,1.6335,Training
745,NB48_LOSS_266,Quick Attack,ascension | quick attack,1.8785,Training
746,NB48_LOSS_266,Ascension,ascension,1.6335,Training
747,NB48_LOSS_266,Pass,pass,1.6335,Training
748,NB48_LOSS_266,Ascension,ascension,1.6335,Training
749,NB48_LOSS_266,Quick Attack,ascension | quick attack,1.8785,Training
750,NB48_LOSS_270,Ascension,ascension,1.6335,Training
751,NB48_LOSS_270,Bind Down,bind down,0.99,Training
752,NB48_LOSS_270,Bind Down,bind down,0.99,Training
753,NB48_LOSS_270,Quick Attack,ascension | quick attack,1.8785,Training
754,NB48_LOSS_270,Ascension,ascension,1.6335,Training
755,NB48_LOSS_270,Quick Attack,ascension | quick attack,1.8785,Training
756,NB48_LOSS_270,Ascension,ascension,1.6335,Training
757,NB48_LOSS_270,Pass,pass,1.6335,Training
758,NB48_LOSS_270,Ascension,ascension,1.6335,Training
759,NB48_LOSS_270,Quick Attack,ascension | quick attack,1.8785,Training
760,NB48_LOSS_271,Ascension,ascension,1.21,Training
761,NB48_LOSS_271,Live Coal,live coal,1.3365,Training
762,NB48_LOSS_271,Live Coal,live coal,1.3365,Training
763,NB48_LOSS_271,Quick Attack,ascension | quick attack,1.3915,Training
764,NB48_LOSS_271,Ascension,ascension,1.21,Training
765,NB48_LOSS_271,Quick Attack,ascension | quick attack,1.3915,Training
766,NB48_LOSS_271,Ascension,ascension,1.21,Training
767,NB48_LOSS_271,Pass,pass,1.21,Training
768,NB48_LOSS_271,Quick Attack,ascension | quick attack,1.3915,Training
769,NB48_LOSS_271,Ascension,ascension,1.21,Training
770,NB48_LOSS_274,Ascension,ascension,1.6335,Validation
771,NB48_LOSS_274,Live Coal,live coal,0.99,Validation
772,NB48_LOSS_274,Live Coal,live coal,0.99,Validation
773,NB48_LOSS_274,Quick Attack,ascension | quick attack,1.8785,Validation
774,NB48_LOSS_274,Ascension,ascension,1.6335,Validation
775,NB48_LOSS_274,Quick Attack,ascension | quick attack,1.8785,Validation
776,NB48_LOSS_274,Ascension,ascension,1.6335,Validation
777,NB48_LOSS_274,Pass,pass,1.6335,Validation
778,NB48_LOSS_274,Ascension,ascension,1.6335,Validation
779,NB48_LOSS_274,Quick Attack,ascension | quick attack,1.8785,Validation
780,NB48_LOSS_276,Ascension,ascension,1.6335,Test
781,NB48_LOSS_276,Bind Down,bind down,0.99,Test
782,NB48_LOSS_276,Bind Down,bind down,0.99,Test
783,NB48_LOSS_276,Quick Attack,ascension | quick attack,1.8785,Test
784,NB48_LOSS_276,Ascension,ascension,1.6335,Test
785,NB48_LOSS_276,Quick Attack,ascension | quick attack,1.8785,Test
786,NB48_LOSS_276,Ascension,ascension,1.6335,Test
787,NB48_LOSS_276,Pass,pass,1.6335,Test
788,NB48_LOSS_276,Ascension,ascension,1.6335,Test
789,NB48_LOSS_276,Quick Attack,ascension | quick attack,1.8785,Test
790,NB48_LOSS_278,Ascension,ascension,1.6335,Training
791,NB48_LOSS_278,Pass,pass,0.99,Training
792,NB48_LOSS_278,Tuck Tail,tuck tail,0.99,Training
793,NB48_LOSS_278,Quick Attack,ascension | quick attack,1.8785,Training
794,NB48_LOSS_278,Ascension,ascension,1.6335,Training
795,NB48_LOSS_278,Quick Attack,ascension | quick attack,1.8785,Training
796,NB48_LOSS_278,Ascension,ascension,1.6335,Training
797,NB48_LOSS_278,Pass,pass,1.6335,Training
798,NB48_LOSS_278,Ascension,ascension,1.6335,Training
799,NB48_LOSS_278,Quick Attack,ascension | quick attack,1.8785,Training
800,NB48_LOSS_282,Ascension,ascension,1.6335,Training
801,NB48_LOSS_282,Bind Down,bind down,0.99,Training
802,NB48_LOSS_282,Bind Down,bind down,0.99,Training
803,NB48_LOSS_282,Quick Attack,ascension | quick attack,1.8785,Training
804,NB48_LOSS_282,Ascension,ascension,1.6335,Training
805,NB48_LOSS_282,Quick Attack,ascension | quick attack,1.8785,Training
806,NB48_LOSS_282,Ascension,ascension,1.6335,Training
807,NB48_LOSS_282,Pass,pass,1.6335,Training
808,NB48_LOSS_282,Ascension,ascension,1.6335,Training
809,NB48_LOSS_282,Quick Attack,ascension | quick attack,1.8785,Training
810,NB48_LOSS_283,Ascension,ascension,1.21,Training
811,NB48_LOSS_283,Live Coal,live coal,1.3365,Training
812,NB48_LOSS_283,Live Coal,live coal,1.3365,Training
813,NB48_LOSS_283,Quick Attack,ascension | quick attack,1.3915,Training
814,NB48_LOSS_283,Ascension,ascension,1.21,Training
815,NB48_LOSS_283,Quick Attack,ascension | quick attack,1.3915,Training
816,NB48_LOSS_283,Ascension,ascension,1.21,Training
817,NB48_LOSS_283,Pass,pass,1.21,Training
818,NB48_LOSS_283,Quick Attack,ascension | quick attack,1.3915,Training
819,NB48_LOSS_283,Ascension,ascension,1.21,Training
820,NB48_LOSS_286,Ascension,ascension,1.6335,Training
821,NB48_LOSS_286,Live Coal,live coal,0.99,Training
822,NB48_LOSS_286,Live Coal,live coal,0.99,Training
823,NB48_LOSS_286,Quick Attack,ascension | quick attack,1.8785,Training
824,NB48_LOSS_286,Ascension,ascension,1.6335,Training
825,NB48_LOSS_286,Quick Attack,ascension | quick attack,1.8785,Training
826,NB48_LOSS_286,Ascension,ascension,1.6335,Training
827,NB48_LOSS_286,Pass,pass,1.6335,Training
828,NB48_LOSS_286,Ascension,ascension,1.6335,Training
829,NB48_LOSS_286,Quick Attack,ascension | quick attack,1.8785,Training
830,NB48_LOSS_288,Ascension,ascension,1.6335,Validation
831,NB48_LOSS_288,Bind Down,bind down,0.99,Validation
832,NB48_LOSS_288,Bind Down,bind down,0.99,Validation
833,NB48_LOSS_288,Quick Attack,ascension | quick attack,1.8785,Validation
834,NB48_LOSS_288,Ascension,ascension,1.6335,Validation
835,NB48_LOSS_288,Quick Attack,ascension | quick attack,1.8785,Validation
836,NB48_LOSS_288,Ascension,ascension,1.6335,Validation
837,NB48_LOSS_288,Pass,pass,1.6335,Validation
838,NB48_LOSS_288,Ascension,ascension,1.6335,Validation
839,NB48_LOSS_288,Quick Attack,ascension | quick attack,1.8785,Validation
840,NB48_LOSS_290,Ascension,ascension,1.6335,Training
841,NB48_LOSS_290,Pass,pass,0.99,Training
842,NB48_LOSS_290,Tuck Tail,tuck tail,0.99,Training
843,NB48_LOSS_290,Quick Attack,ascension | quick attack,1.8785,Training
844,NB48_LOSS_290,Ascension,ascension,1.6335,Training
845,NB48_LOSS_290,Quick Attack,ascension | quick attack,1.8785,Training
846,NB48_LOSS_290,Ascension,ascension,1.6335,Training
847,NB48_LOSS_290,Pass,pass,1.6335,Training
848,NB48_LOSS_290,Ascension,ascension,1.6335,Training
849,NB48_LOSS_290,Quick Attack,ascension | quick attack,1.8785,Training
850,NB48_LOSS_294,Ascension,ascension,1.6335,Training
851,NB48_LOSS_294,Bind Down,bind down,0.99,Training
852,NB48_LOSS_294,Bind Down,bind down,0.99,Training
853,NB48_LOSS_294,Quick Attack,ascension | quick attack,1.8785,Training
854,NB48_LOSS_294,Ascension,ascension,1.6335,Training
855,NB48_LOSS_294,Quick Attack,ascension | quick attack,1.8785,Training
856,NB48_LOSS_294,Ascension,ascension,1.6335,Training
857,NB48_LOSS_294,Pass,pass,1.6335,Training
858,NB48_LOSS_294,Ascension,ascension,1.6335,Training
859,NB48_LOSS_294,Quick Attack,ascension | quick attack,1.8785,Training
860,NB48_LOSS_295,Ascension,ascension,1.21,Training
861,NB48_LOSS_295,Live Coal,live coal,1.3365,Training
862,NB48_LOSS_295,Live Coal,live coal,1.3365,Training
863,NB48_LOSS_295,Quick Attack,ascension | quick attack,1.3915,Training
864,NB48_LOSS_295,Ascension,ascension,1.21,Training
865,NB48_LOSS_295,Quick Attack,ascension | quick attack,1.3915,Training
866,NB48_LOSS_295,Ascension,ascension,1.21,Training
867,NB48_LOSS_295,Pass,pass,1.21,Training
868,NB48_LOSS_295,Quick Attack,ascension | quick attack,1.3915,Training
869,NB48_LOSS_295,Ascension,ascension,1.21,Training
870,NB48_LOSS_298,Ascension,ascension,1.6335,Training
871,NB48_LOSS_298,Live Coal,live coal,0.99,Training
