section4r_row_id,scenario_id,condition_id,turn_number,acting_side,active_card,official_card_id,acting_energy,attack_name,normalized_attack_name,energy_requirement,energy_ready,action_legal,energy_ready_but_not_legal,legal_without_energy_ready,base_damage
167,T52_S007__ENERGY_PRESSURE,ENERGY_PRESSURE,2,Player,Bulbasaur,650,,Bind Down,bind down,1,False,True,False,True,10
168,T52_S007__ENERGY_PRESSURE,ENERGY_PRESSURE,3,Opponent,Eevee,43,,Ascension,ascension,1,False,True,False,True,0
168,T52_S007__ENERGY_PRESSURE,ENERGY_PRESSURE,3,Opponent,Eevee,43,,Quick Attack,quick attack,3,False,False,False,False,20
169,T52_S007__ENERGY_PRESSURE,ENERGY_PRESSURE,4,Player,Bulbasaur,650,,Bind Down,bind down,1,False,True,False,True,10
170,T52_S008__BASELINE,BASELINE,1,Player,Eevee,43,,Ascension,ascension,1,False,True,False,True,0
170,T52_S008__BASELINE,BASELINE,1,Player,Eevee,43,,Quick Attack,quick attack,3,False,False,False,False,20
171,T52_S008__BASELINE,BASELINE,2,Opponent,Charmander,788,,Live Coal,live coal,1,False,True,False,True,20
172,T52_S008__BASELINE,BASELINE,3,Player,Eevee,43,,Ascension,ascension,1,False,True,False,True,0
172,T52_S008__BASELINE,BASELINE,3,Player,Eevee,43,,Quick Attack,quick attack,3,False,False,False,False,20
173,T52_S008__BASELINE,BASELINE,4,Opponent,Charmander,788,,Live Coal,live coal,1,False,True,False,True,20
174,T52_S008__BASELINE,BASELINE,5,Player,Eevee,43,,Ascension,ascension,1,False,True,False,True,0
174,T52_S008__BASELINE,BASELINE,5,Player,Eevee,43,,Quick Attack,quick attack,3,False,False,False,False,20
175,T52_S008__BASELINE,BASELINE,6,Opponent,Charmander,788,,Live Coal,live coal,1,False,True,False,True,20
176,T52_S008__HP_PRESSURE,HP_PRESSURE,1,Player,Eevee,43,,Ascension,ascension,1,False,True,False,True,0
176,T52_S008__HP_PRESSURE,HP_PRESSURE,1,Player,Eevee,43,,Quick Attack,quick attack,3,False,False,False,False,20
177,T52_S008__HP_PRESSURE,HP_PRESSURE,2,Opponent,Charmander,788,,Live Coal,live coal,1,False,True,False,True,20
178,T52_S008__HP_PRESSURE,HP_PRESSURE,3,Player,Eevee,43,,Ascension,ascension,1,False,True,False,True,0
178,T52_S008__HP_PRESSURE,HP_PRESSURE,3,Player,Eevee,43,,Quick Attack,quick attack,3,False,False,False,False,20
179,T52_S008__HP_PRESSURE,HP_PRESSURE,4,Opponent,Charmander,788,,Live Coal,live coal,1,False,True,False,True,20
180,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,1,Player,Eevee,43,,Ascension,ascension,1,False,True,False,True,0
180,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,1,Player,Eevee,43,,Quick Attack,quick attack,3,False,False,False,False,20
181,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,2,Opponent,Charmander,788,,Live Coal,live coal,1,False,False,False,False,20
182,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,3,Player,Eevee,43,,Ascension,ascension,1,False,True,False,True,0
182,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,3,Player,Eevee,43,,Quick Attack,quick attack,3,False,False,False,False,20
183,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,4,Opponent,Charmander,788,,Live Coal,live coal,1,False,False,False,False,20
184,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,5,Player,Eevee,43,,Ascension,ascension,1,False,True,False,True,0
184,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,5,Player,Eevee,43,,Quick Attack,quick attack,3,False,False,False,False,20
185,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,6,Opponent,Charmander,788,,Live Coal,live coal,1,False,False,False,False,20
186,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,7,Player,Eevee,43,,Ascension,ascension,1,False,True,False,True,0
186,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,7,Player,Eevee,43,,Quick Attack,quick attack,3,False,False,False,False,20
187,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,8,Opponent,Charmander,788,,Live Coal,live coal,1,False,False,False,False,20
188,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,9,Player,Eevee,43,,Ascension,ascension,1,False,True,False,True,0
188,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,9,Player,Eevee,43,,Quick Attack,quick attack,3,False,False,False,False,20
189,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,10,Opponent,Charmander,788,,Live Coal,live coal,1,False,False,False,False,20
190,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,11,Player,Eevee,43,,Ascension,ascension,1,False,True,False,True,0
190,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,11,Player,Eevee,43,,Quick Attack,quick attack,3,False,False,False,False,20
191,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,12,Opponent,Charmander,788,,Live Coal,live coal,1,False,False,False,False,20
192,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,13,Player,Eevee,43,,Ascension,ascension,1,False,True,False,True,0
192,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,13,Player,Eevee,43,,Quick Attack,quick attack,3,False,False,False,False,20
193,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,14,Opponent,Charmander,788,,Live Coal,live coal,1,False,False,False,False,20
194,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,15,Player,Eevee,43,,Ascension,ascension,1,False,True,False,True,0
194,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,15,Player,Eevee,43,,Quick Attack,quick attack,3,False,False,False,False,20
195,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,16,Opponent,Charmander,788,,Live Coal,live coal,1,False,False,False,False,20
196,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,17,Player,Eevee,43,,Ascension,ascension,1,False,True,False,True,0
196,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,17,Player,Eevee,43,,Quick Attack,quick attack,3,False,False,False,False,20
197,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,18,Opponent,Charmander,788,,Live Coal,live coal,1,False,False,False,False,20
198,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,19,Player,Eevee,43,,Ascension,ascension,1,False,True,False,True,0
198,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,19,Player,Eevee,43,,Quick Attack,quick attack,3,False,False,False,False,20
199,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,20,Opponent,Charmander,788,,Live Coal,live coal,1,False,False,False,False,20
200,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,21,Player,Eevee,43,,Ascension,ascension,1,False,True,False,True,0
200,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,21,Player,Eevee,43,,Quick Attack,quick attack,3,False,False,False,False,20
201,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,22,Opponent,Charmander,788,,Live Coal,live coal,1,False,False,False,False,20
202,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,23,Player,Eevee,43,,Ascension,ascension,1,False,True,False,True,0
202,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,23,Player,Eevee,43,,Quick Attack,quick attack,3,False,False,False,False,20
203,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,24,Opponent,Charmander,788,,Live Coal,live coal,1,False,False,False,False,20
204,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,25,Player,Eevee,43,,Ascension,ascension,1,False,True,False,True,0
204,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,25,Player,Eevee,43,,Quick Attack,quick attack,3,False,False,False,False,20
205,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,26,Opponent,Charmander,788,,Live Coal,live coal,1,False,False,False,False,20
206,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,27,Player,Eevee,43,,Ascension,ascension,1,False,True,False,True,0
206,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,27,Player,Eevee,43,,Quick Attack,quick attack,3,False,False,False,False,20
207,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,28,Opponent,Charmander,788,,Live Coal,live coal,1,False,False,False,False,20
208,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,29,Player,Eevee,43,,Ascension,ascension,1,False,True,False,True,0
208,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,29,Player,Eevee,43,,Quick Attack,quick attack,3,False,False,False,False,20
209,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,30,Opponent,Charmander,788,,Live Coal,live coal,1,False,False,False,False,20
