section4r_row_id,scenario_id,condition_id,turn_number,acting_side,active_card,attack_name,energy_requirement,observed_energy,energy_observed,energy_source,energy_status,energy_ready,action_legal,confirmed_energy_ready_but_not_legal,confirmed_legal_with_insufficient_energy,legal_with_unknown_energy
146,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,13,Opponent,Bulbasaur,Bind Down,1,,False,,ENERGY_UNKNOWN,,False,False,False,False
147,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,14,Player,Meowth,Tuck Tail,3,,False,,ENERGY_UNKNOWN,,True,False,False,True
148,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,15,Opponent,Bulbasaur,Bind Down,1,,False,,ENERGY_UNKNOWN,,False,False,False,False
149,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,16,Player,Meowth,Tuck Tail,3,,False,,ENERGY_UNKNOWN,,True,False,False,True
150,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,17,Opponent,Bulbasaur,Bind Down,1,,False,,ENERGY_UNKNOWN,,False,False,False,False
151,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,18,Player,Meowth,Tuck Tail,3,,False,,ENERGY_UNKNOWN,,True,False,False,True
152,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,19,Opponent,Bulbasaur,Bind Down,1,,False,,ENERGY_UNKNOWN,,False,False,False,False
153,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,20,Player,Meowth,Tuck Tail,3,,False,,ENERGY_UNKNOWN,,True,False,False,True
154,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,21,Opponent,Bulbasaur,Bind Down,1,,False,,ENERGY_UNKNOWN,,False,False,False,False
155,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,22,Player,Meowth,Tuck Tail,3,,False,,ENERGY_UNKNOWN,,True,False,False,True
156,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,23,Opponent,Bulbasaur,Bind Down,1,,False,,ENERGY_UNKNOWN,,False,False,False,False
157,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,24,Player,Meowth,Tuck Tail,3,,False,,ENERGY_UNKNOWN,,True,False,False,True
158,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,25,Opponent,Bulbasaur,Bind Down,1,,False,,ENERGY_UNKNOWN,,False,False,False,False
159,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,26,Player,Meowth,Tuck Tail,3,,False,,ENERGY_UNKNOWN,,True,False,False,True
160,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,27,Opponent,Bulbasaur,Bind Down,1,,False,,ENERGY_UNKNOWN,,False,False,False,False
161,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,28,Player,Meowth,Tuck Tail,3,,False,,ENERGY_UNKNOWN,,True,False,False,True
162,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,29,Opponent,Bulbasaur,Bind Down,1,,False,,ENERGY_UNKNOWN,,False,False,False,False
163,T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,30,Player,Meowth,Tuck Tail,3,,False,,ENERGY_UNKNOWN,,True,False,False,True
164,T52_S007__BASELINE,BASELINE,1,Opponent,Eevee,Ascension,1,,False,,ENERGY_UNKNOWN,,True,False,False,True
164,T52_S007__BASELINE,BASELINE,1,Opponent,Eevee,Quick Attack,3,,False,,ENERGY_UNKNOWN,,True,False,False,True
165,T52_S007__HP_PRESSURE,HP_PRESSURE,1,Opponent,Eevee,Ascension,1,,False,,ENERGY_UNKNOWN,,True,False,False,True
165,T52_S007__HP_PRESSURE,HP_PRESSURE,1,Opponent,Eevee,Quick Attack,3,,False,,ENERGY_UNKNOWN,,True,False,False,True
166,T52_S007__ENERGY_PRESSURE,ENERGY_PRESSURE,1,Opponent,Eevee,Ascension,1,,False,,ENERGY_UNKNOWN,,True,False,False,True
166,T52_S007__ENERGY_PRESSURE,ENERGY_PRESSURE,1,Opponent,Eevee,Quick Attack,3,,False,,ENERGY_UNKNOWN,,False,False,False,False
167,T52_S007__ENERGY_PRESSURE,ENERGY_PRESSURE,2,Player,Bulbasaur,Bind Down,1,,False,,ENERGY_UNKNOWN,,True,False,False,True
168,T52_S007__ENERGY_PRESSURE,ENERGY_PRESSURE,3,Opponent,Eevee,Ascension,1,,False,,ENERGY_UNKNOWN,,True,False,False,True
168,T52_S007__ENERGY_PRESSURE,ENERGY_PRESSURE,3,Opponent,Eevee,Quick Attack,3,,False,,ENERGY_UNKNOWN,,False,False,False,False
169,T52_S007__ENERGY_PRESSURE,ENERGY_PRESSURE,4,Player,Bulbasaur,Bind Down,1,,False,,ENERGY_UNKNOWN,,True,False,False,True
170,T52_S008__BASELINE,BASELINE,1,Player,Eevee,Ascension,1,,False,,ENERGY_UNKNOWN,,True,False,False,True
170,T52_S008__BASELINE,BASELINE,1,Player,Eevee,Quick Attack,3,,False,,ENERGY_UNKNOWN,,False,False,False,False
171,T52_S008__BASELINE,BASELINE,2,Opponent,Charmander,Live Coal,1,,False,,ENERGY_UNKNOWN,,True,False,False,True
172,T52_S008__BASELINE,BASELINE,3,Player,Eevee,Ascension,1,,False,,ENERGY_UNKNOWN,,True,False,False,True
172,T52_S008__BASELINE,BASELINE,3,Player,Eevee,Quick Attack,3,,False,,ENERGY_UNKNOWN,,False,False,False,False
173,T52_S008__BASELINE,BASELINE,4,Opponent,Charmander,Live Coal,1,,False,,ENERGY_UNKNOWN,,True,False,False,True
174,T52_S008__BASELINE,BASELINE,5,Player,Eevee,Ascension,1,,False,,ENERGY_UNKNOWN,,True,False,False,True
174,T52_S008__BASELINE,BASELINE,5,Player,Eevee,Quick Attack,3,,False,,ENERGY_UNKNOWN,,False,False,False,False
175,T52_S008__BASELINE,BASELINE,6,Opponent,Charmander,Live Coal,1,,False,,ENERGY_UNKNOWN,,True,False,False,True
176,T52_S008__HP_PRESSURE,HP_PRESSURE,1,Player,Eevee,Ascension,1,,False,,ENERGY_UNKNOWN,,True,False,False,True
176,T52_S008__HP_PRESSURE,HP_PRESSURE,1,Player,Eevee,Quick Attack,3,,False,,ENERGY_UNKNOWN,,False,False,False,False
177,T52_S008__HP_PRESSURE,HP_PRESSURE,2,Opponent,Charmander,Live Coal,1,,False,,ENERGY_UNKNOWN,,True,False,False,True
178,T52_S008__HP_PRESSURE,HP_PRESSURE,3,Player,Eevee,Ascension,1,,False,,ENERGY_UNKNOWN,,True,False,False,True
178,T52_S008__HP_PRESSURE,HP_PRESSURE,3,Player,Eevee,Quick Attack,3,,False,,ENERGY_UNKNOWN,,False,False,False,False
179,T52_S008__HP_PRESSURE,HP_PRESSURE,4,Opponent,Charmander,Live Coal,1,,False,,ENERGY_UNKNOWN,,True,False,False,True
180,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,1,Player,Eevee,Ascension,1,,False,,ENERGY_UNKNOWN,,True,False,False,True
180,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,1,Player,Eevee,Quick Attack,3,,False,,ENERGY_UNKNOWN,,False,False,False,False
181,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,2,Opponent,Charmander,Live Coal,1,,False,,ENERGY_UNKNOWN,,False,False,False,False
182,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,3,Player,Eevee,Ascension,1,,False,,ENERGY_UNKNOWN,,True,False,False,True
182,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,3,Player,Eevee,Quick Attack,3,,False,,ENERGY_UNKNOWN,,False,False,False,False
183,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,4,Opponent,Charmander,Live Coal,1,,False,,ENERGY_UNKNOWN,,False,False,False,False
184,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,5,Player,Eevee,Ascension,1,,False,,ENERGY_UNKNOWN,,True,False,False,True
184,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,5,Player,Eevee,Quick Attack,3,,False,,ENERGY_UNKNOWN,,False,False,False,False
185,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,6,Opponent,Charmander,Live Coal,1,,False,,ENERGY_UNKNOWN,,False,False,False,False
186,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,7,Player,Eevee,Ascension,1,,False,,ENERGY_UNKNOWN,,True,False,False,True
186,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,7,Player,Eevee,Quick Attack,3,,False,,ENERGY_UNKNOWN,,False,False,False,False
187,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,8,Opponent,Charmander,Live Coal,1,,False,,ENERGY_UNKNOWN,,False,False,False,False
188,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,9,Player,Eevee,Ascension,1,,False,,ENERGY_UNKNOWN,,True,False,False,True
188,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,9,Player,Eevee,Quick Attack,3,,False,,ENERGY_UNKNOWN,,False,False,False,False
189,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,10,Opponent,Charmander,Live Coal,1,,False,,ENERGY_UNKNOWN,,False,False,False,False
190,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,11,Player,Eevee,Ascension,1,,False,,ENERGY_UNKNOWN,,True,False,False,True
190,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,11,Player,Eevee,Quick Attack,3,,False,,ENERGY_UNKNOWN,,False,False,False,False
191,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,12,Opponent,Charmander,Live Coal,1,,False,,ENERGY_UNKNOWN,,False,False,False,False
192,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,13,Player,Eevee,Ascension,1,,False,,ENERGY_UNKNOWN,,True,False,False,True
192,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,13,Player,Eevee,Quick Attack,3,,False,,ENERGY_UNKNOWN,,False,False,False,False
193,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,14,Opponent,Charmander,Live Coal,1,,False,,ENERGY_UNKNOWN,,False,False,False,False
194,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,15,Player,Eevee,Ascension,1,,False,,ENERGY_UNKNOWN,,True,False,False,True
194,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,15,Player,Eevee,Quick Attack,3,,False,,ENERGY_UNKNOWN,,False,False,False,False
195,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,16,Opponent,Charmander,Live Coal,1,,False,,ENERGY_UNKNOWN,,False,False,False,False
196,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,17,Player,Eevee,Ascension,1,,False,,ENERGY_UNKNOWN,,True,False,False,True
196,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,17,Player,Eevee,Quick Attack,3,,False,,ENERGY_UNKNOWN,,False,False,False,False
197,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,18,Opponent,Charmander,Live Coal,1,,False,,ENERGY_UNKNOWN,,False,False,False,False
198,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,19,Player,Eevee,Ascension,1,,False,,ENERGY_UNKNOWN,,True,False,False,True
198,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,19,Player,Eevee,Quick Attack,3,,False,,ENERGY_UNKNOWN,,False,False,False,False
199,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,20,Opponent,Charmander,Live Coal,1,,False,,ENERGY_UNKNOWN,,False,False,False,False
200,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,21,Player,Eevee,Ascension,1,,False,,ENERGY_UNKNOWN,,True,False,False,True
200,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,21,Player,Eevee,Quick Attack,3,,False,,ENERGY_UNKNOWN,,False,False,False,False
201,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,22,Opponent,Charmander,Live Coal,1,,False,,ENERGY_UNKNOWN,,False,False,False,False
202,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,23,Player,Eevee,Ascension,1,,False,,ENERGY_UNKNOWN,,True,False,False,True
202,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,23,Player,Eevee,Quick Attack,3,,False,,ENERGY_UNKNOWN,,False,False,False,False
203,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,24,Opponent,Charmander,Live Coal,1,,False,,ENERGY_UNKNOWN,,False,False,False,False
204,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,25,Player,Eevee,Ascension,1,,False,,ENERGY_UNKNOWN,,True,False,False,True
204,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,25,Player,Eevee,Quick Attack,3,,False,,ENERGY_UNKNOWN,,False,False,False,False
205,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,26,Opponent,Charmander,Live Coal,1,,False,,ENERGY_UNKNOWN,,False,False,False,False
206,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,27,Player,Eevee,Ascension,1,,False,,ENERGY_UNKNOWN,,True,False,False,True
206,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,27,Player,Eevee,Quick Attack,3,,False,,ENERGY_UNKNOWN,,False,False,False,False
207,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,28,Opponent,Charmander,Live Coal,1,,False,,ENERGY_UNKNOWN,,False,False,False,False
208,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,29,Player,Eevee,Ascension,1,,False,,ENERGY_UNKNOWN,,True,False,False,True
208,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,29,Player,Eevee,Quick Attack,3,,False,,ENERGY_UNKNOWN,,False,False,False,False
209,T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,30,Opponent,Charmander,Live Coal,1,,False,,ENERGY_UNKNOWN,,False,False,False,False
