decision_number,turn_number,current_player,active_card,legal_moves,selected_move,raw_prediction,confidence,routing_reason,fallback_used,search_depth,nodes,scenario_id,condition_id,section4r_row_id,scenario_id_resolved,condition_id_resolved,turn_number_resolved,acting_side_resolved,active_card_resolved,legal_moves_resolved,selected_move_resolved,acting_energy_resolved,battle_phase_resolved,acting_damage_resolved,official_card_id,verified_printed_attacks,verified_printed_attack_count,legal_printed_attacks,legal_control_actions,legal_printed_attack_count,legal_control_action_count,genuine_multi_attack_state,printed_attack_plus_control_state,control_only_state
2,2,Player,Charmander,"[""Live Coal""]",Live Coal,Live Coal,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S004__ENERGY_PRESSURE,ENERGY_PRESSURE,65,T52_S004__ENERGY_PRESSURE,ENERGY_PRESSURE,2,Player,Charmander,"[""Live Coal""]",Live Coal,,UNKNOWN,,788,"[""Live Coal""]",1,"[""Live Coal""]",[],1,0,False,False,False
3,3,Opponent,Eevee,"[""Ascension""]",Ascension,Ascension,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S004__ENERGY_PRESSURE,ENERGY_PRESSURE,66,T52_S004__ENERGY_PRESSURE,ENERGY_PRESSURE,3,Opponent,Eevee,"[""Ascension""]",Ascension,,UNKNOWN,,43,"[""Ascension"", ""Quick Attack""]",2,"[""Ascension""]",[],1,0,False,False,False
4,4,Player,Charmander,"[""Live Coal""]",Live Coal,Live Coal,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S004__ENERGY_PRESSURE,ENERGY_PRESSURE,67,T52_S004__ENERGY_PRESSURE,ENERGY_PRESSURE,4,Player,Charmander,"[""Live Coal""]",Live Coal,,UNKNOWN,,788,"[""Live Coal""]",1,"[""Live Coal""]",[],1,0,False,False,False
5,5,Opponent,Eevee,"[""Ascension""]",Ascension,Ascension,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S004__ENERGY_PRESSURE,ENERGY_PRESSURE,68,T52_S004__ENERGY_PRESSURE,ENERGY_PRESSURE,5,Opponent,Eevee,"[""Ascension""]",Ascension,,UNKNOWN,,43,"[""Ascension"", ""Quick Attack""]",2,"[""Ascension""]",[],1,0,False,False,False
6,6,Player,Charmander,"[""Live Coal""]",Live Coal,Live Coal,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S004__ENERGY_PRESSURE,ENERGY_PRESSURE,69,T52_S004__ENERGY_PRESSURE,ENERGY_PRESSURE,6,Player,Charmander,"[""Live Coal""]",Live Coal,,UNKNOWN,,788,"[""Live Coal""]",1,"[""Live Coal""]",[],1,0,False,False,False
1,1,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,Tuck Tail,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S005__BASELINE,BASELINE,70,T52_S005__BASELINE,BASELINE,1,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,,UNKNOWN,,1071,"[""Tuck Tail""]",1,"[""Tuck Tail""]",[],1,0,False,False,False
2,2,Opponent,Bulbasaur,"[""Bind Down""]",Bind Down,Bind Down,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S005__BASELINE,BASELINE,71,T52_S005__BASELINE,BASELINE,2,Opponent,Bulbasaur,"[""Bind Down""]",Bind Down,,UNKNOWN,,650,"[""Bind Down""]",1,"[""Bind Down""]",[],1,0,False,False,False
3,3,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,Tuck Tail,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S005__BASELINE,BASELINE,72,T52_S005__BASELINE,BASELINE,3,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,,UNKNOWN,,1071,"[""Tuck Tail""]",1,"[""Tuck Tail""]",[],1,0,False,False,False
4,4,Opponent,Bulbasaur,"[""Bind Down""]",Bind Down,Bind Down,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S005__BASELINE,BASELINE,73,T52_S005__BASELINE,BASELINE,4,Opponent,Bulbasaur,"[""Bind Down""]",Bind Down,,UNKNOWN,,650,"[""Bind Down""]",1,"[""Bind Down""]",[],1,0,False,False,False
5,5,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,Tuck Tail,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S005__BASELINE,BASELINE,74,T52_S005__BASELINE,BASELINE,5,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,,UNKNOWN,,1071,"[""Tuck Tail""]",1,"[""Tuck Tail""]",[],1,0,False,False,False
6,6,Opponent,Bulbasaur,"[""Bind Down""]",Bind Down,Bind Down,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S005__BASELINE,BASELINE,75,T52_S005__BASELINE,BASELINE,6,Opponent,Bulbasaur,"[""Bind Down""]",Bind Down,,UNKNOWN,,650,"[""Bind Down""]",1,"[""Bind Down""]",[],1,0,False,False,False
7,7,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,Tuck Tail,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S005__BASELINE,BASELINE,76,T52_S005__BASELINE,BASELINE,7,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,,UNKNOWN,,1071,"[""Tuck Tail""]",1,"[""Tuck Tail""]",[],1,0,False,False,False
8,8,Opponent,Bulbasaur,"[""Bind Down""]",Bind Down,Bind Down,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S005__BASELINE,BASELINE,77,T52_S005__BASELINE,BASELINE,8,Opponent,Bulbasaur,"[""Bind Down""]",Bind Down,,UNKNOWN,,650,"[""Bind Down""]",1,"[""Bind Down""]",[],1,0,False,False,False
9,9,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,Tuck Tail,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S005__BASELINE,BASELINE,78,T52_S005__BASELINE,BASELINE,9,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,,UNKNOWN,,1071,"[""Tuck Tail""]",1,"[""Tuck Tail""]",[],1,0,False,False,False
10,10,Opponent,Bulbasaur,"[""Bind Down""]",Bind Down,Bind Down,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S005__BASELINE,BASELINE,79,T52_S005__BASELINE,BASELINE,10,Opponent,Bulbasaur,"[""Bind Down""]",Bind Down,,UNKNOWN,,650,"[""Bind Down""]",1,"[""Bind Down""]",[],1,0,False,False,False
11,11,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,Tuck Tail,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S005__BASELINE,BASELINE,80,T52_S005__BASELINE,BASELINE,11,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,,UNKNOWN,,1071,"[""Tuck Tail""]",1,"[""Tuck Tail""]",[],1,0,False,False,False
12,12,Opponent,Bulbasaur,"[""Bind Down""]",Bind Down,Bind Down,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S005__BASELINE,BASELINE,81,T52_S005__BASELINE,BASELINE,12,Opponent,Bulbasaur,"[""Bind Down""]",Bind Down,,UNKNOWN,,650,"[""Bind Down""]",1,"[""Bind Down""]",[],1,0,False,False,False
1,1,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,Tuck Tail,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S005__HP_PRESSURE,HP_PRESSURE,82,T52_S005__HP_PRESSURE,HP_PRESSURE,1,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,,UNKNOWN,,1071,"[""Tuck Tail""]",1,"[""Tuck Tail""]",[],1,0,False,False,False
2,2,Opponent,Bulbasaur,"[""Bind Down""]",Bind Down,Bind Down,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S005__HP_PRESSURE,HP_PRESSURE,83,T52_S005__HP_PRESSURE,HP_PRESSURE,2,Opponent,Bulbasaur,"[""Bind Down""]",Bind Down,,UNKNOWN,,650,"[""Bind Down""]",1,"[""Bind Down""]",[],1,0,False,False,False
3,3,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,Tuck Tail,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S005__HP_PRESSURE,HP_PRESSURE,84,T52_S005__HP_PRESSURE,HP_PRESSURE,3,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,,UNKNOWN,,1071,"[""Tuck Tail""]",1,"[""Tuck Tail""]",[],1,0,False,False,False
4,4,Opponent,Bulbasaur,"[""Bind Down""]",Bind Down,Bind Down,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S005__HP_PRESSURE,HP_PRESSURE,85,T52_S005__HP_PRESSURE,HP_PRESSURE,4,Opponent,Bulbasaur,"[""Bind Down""]",Bind Down,,UNKNOWN,,650,"[""Bind Down""]",1,"[""Bind Down""]",[],1,0,False,False,False
5,5,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,Tuck Tail,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S005__HP_PRESSURE,HP_PRESSURE,86,T52_S005__HP_PRESSURE,HP_PRESSURE,5,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,,UNKNOWN,,1071,"[""Tuck Tail""]",1,"[""Tuck Tail""]",[],1,0,False,False,False
6,6,Opponent,Bulbasaur,"[""Bind Down""]",Bind Down,Bind Down,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S005__HP_PRESSURE,HP_PRESSURE,87,T52_S005__HP_PRESSURE,HP_PRESSURE,6,Opponent,Bulbasaur,"[""Bind Down""]",Bind Down,,UNKNOWN,,650,"[""Bind Down""]",1,"[""Bind Down""]",[],1,0,False,False,False
1,1,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,Tuck Tail,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,88,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,1,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,,UNKNOWN,,1071,"[""Tuck Tail""]",1,"[""Tuck Tail""]",[],1,0,False,False,False
2,2,Opponent,Bulbasaur,"[""Pass""]",Pass,Pass,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,89,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,2,Opponent,Bulbasaur,"[""Pass""]",Pass,,UNKNOWN,,650,"[""Bind Down""]",1,[],"[""Pass""]",0,1,False,False,True
3,3,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,Tuck Tail,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,90,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,3,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,,UNKNOWN,,1071,"[""Tuck Tail""]",1,"[""Tuck Tail""]",[],1,0,False,False,False
4,4,Opponent,Bulbasaur,"[""Pass""]",Pass,Pass,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,91,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,4,Opponent,Bulbasaur,"[""Pass""]",Pass,,UNKNOWN,,650,"[""Bind Down""]",1,[],"[""Pass""]",0,1,False,False,True
5,5,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,Tuck Tail,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,92,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,5,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,,UNKNOWN,,1071,"[""Tuck Tail""]",1,"[""Tuck Tail""]",[],1,0,False,False,False
6,6,Opponent,Bulbasaur,"[""Pass""]",Pass,Pass,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,93,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,6,Opponent,Bulbasaur,"[""Pass""]",Pass,,UNKNOWN,,650,"[""Bind Down""]",1,[],"[""Pass""]",0,1,False,False,True
7,7,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,Tuck Tail,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,94,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,7,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,,UNKNOWN,,1071,"[""Tuck Tail""]",1,"[""Tuck Tail""]",[],1,0,False,False,False
8,8,Opponent,Bulbasaur,"[""Pass""]",Pass,Pass,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,95,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,8,Opponent,Bulbasaur,"[""Pass""]",Pass,,UNKNOWN,,650,"[""Bind Down""]",1,[],"[""Pass""]",0,1,False,False,True
9,9,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,Tuck Tail,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,96,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,9,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,,UNKNOWN,,1071,"[""Tuck Tail""]",1,"[""Tuck Tail""]",[],1,0,False,False,False
10,10,Opponent,Bulbasaur,"[""Pass""]",Pass,Pass,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,97,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,10,Opponent,Bulbasaur,"[""Pass""]",Pass,,UNKNOWN,,650,"[""Bind Down""]",1,[],"[""Pass""]",0,1,False,False,True
11,11,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,Tuck Tail,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,98,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,11,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,,UNKNOWN,,1071,"[""Tuck Tail""]",1,"[""Tuck Tail""]",[],1,0,False,False,False
12,12,Opponent,Bulbasaur,"[""Pass""]",Pass,Pass,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,99,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,12,Opponent,Bulbasaur,"[""Pass""]",Pass,,UNKNOWN,,650,"[""Bind Down""]",1,[],"[""Pass""]",0,1,False,False,True
13,13,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,Tuck Tail,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,100,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,13,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,,UNKNOWN,,1071,"[""Tuck Tail""]",1,"[""Tuck Tail""]",[],1,0,False,False,False
14,14,Opponent,Bulbasaur,"[""Pass""]",Pass,Pass,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,101,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,14,Opponent,Bulbasaur,"[""Pass""]",Pass,,UNKNOWN,,650,"[""Bind Down""]",1,[],"[""Pass""]",0,1,False,False,True
15,15,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,Tuck Tail,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,102,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,15,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,,UNKNOWN,,1071,"[""Tuck Tail""]",1,"[""Tuck Tail""]",[],1,0,False,False,False
16,16,Opponent,Bulbasaur,"[""Pass""]",Pass,Pass,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,103,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,16,Opponent,Bulbasaur,"[""Pass""]",Pass,,UNKNOWN,,650,"[""Bind Down""]",1,[],"[""Pass""]",0,1,False,False,True
17,17,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,Tuck Tail,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,104,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,17,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,,UNKNOWN,,1071,"[""Tuck Tail""]",1,"[""Tuck Tail""]",[],1,0,False,False,False
18,18,Opponent,Bulbasaur,"[""Pass""]",Pass,Pass,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,105,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,18,Opponent,Bulbasaur,"[""Pass""]",Pass,,UNKNOWN,,650,"[""Bind Down""]",1,[],"[""Pass""]",0,1,False,False,True
19,19,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,Tuck Tail,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,106,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,19,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,,UNKNOWN,,1071,"[""Tuck Tail""]",1,"[""Tuck Tail""]",[],1,0,False,False,False
20,20,Opponent,Bulbasaur,"[""Pass""]",Pass,Pass,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,107,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,20,Opponent,Bulbasaur,"[""Pass""]",Pass,,UNKNOWN,,650,"[""Bind Down""]",1,[],"[""Pass""]",0,1,False,False,True
21,21,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,Tuck Tail,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,108,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,21,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,,UNKNOWN,,1071,"[""Tuck Tail""]",1,"[""Tuck Tail""]",[],1,0,False,False,False
22,22,Opponent,Bulbasaur,"[""Pass""]",Pass,Pass,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,109,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,22,Opponent,Bulbasaur,"[""Pass""]",Pass,,UNKNOWN,,650,"[""Bind Down""]",1,[],"[""Pass""]",0,1,False,False,True
23,23,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,Tuck Tail,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,110,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,23,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,,UNKNOWN,,1071,"[""Tuck Tail""]",1,"[""Tuck Tail""]",[],1,0,False,False,False
24,24,Opponent,Bulbasaur,"[""Pass""]",Pass,Pass,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,111,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,24,Opponent,Bulbasaur,"[""Pass""]",Pass,,UNKNOWN,,650,"[""Bind Down""]",1,[],"[""Pass""]",0,1,False,False,True
25,25,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,Tuck Tail,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,112,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,25,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,,UNKNOWN,,1071,"[""Tuck Tail""]",1,"[""Tuck Tail""]",[],1,0,False,False,False
26,26,Opponent,Bulbasaur,"[""Pass""]",Pass,Pass,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,113,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,26,Opponent,Bulbasaur,"[""Pass""]",Pass,,UNKNOWN,,650,"[""Bind Down""]",1,[],"[""Pass""]",0,1,False,False,True
27,27,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,Tuck Tail,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,114,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,27,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,,UNKNOWN,,1071,"[""Tuck Tail""]",1,"[""Tuck Tail""]",[],1,0,False,False,False
28,28,Opponent,Bulbasaur,"[""Pass""]",Pass,Pass,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,115,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,28,Opponent,Bulbasaur,"[""Pass""]",Pass,,UNKNOWN,,650,"[""Bind Down""]",1,[],"[""Pass""]",0,1,False,False,True
29,29,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,Tuck Tail,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,116,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,29,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,,UNKNOWN,,1071,"[""Tuck Tail""]",1,"[""Tuck Tail""]",[],1,0,False,False,False
30,30,Opponent,Bulbasaur,"[""Pass""]",Pass,Pass,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,117,T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,30,Opponent,Bulbasaur,"[""Pass""]",Pass,,UNKNOWN,,650,"[""Bind Down""]",1,[],"[""Pass""]",0,1,False,False,True
1,1,Opponent,Bulbasaur,"[""Bind Down""]",Bind Down,Bind Down,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S006__BASELINE,BASELINE,118,T52_S006__BASELINE,BASELINE,1,Opponent,Bulbasaur,"[""Bind Down""]",Bind Down,,UNKNOWN,,650,"[""Bind Down""]",1,"[""Bind Down""]",[],1,0,False,False,False
2,2,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,Tuck Tail,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S006__BASELINE,BASELINE,119,T52_S006__BASELINE,BASELINE,2,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,,UNKNOWN,,1071,"[""Tuck Tail""]",1,"[""Tuck Tail""]",[],1,0,False,False,False
3,3,Opponent,Bulbasaur,"[""Bind Down""]",Bind Down,Bind Down,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S006__BASELINE,BASELINE,120,T52_S006__BASELINE,BASELINE,3,Opponent,Bulbasaur,"[""Bind Down""]",Bind Down,,UNKNOWN,,650,"[""Bind Down""]",1,"[""Bind Down""]",[],1,0,False,False,False
4,4,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,Tuck Tail,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S006__BASELINE,BASELINE,121,T52_S006__BASELINE,BASELINE,4,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,,UNKNOWN,,1071,"[""Tuck Tail""]",1,"[""Tuck Tail""]",[],1,0,False,False,False
5,5,Opponent,Bulbasaur,"[""Bind Down""]",Bind Down,Bind Down,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S006__BASELINE,BASELINE,122,T52_S006__BASELINE,BASELINE,5,Opponent,Bulbasaur,"[""Bind Down""]",Bind Down,,UNKNOWN,,650,"[""Bind Down""]",1,"[""Bind Down""]",[],1,0,False,False,False
6,6,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,Tuck Tail,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S006__BASELINE,BASELINE,123,T52_S006__BASELINE,BASELINE,6,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,,UNKNOWN,,1071,"[""Tuck Tail""]",1,"[""Tuck Tail""]",[],1,0,False,False,False
7,7,Opponent,Bulbasaur,"[""Bind Down""]",Bind Down,Bind Down,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S006__BASELINE,BASELINE,124,T52_S006__BASELINE,BASELINE,7,Opponent,Bulbasaur,"[""Bind Down""]",Bind Down,,UNKNOWN,,650,"[""Bind Down""]",1,"[""Bind Down""]",[],1,0,False,False,False
8,8,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,Tuck Tail,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S006__BASELINE,BASELINE,125,T52_S006__BASELINE,BASELINE,8,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,,UNKNOWN,,1071,"[""Tuck Tail""]",1,"[""Tuck Tail""]",[],1,0,False,False,False
9,9,Opponent,Bulbasaur,"[""Bind Down""]",Bind Down,Bind Down,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S006__BASELINE,BASELINE,126,T52_S006__BASELINE,BASELINE,9,Opponent,Bulbasaur,"[""Bind Down""]",Bind Down,,UNKNOWN,,650,"[""Bind Down""]",1,"[""Bind Down""]",[],1,0,False,False,False
10,10,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,Tuck Tail,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S006__BASELINE,BASELINE,127,T52_S006__BASELINE,BASELINE,10,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,,UNKNOWN,,1071,"[""Tuck Tail""]",1,"[""Tuck Tail""]",[],1,0,False,False,False
11,11,Opponent,Bulbasaur,"[""Bind Down""]",Bind Down,Bind Down,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S006__BASELINE,BASELINE,128,T52_S006__BASELINE,BASELINE,11,Opponent,Bulbasaur,"[""Bind Down""]",Bind Down,,UNKNOWN,,650,"[""Bind Down""]",1,"[""Bind Down""]",[],1,0,False,False,False
1,1,Opponent,Bulbasaur,"[""Bind Down""]",Bind Down,Bind Down,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S006__HP_PRESSURE,HP_PRESSURE,129,T52_S006__HP_PRESSURE,HP_PRESSURE,1,Opponent,Bulbasaur,"[""Bind Down""]",Bind Down,,UNKNOWN,,650,"[""Bind Down""]",1,"[""Bind Down""]",[],1,0,False,False,False
2,2,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,Tuck Tail,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S006__HP_PRESSURE,HP_PRESSURE,130,T52_S006__HP_PRESSURE,HP_PRESSURE,2,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,,UNKNOWN,,1071,"[""Tuck Tail""]",1,"[""Tuck Tail""]",[],1,0,False,False,False
3,3,Opponent,Bulbasaur,"[""Bind Down""]",Bind Down,Bind Down,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S006__HP_PRESSURE,HP_PRESSURE,131,T52_S006__HP_PRESSURE,HP_PRESSURE,3,Opponent,Bulbasaur,"[""Bind Down""]",Bind Down,,UNKNOWN,,650,"[""Bind Down""]",1,"[""Bind Down""]",[],1,0,False,False,False
4,4,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,Tuck Tail,1.0,ONLY_LEGAL_MOVE,False,0,1,T52_S006__HP_PRESSURE,HP_PRESSURE,132,T52_S006__HP_PRESSURE,HP_PRESSURE,4,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,,UNKNOWN,,1071,"[""Tuck Tail""]",1,"[""Tuck Tail""]",[],1,0,False,False,False
