page_number,text_character_count,text_layer_available,matched_cards,match_count,extraction_error_type,extraction_error_message
1139,15,True,[],0,,
1140,15,True,[],0,,
1141,15,True,[],0,,
1142,15,True,[],0,,
1143,15,True,[],0,,
1144,15,True,[],0,,
1145,15,True,[],0,,
1146,15,True,[],0,,
1147,15,True,[],0,,
1148,15,True,[],0,,
1149,15,True,[],0,,
1150,15,True,[],0,,
1151,15,True,[],0,,
1152,15,True,[],0,,
1153,15,True,[],0,,
1154,15,True,[],0,,
1155,15,True,[],0,,
1156,15,True,[],0,,
1157,15,True,[],0,,
1158,15,True,[],0,,
1159,15,True,[],0,,
1160,15,True,[],0,,
1161,15,True,[],0,,
1162,15,True,[],0,,
1163,15,True,[],0,,
1164,15,True,[],0,,
1165,15,True,[],0,,
1166,15,True,[],0,,
1167,15,True,[],0,,
1168,15,True,[],0,,
1169,15,True,[],0,,
1170,15,True,[],0,,
1171,15,True,[],0,,
1172,15,True,[],0,,
1173,15,True,[],0,,
1174,15,True,[],0,,
1175,15,True,[],0,,
1176,15,True,[],0,,
1177,15,True,[],0,,
1178,15,True,[],0,,
1179,15,True,[],0,,
1180,15,True,[],0,,
1181,15,True,[],0,,
1182,15,True,[],0,,
1183,15,True,[],0,,
1184,15,True,[],0,,
1185,15,True,[],0,,
1186,15,True,[],0,,
1187,15,True,[],0,,
1188,15,True,[],0,,
1189,15,True,[],0,,
1190,15,True,[],0,,
1191,15,True,[],0,,
1192,15,True,[],0,,
1193,15,True,[],0,,
1194,15,True,[],0,,
1195,15,True,[],0,,
1196,15,True,[],0,,
1197,15,True,[],0,,
1198,15,True,[],0,,
1199,15,True,[],0,,
1200,15,True,[],0,,
1201,15,True,[],0,,
1202,15,True,[],0,,
1203,15,True,[],0,,
1204,15,True,[],0,,
1205,15,True,[],0,,
1206,15,True,[],0,,
1207,15,True,[],0,,
1208,15,True,[],0,,
1209,15,True,[],0,,
1210,15,True,[],0,,
1211,15,True,[],0,,
1212,15,True,[],0,,
1213,15,True,[],0,,
1214,15,True,[],0,,
1215,15,True,[],0,,
1216,15,True,[],0,,
1217,15,True,[],0,,
1218,15,True,[],0,,
1219,15,True,[],0,,
1220,15,True,[],0,,
1221,15,True,[],0,,
1222,15,True,[],0,,
1223,15,True,[],0,,
1224,15,True,[],0,,
1225,15,True,[],0,,
1226,15,True,[],0,,
1227,15,True,[],0,,
1228,15,True,[],0,,
1229,15,True,[],0,,
1230,15,True,[],0,,
1231,15,True,[],0,,
1232,15,True,[],0,,
1233,15,True,[],0,,
1234,15,True,[],0,,
1235,15,True,[],0,,
1236,15,True,[],0,,
1237,15,True,[],0,,
1238,15,True,[],0,,
1239,15,True,[],0,,
1240,15,True,[],0,,
1241,15,True,[],0,,
1242,15,True,[],0,,
1243,15,True,[],0,,
1244,15,True,[],0,,
1245,15,True,[],0,,
1246,15,True,[],0,,
1247,15,True,[],0,,
1248,15,True,[],0,,
1249,15,True,[],0,,
1250,15,True,[],0,,
1251,15,True,[],0,,
1252,15,True,[],0,,
1253,15,True,[],0,,
1254,15,True,[],0,,
1255,15,True,[],0,,
1256,15,True,[],0,,
1257,15,True,[],0,,
1258,15,True,[],0,,
1259,15,True,[],0,,
1260,15,True,[],0,,
1261,15,True,[],0,,
1262,15,True,[],0,,
1263,15,True,[],0,,
1264,15,True,[],0,,
1265,15,True,[],0,,
1266,15,True,[],0,,
1267,15,True,[],0,,
1268,15,True,[],0,,
1269,15,True,[],0,,
1270,15,True,[],0,,
1271,15,True,[],0,,
1272,15,True,[],0,,
1273,15,True,[],0,,
1274,15,True,[],0,,
1275,15,True,[],0,,
1276,15,True,[],0,,
1277,15,True,[],0,,
1278,15,True,[],0,,
1279,15,True,[],0,,
1280,15,True,[],0,,
1281,15,True,[],0,,
1282,15,True,[],0,,
1283,15,True,[],0,,
1284,15,True,[],0,,
1285,15,True,[],0,,
1286,15,True,[],0,,
1287,15,True,[],0,,
1288,15,True,[],0,,
1289,15,True,[],0,,
1290,15,True,[],0,,
1291,15,True,[],0,,
1292,15,True,[],0,,
1293,15,True,[],0,,
1294,15,True,[],0,,
1295,15,True,[],0,,
1296,15,True,[],0,,
1297,15,True,[],0,,
1298,15,True,[],0,,
1299,15,True,[],0,,
1300,15,True,[],0,,
1301,15,True,[],0,,
1302,15,True,[],0,,
1303,15,True,[],0,,
1304,15,True,[],0,,
1305,15,True,[],0,,
1306,15,True,[],0,,
