expanded_pair_id,comparison_case_id,evaluation_side,source_pair_id,source_scenario_id,source_condition_id,source_decision_number,source_turn_number,expansion_variant_id,expansion_variant_description,acting_card,opposing_card,acting_hp,opposing_hp,acting_energy,opposing_energy,legal_moves,legal_move_count,observed_selected_move,observed_confidence,minimum_required_energy,multi_action_energy_ready,state_context_source,ready_for_policy_evaluation,state_signature,evaluation_batch_number
4WE_PAIR_006_V04,4WE_PAIR_006_V04__PLAYER,Player,4WC_PAIR_006,T52_S001__HP_PRESSURE,HP_PRESSURE,4,4,EEVEE_ENERGY_ADVANTAGE,Give Eevee three energy against an opponent with two energy.,Eevee,Bulbasaur,,,3.0,2.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.98,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S001__HP_PRESSURE|HP_PRESSURE|TURN=4|ACTING=Eevee|OPPOSING=Bulbasaur|AE=3.0|OE=2.0|MOVES=['Ascension', 'Quick Attack']",1
4WE_PAIR_007_V01,4WE_PAIR_007_V01__OPPONENT,Opponent,4WC_PAIR_007,T52_S002__BASELINE,BASELINE,1,1,OBSERVED_ENERGY_CONTEXT,Preserve the observed acting and opposing energy values.,Eevee,Bulbasaur,,,3.0,3.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.852,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S002__BASELINE|BASELINE|TURN=1|ACTING=Eevee|OPPOSING=Bulbasaur|AE=3.0|OE=3.0|MOVES=['Ascension', 'Quick Attack']",3
4WE_PAIR_007_V01,4WE_PAIR_007_V01__PLAYER,Player,4WC_PAIR_007,T52_S002__BASELINE,BASELINE,1,1,OBSERVED_ENERGY_CONTEXT,Preserve the observed acting and opposing energy values.,Eevee,Bulbasaur,,,3.0,3.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.852,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S002__BASELINE|BASELINE|TURN=1|ACTING=Eevee|OPPOSING=Bulbasaur|AE=3.0|OE=3.0|MOVES=['Ascension', 'Quick Attack']",3
4WE_PAIR_007_V02,4WE_PAIR_007_V02__OPPONENT,Opponent,4WC_PAIR_007,T52_S002__BASELINE,BASELINE,1,1,MINIMUM_MULTI_ACTION_ENERGY,Set Eevee to the minimum energy required for both actions.,Eevee,Bulbasaur,,,2.0,3.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.852,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S002__BASELINE|BASELINE|TURN=1|ACTING=Eevee|OPPOSING=Bulbasaur|AE=2.0|OE=3.0|MOVES=['Ascension', 'Quick Attack']",2
4WE_PAIR_007_V02,4WE_PAIR_007_V02__PLAYER,Player,4WC_PAIR_007,T52_S002__BASELINE,BASELINE,1,1,MINIMUM_MULTI_ACTION_ENERGY,Set Eevee to the minimum energy required for both actions.,Eevee,Bulbasaur,,,2.0,3.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.852,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S002__BASELINE|BASELINE|TURN=1|ACTING=Eevee|OPPOSING=Bulbasaur|AE=2.0|OE=3.0|MOVES=['Ascension', 'Quick Attack']",2
4WE_PAIR_007_V03,4WE_PAIR_007_V03__OPPONENT,Opponent,4WC_PAIR_007,T52_S002__BASELINE,BASELINE,1,1,SYMMETRIC_TWO_ENERGY,Give both active Pokémon two attached energy.,Eevee,Bulbasaur,,,2.0,2.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.852,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S002__BASELINE|BASELINE|TURN=1|ACTING=Eevee|OPPOSING=Bulbasaur|AE=2.0|OE=2.0|MOVES=['Ascension', 'Quick Attack']",4
4WE_PAIR_007_V03,4WE_PAIR_007_V03__PLAYER,Player,4WC_PAIR_007,T52_S002__BASELINE,BASELINE,1,1,SYMMETRIC_TWO_ENERGY,Give both active Pokémon two attached energy.,Eevee,Bulbasaur,,,2.0,2.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.852,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S002__BASELINE|BASELINE|TURN=1|ACTING=Eevee|OPPOSING=Bulbasaur|AE=2.0|OE=2.0|MOVES=['Ascension', 'Quick Attack']",4
4WE_PAIR_007_V04,4WE_PAIR_007_V04__OPPONENT,Opponent,4WC_PAIR_007,T52_S002__BASELINE,BASELINE,1,1,EEVEE_ENERGY_ADVANTAGE,Give Eevee three energy against an opponent with two energy.,Eevee,Bulbasaur,,,3.0,2.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.852,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S002__BASELINE|BASELINE|TURN=1|ACTING=Eevee|OPPOSING=Bulbasaur|AE=3.0|OE=2.0|MOVES=['Ascension', 'Quick Attack']",1
4WE_PAIR_007_V04,4WE_PAIR_007_V04__PLAYER,Player,4WC_PAIR_007,T52_S002__BASELINE,BASELINE,1,1,EEVEE_ENERGY_ADVANTAGE,Give Eevee three energy against an opponent with two energy.,Eevee,Bulbasaur,,,3.0,2.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.852,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S002__BASELINE|BASELINE|TURN=1|ACTING=Eevee|OPPOSING=Bulbasaur|AE=3.0|OE=2.0|MOVES=['Ascension', 'Quick Attack']",1
4WE_PAIR_008_V01,4WE_PAIR_008_V01__OPPONENT,Opponent,4WC_PAIR_008,T52_S002__BASELINE,BASELINE,3,3,OBSERVED_ENERGY_CONTEXT,Preserve the observed acting and opposing energy values.,Eevee,Bulbasaur,,,3.0,3.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.88,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S002__BASELINE|BASELINE|TURN=3|ACTING=Eevee|OPPOSING=Bulbasaur|AE=3.0|OE=3.0|MOVES=['Ascension', 'Quick Attack']",3
4WE_PAIR_008_V01,4WE_PAIR_008_V01__PLAYER,Player,4WC_PAIR_008,T52_S002__BASELINE,BASELINE,3,3,OBSERVED_ENERGY_CONTEXT,Preserve the observed acting and opposing energy values.,Eevee,Bulbasaur,,,3.0,3.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.88,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S002__BASELINE|BASELINE|TURN=3|ACTING=Eevee|OPPOSING=Bulbasaur|AE=3.0|OE=3.0|MOVES=['Ascension', 'Quick Attack']",3
4WE_PAIR_008_V02,4WE_PAIR_008_V02__OPPONENT,Opponent,4WC_PAIR_008,T52_S002__BASELINE,BASELINE,3,3,MINIMUM_MULTI_ACTION_ENERGY,Set Eevee to the minimum energy required for both actions.,Eevee,Bulbasaur,,,2.0,3.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.88,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S002__BASELINE|BASELINE|TURN=3|ACTING=Eevee|OPPOSING=Bulbasaur|AE=2.0|OE=3.0|MOVES=['Ascension', 'Quick Attack']",2
4WE_PAIR_008_V02,4WE_PAIR_008_V02__PLAYER,Player,4WC_PAIR_008,T52_S002__BASELINE,BASELINE,3,3,MINIMUM_MULTI_ACTION_ENERGY,Set Eevee to the minimum energy required for both actions.,Eevee,Bulbasaur,,,2.0,3.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.88,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S002__BASELINE|BASELINE|TURN=3|ACTING=Eevee|OPPOSING=Bulbasaur|AE=2.0|OE=3.0|MOVES=['Ascension', 'Quick Attack']",2
4WE_PAIR_008_V03,4WE_PAIR_008_V03__OPPONENT,Opponent,4WC_PAIR_008,T52_S002__BASELINE,BASELINE,3,3,SYMMETRIC_TWO_ENERGY,Give both active Pokémon two attached energy.,Eevee,Bulbasaur,,,2.0,2.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.88,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S002__BASELINE|BASELINE|TURN=3|ACTING=Eevee|OPPOSING=Bulbasaur|AE=2.0|OE=2.0|MOVES=['Ascension', 'Quick Attack']",4
4WE_PAIR_008_V03,4WE_PAIR_008_V03__PLAYER,Player,4WC_PAIR_008,T52_S002__BASELINE,BASELINE,3,3,SYMMETRIC_TWO_ENERGY,Give both active Pokémon two attached energy.,Eevee,Bulbasaur,,,2.0,2.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.88,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S002__BASELINE|BASELINE|TURN=3|ACTING=Eevee|OPPOSING=Bulbasaur|AE=2.0|OE=2.0|MOVES=['Ascension', 'Quick Attack']",4
4WE_PAIR_008_V04,4WE_PAIR_008_V04__OPPONENT,Opponent,4WC_PAIR_008,T52_S002__BASELINE,BASELINE,3,3,EEVEE_ENERGY_ADVANTAGE,Give Eevee three energy against an opponent with two energy.,Eevee,Bulbasaur,,,3.0,2.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.88,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S002__BASELINE|BASELINE|TURN=3|ACTING=Eevee|OPPOSING=Bulbasaur|AE=3.0|OE=2.0|MOVES=['Ascension', 'Quick Attack']",1
4WE_PAIR_008_V04,4WE_PAIR_008_V04__PLAYER,Player,4WC_PAIR_008,T52_S002__BASELINE,BASELINE,3,3,EEVEE_ENERGY_ADVANTAGE,Give Eevee three energy against an opponent with two energy.,Eevee,Bulbasaur,,,3.0,2.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.88,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S002__BASELINE|BASELINE|TURN=3|ACTING=Eevee|OPPOSING=Bulbasaur|AE=3.0|OE=2.0|MOVES=['Ascension', 'Quick Attack']",1
4WE_PAIR_009_V01,4WE_PAIR_009_V01__OPPONENT,Opponent,4WC_PAIR_009,T52_S002__BASELINE,BASELINE,5,5,OBSERVED_ENERGY_CONTEXT,Preserve the observed acting and opposing energy values.,Eevee,Bulbasaur,,,3.0,3.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.98,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S002__BASELINE|BASELINE|TURN=5|ACTING=Eevee|OPPOSING=Bulbasaur|AE=3.0|OE=3.0|MOVES=['Ascension', 'Quick Attack']",3
4WE_PAIR_009_V01,4WE_PAIR_009_V01__PLAYER,Player,4WC_PAIR_009,T52_S002__BASELINE,BASELINE,5,5,OBSERVED_ENERGY_CONTEXT,Preserve the observed acting and opposing energy values.,Eevee,Bulbasaur,,,3.0,3.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.98,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S002__BASELINE|BASELINE|TURN=5|ACTING=Eevee|OPPOSING=Bulbasaur|AE=3.0|OE=3.0|MOVES=['Ascension', 'Quick Attack']",3
4WE_PAIR_009_V02,4WE_PAIR_009_V02__OPPONENT,Opponent,4WC_PAIR_009,T52_S002__BASELINE,BASELINE,5,5,MINIMUM_MULTI_ACTION_ENERGY,Set Eevee to the minimum energy required for both actions.,Eevee,Bulbasaur,,,2.0,3.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.98,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S002__BASELINE|BASELINE|TURN=5|ACTING=Eevee|OPPOSING=Bulbasaur|AE=2.0|OE=3.0|MOVES=['Ascension', 'Quick Attack']",2
4WE_PAIR_009_V02,4WE_PAIR_009_V02__PLAYER,Player,4WC_PAIR_009,T52_S002__BASELINE,BASELINE,5,5,MINIMUM_MULTI_ACTION_ENERGY,Set Eevee to the minimum energy required for both actions.,Eevee,Bulbasaur,,,2.0,3.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.98,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S002__BASELINE|BASELINE|TURN=5|ACTING=Eevee|OPPOSING=Bulbasaur|AE=2.0|OE=3.0|MOVES=['Ascension', 'Quick Attack']",2
4WE_PAIR_009_V03,4WE_PAIR_009_V03__OPPONENT,Opponent,4WC_PAIR_009,T52_S002__BASELINE,BASELINE,5,5,SYMMETRIC_TWO_ENERGY,Give both active Pokémon two attached energy.,Eevee,Bulbasaur,,,2.0,2.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.98,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S002__BASELINE|BASELINE|TURN=5|ACTING=Eevee|OPPOSING=Bulbasaur|AE=2.0|OE=2.0|MOVES=['Ascension', 'Quick Attack']",4
4WE_PAIR_009_V03,4WE_PAIR_009_V03__PLAYER,Player,4WC_PAIR_009,T52_S002__BASELINE,BASELINE,5,5,SYMMETRIC_TWO_ENERGY,Give both active Pokémon two attached energy.,Eevee,Bulbasaur,,,2.0,2.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.98,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S002__BASELINE|BASELINE|TURN=5|ACTING=Eevee|OPPOSING=Bulbasaur|AE=2.0|OE=2.0|MOVES=['Ascension', 'Quick Attack']",4
4WE_PAIR_009_V04,4WE_PAIR_009_V04__OPPONENT,Opponent,4WC_PAIR_009,T52_S002__BASELINE,BASELINE,5,5,EEVEE_ENERGY_ADVANTAGE,Give Eevee three energy against an opponent with two energy.,Eevee,Bulbasaur,,,3.0,2.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.98,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S002__BASELINE|BASELINE|TURN=5|ACTING=Eevee|OPPOSING=Bulbasaur|AE=3.0|OE=2.0|MOVES=['Ascension', 'Quick Attack']",1
4WE_PAIR_009_V04,4WE_PAIR_009_V04__PLAYER,Player,4WC_PAIR_009,T52_S002__BASELINE,BASELINE,5,5,EEVEE_ENERGY_ADVANTAGE,Give Eevee three energy against an opponent with two energy.,Eevee,Bulbasaur,,,3.0,2.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.98,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S002__BASELINE|BASELINE|TURN=5|ACTING=Eevee|OPPOSING=Bulbasaur|AE=3.0|OE=2.0|MOVES=['Ascension', 'Quick Attack']",1
4WE_PAIR_010_V01,4WE_PAIR_010_V01__OPPONENT,Opponent,4WC_PAIR_010,T52_S002__BASELINE,BASELINE,7,7,OBSERVED_ENERGY_CONTEXT,Preserve the observed acting and opposing energy values.,Eevee,Bulbasaur,,,3.0,3.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.994,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S002__BASELINE|BASELINE|TURN=7|ACTING=Eevee|OPPOSING=Bulbasaur|AE=3.0|OE=3.0|MOVES=['Ascension', 'Quick Attack']",3
4WE_PAIR_010_V01,4WE_PAIR_010_V01__PLAYER,Player,4WC_PAIR_010,T52_S002__BASELINE,BASELINE,7,7,OBSERVED_ENERGY_CONTEXT,Preserve the observed acting and opposing energy values.,Eevee,Bulbasaur,,,3.0,3.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.994,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S002__BASELINE|BASELINE|TURN=7|ACTING=Eevee|OPPOSING=Bulbasaur|AE=3.0|OE=3.0|MOVES=['Ascension', 'Quick Attack']",3
4WE_PAIR_010_V02,4WE_PAIR_010_V02__OPPONENT,Opponent,4WC_PAIR_010,T52_S002__BASELINE,BASELINE,7,7,MINIMUM_MULTI_ACTION_ENERGY,Set Eevee to the minimum energy required for both actions.,Eevee,Bulbasaur,,,2.0,3.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.994,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S002__BASELINE|BASELINE|TURN=7|ACTING=Eevee|OPPOSING=Bulbasaur|AE=2.0|OE=3.0|MOVES=['Ascension', 'Quick Attack']",2
4WE_PAIR_010_V02,4WE_PAIR_010_V02__PLAYER,Player,4WC_PAIR_010,T52_S002__BASELINE,BASELINE,7,7,MINIMUM_MULTI_ACTION_ENERGY,Set Eevee to the minimum energy required for both actions.,Eevee,Bulbasaur,,,2.0,3.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.994,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S002__BASELINE|BASELINE|TURN=7|ACTING=Eevee|OPPOSING=Bulbasaur|AE=2.0|OE=3.0|MOVES=['Ascension', 'Quick Attack']",2
4WE_PAIR_010_V03,4WE_PAIR_010_V03__OPPONENT,Opponent,4WC_PAIR_010,T52_S002__BASELINE,BASELINE,7,7,SYMMETRIC_TWO_ENERGY,Give both active Pokémon two attached energy.,Eevee,Bulbasaur,,,2.0,2.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.994,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S002__BASELINE|BASELINE|TURN=7|ACTING=Eevee|OPPOSING=Bulbasaur|AE=2.0|OE=2.0|MOVES=['Ascension', 'Quick Attack']",4
4WE_PAIR_010_V03,4WE_PAIR_010_V03__PLAYER,Player,4WC_PAIR_010,T52_S002__BASELINE,BASELINE,7,7,SYMMETRIC_TWO_ENERGY,Give both active Pokémon two attached energy.,Eevee,Bulbasaur,,,2.0,2.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.994,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S002__BASELINE|BASELINE|TURN=7|ACTING=Eevee|OPPOSING=Bulbasaur|AE=2.0|OE=2.0|MOVES=['Ascension', 'Quick Attack']",4
4WE_PAIR_010_V04,4WE_PAIR_010_V04__OPPONENT,Opponent,4WC_PAIR_010,T52_S002__BASELINE,BASELINE,7,7,EEVEE_ENERGY_ADVANTAGE,Give Eevee three energy against an opponent with two energy.,Eevee,Bulbasaur,,,3.0,2.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.994,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S002__BASELINE|BASELINE|TURN=7|ACTING=Eevee|OPPOSING=Bulbasaur|AE=3.0|OE=2.0|MOVES=['Ascension', 'Quick Attack']",1
4WE_PAIR_010_V04,4WE_PAIR_010_V04__PLAYER,Player,4WC_PAIR_010,T52_S002__BASELINE,BASELINE,7,7,EEVEE_ENERGY_ADVANTAGE,Give Eevee three energy against an opponent with two energy.,Eevee,Bulbasaur,,,3.0,2.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.994,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S002__BASELINE|BASELINE|TURN=7|ACTING=Eevee|OPPOSING=Bulbasaur|AE=3.0|OE=2.0|MOVES=['Ascension', 'Quick Attack']",1
4WE_PAIR_011_V01,4WE_PAIR_011_V01__OPPONENT,Opponent,4WC_PAIR_011,T52_S002__HP_PRESSURE,HP_PRESSURE,1,1,OBSERVED_ENERGY_CONTEXT,Preserve the observed acting and opposing energy values.,Eevee,Bulbasaur,,,3.0,3.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.958,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S002__HP_PRESSURE|HP_PRESSURE|TURN=1|ACTING=Eevee|OPPOSING=Bulbasaur|AE=3.0|OE=3.0|MOVES=['Ascension', 'Quick Attack']",3
4WE_PAIR_011_V01,4WE_PAIR_011_V01__PLAYER,Player,4WC_PAIR_011,T52_S002__HP_PRESSURE,HP_PRESSURE,1,1,OBSERVED_ENERGY_CONTEXT,Preserve the observed acting and opposing energy values.,Eevee,Bulbasaur,,,3.0,3.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.958,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S002__HP_PRESSURE|HP_PRESSURE|TURN=1|ACTING=Eevee|OPPOSING=Bulbasaur|AE=3.0|OE=3.0|MOVES=['Ascension', 'Quick Attack']",3
4WE_PAIR_011_V02,4WE_PAIR_011_V02__OPPONENT,Opponent,4WC_PAIR_011,T52_S002__HP_PRESSURE,HP_PRESSURE,1,1,MINIMUM_MULTI_ACTION_ENERGY,Set Eevee to the minimum energy required for both actions.,Eevee,Bulbasaur,,,2.0,3.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.958,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S002__HP_PRESSURE|HP_PRESSURE|TURN=1|ACTING=Eevee|OPPOSING=Bulbasaur|AE=2.0|OE=3.0|MOVES=['Ascension', 'Quick Attack']",2
4WE_PAIR_011_V02,4WE_PAIR_011_V02__PLAYER,Player,4WC_PAIR_011,T52_S002__HP_PRESSURE,HP_PRESSURE,1,1,MINIMUM_MULTI_ACTION_ENERGY,Set Eevee to the minimum energy required for both actions.,Eevee,Bulbasaur,,,2.0,3.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.958,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S002__HP_PRESSURE|HP_PRESSURE|TURN=1|ACTING=Eevee|OPPOSING=Bulbasaur|AE=2.0|OE=3.0|MOVES=['Ascension', 'Quick Attack']",2
4WE_PAIR_011_V03,4WE_PAIR_011_V03__OPPONENT,Opponent,4WC_PAIR_011,T52_S002__HP_PRESSURE,HP_PRESSURE,1,1,SYMMETRIC_TWO_ENERGY,Give both active Pokémon two attached energy.,Eevee,Bulbasaur,,,2.0,2.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.958,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S002__HP_PRESSURE|HP_PRESSURE|TURN=1|ACTING=Eevee|OPPOSING=Bulbasaur|AE=2.0|OE=2.0|MOVES=['Ascension', 'Quick Attack']",4
4WE_PAIR_011_V03,4WE_PAIR_011_V03__PLAYER,Player,4WC_PAIR_011,T52_S002__HP_PRESSURE,HP_PRESSURE,1,1,SYMMETRIC_TWO_ENERGY,Give both active Pokémon two attached energy.,Eevee,Bulbasaur,,,2.0,2.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.958,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S002__HP_PRESSURE|HP_PRESSURE|TURN=1|ACTING=Eevee|OPPOSING=Bulbasaur|AE=2.0|OE=2.0|MOVES=['Ascension', 'Quick Attack']",4
4WE_PAIR_011_V04,4WE_PAIR_011_V04__OPPONENT,Opponent,4WC_PAIR_011,T52_S002__HP_PRESSURE,HP_PRESSURE,1,1,EEVEE_ENERGY_ADVANTAGE,Give Eevee three energy against an opponent with two energy.,Eevee,Bulbasaur,,,3.0,2.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.958,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S002__HP_PRESSURE|HP_PRESSURE|TURN=1|ACTING=Eevee|OPPOSING=Bulbasaur|AE=3.0|OE=2.0|MOVES=['Ascension', 'Quick Attack']",1
4WE_PAIR_011_V04,4WE_PAIR_011_V04__PLAYER,Player,4WC_PAIR_011,T52_S002__HP_PRESSURE,HP_PRESSURE,1,1,EEVEE_ENERGY_ADVANTAGE,Give Eevee three energy against an opponent with two energy.,Eevee,Bulbasaur,,,3.0,2.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.958,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S002__HP_PRESSURE|HP_PRESSURE|TURN=1|ACTING=Eevee|OPPOSING=Bulbasaur|AE=3.0|OE=2.0|MOVES=['Ascension', 'Quick Attack']",1
4WE_PAIR_012_V01,4WE_PAIR_012_V01__OPPONENT,Opponent,4WC_PAIR_012,T52_S002__HP_PRESSURE,HP_PRESSURE,3,3,OBSERVED_ENERGY_CONTEXT,Preserve the observed acting and opposing energy values.,Eevee,Bulbasaur,,,3.0,3.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.98,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S002__HP_PRESSURE|HP_PRESSURE|TURN=3|ACTING=Eevee|OPPOSING=Bulbasaur|AE=3.0|OE=3.0|MOVES=['Ascension', 'Quick Attack']",3
4WE_PAIR_012_V01,4WE_PAIR_012_V01__PLAYER,Player,4WC_PAIR_012,T52_S002__HP_PRESSURE,HP_PRESSURE,3,3,OBSERVED_ENERGY_CONTEXT,Preserve the observed acting and opposing energy values.,Eevee,Bulbasaur,,,3.0,3.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.98,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S002__HP_PRESSURE|HP_PRESSURE|TURN=3|ACTING=Eevee|OPPOSING=Bulbasaur|AE=3.0|OE=3.0|MOVES=['Ascension', 'Quick Attack']",3
4WE_PAIR_012_V02,4WE_PAIR_012_V02__OPPONENT,Opponent,4WC_PAIR_012,T52_S002__HP_PRESSURE,HP_PRESSURE,3,3,MINIMUM_MULTI_ACTION_ENERGY,Set Eevee to the minimum energy required for both actions.,Eevee,Bulbasaur,,,2.0,3.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.98,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S002__HP_PRESSURE|HP_PRESSURE|TURN=3|ACTING=Eevee|OPPOSING=Bulbasaur|AE=2.0|OE=3.0|MOVES=['Ascension', 'Quick Attack']",2
4WE_PAIR_012_V02,4WE_PAIR_012_V02__PLAYER,Player,4WC_PAIR_012,T52_S002__HP_PRESSURE,HP_PRESSURE,3,3,MINIMUM_MULTI_ACTION_ENERGY,Set Eevee to the minimum energy required for both actions.,Eevee,Bulbasaur,,,2.0,3.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.98,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S002__HP_PRESSURE|HP_PRESSURE|TURN=3|ACTING=Eevee|OPPOSING=Bulbasaur|AE=2.0|OE=3.0|MOVES=['Ascension', 'Quick Attack']",2
4WE_PAIR_012_V03,4WE_PAIR_012_V03__OPPONENT,Opponent,4WC_PAIR_012,T52_S002__HP_PRESSURE,HP_PRESSURE,3,3,SYMMETRIC_TWO_ENERGY,Give both active Pokémon two attached energy.,Eevee,Bulbasaur,,,2.0,2.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.98,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S002__HP_PRESSURE|HP_PRESSURE|TURN=3|ACTING=Eevee|OPPOSING=Bulbasaur|AE=2.0|OE=2.0|MOVES=['Ascension', 'Quick Attack']",4
4WE_PAIR_012_V03,4WE_PAIR_012_V03__PLAYER,Player,4WC_PAIR_012,T52_S002__HP_PRESSURE,HP_PRESSURE,3,3,SYMMETRIC_TWO_ENERGY,Give both active Pokémon two attached energy.,Eevee,Bulbasaur,,,2.0,2.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.98,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S002__HP_PRESSURE|HP_PRESSURE|TURN=3|ACTING=Eevee|OPPOSING=Bulbasaur|AE=2.0|OE=2.0|MOVES=['Ascension', 'Quick Attack']",4
4WE_PAIR_012_V04,4WE_PAIR_012_V04__OPPONENT,Opponent,4WC_PAIR_012,T52_S002__HP_PRESSURE,HP_PRESSURE,3,3,EEVEE_ENERGY_ADVANTAGE,Give Eevee three energy against an opponent with two energy.,Eevee,Bulbasaur,,,3.0,2.0,"['Ascension', 'Quick Attack']",2,Quick Attack,0.98,2.0,True,SECTION_4W_C_MATCHED_PAIR,True,"T52_S002__HP_PRESSURE|HP_PRESSURE|TURN=3|ACTING=Eevee|OPPOSING=Bulbasaur|AE=3.0|OE=2.0|MOVES=['Ascension', 'Quick Attack']",1
