scenario_id,condition_id,decision_number,turn_number,acting_side,opposing_side,acting_card,opposing_card,acting_hp,opposing_hp,acting_energy,opposing_energy,acting_energy_observed,opposing_energy_observed,legal_moves,legal_move_count,selected_move,selected_move_is_legal,routing_reason,confidence,legal_move_source,policy_history_record_available,runner_decision_type,runner_depth_argument,instrumentation_sequence,defending_card,defending_energy,defending_energy_observed,acting_energy_attribute,defending_energy_attribute,selected_move_is_control_action,verified_energy_requirement,selected_attack_energy_ready,energy_validation_status,active_card,energy_observation_complete,printed_attack_selected,confirmed_legal_with_insufficient_energy,verified_energy_ready
T52_S004__ENERGY_PRESSURE,ENERGY_PRESSURE,6,6,Player,Opponent,Charmander,Eevee,,,3.0,1.0,True,True,"[""Live Coal""]",1,Live Coal,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,70,Eevee,1.0,True,attached_energy,attached_energy,False,1.0,True,VERIFIED_ENERGY_READY,Charmander,True,True,False,True
T52_S005__BASELINE,BASELINE,1,1,Player,Opponent,Meowth,Bulbasaur,,,2.0,2.0,True,True,"[""Tuck Tail""]",1,Tuck Tail,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,71,Bulbasaur,2.0,True,attached_energy,attached_energy,False,2.0,True,VERIFIED_ENERGY_READY,Meowth,True,True,False,True
T52_S005__BASELINE,BASELINE,2,2,Opponent,Player,Bulbasaur,Meowth,,,2.0,2.0,True,True,"[""Bind Down""]",1,Bind Down,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,72,Meowth,2.0,True,attached_energy,attached_energy,False,1.0,True,VERIFIED_ENERGY_READY,Bulbasaur,True,True,False,True
T52_S005__BASELINE,BASELINE,3,3,Player,Opponent,Meowth,Bulbasaur,,,2.0,2.0,True,True,"[""Tuck Tail""]",1,Tuck Tail,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,73,Bulbasaur,2.0,True,attached_energy,attached_energy,False,2.0,True,VERIFIED_ENERGY_READY,Meowth,True,True,False,True
T52_S005__BASELINE,BASELINE,4,4,Opponent,Player,Bulbasaur,Meowth,,,2.0,2.0,True,True,"[""Bind Down""]",1,Bind Down,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,74,Meowth,2.0,True,attached_energy,attached_energy,False,1.0,True,VERIFIED_ENERGY_READY,Bulbasaur,True,True,False,True
T52_S005__BASELINE,BASELINE,5,5,Player,Opponent,Meowth,Bulbasaur,,,2.0,2.0,True,True,"[""Tuck Tail""]",1,Tuck Tail,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,75,Bulbasaur,2.0,True,attached_energy,attached_energy,False,2.0,True,VERIFIED_ENERGY_READY,Meowth,True,True,False,True
T52_S005__BASELINE,BASELINE,6,6,Opponent,Player,Bulbasaur,Meowth,,,2.0,2.0,True,True,"[""Bind Down""]",1,Bind Down,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,76,Meowth,2.0,True,attached_energy,attached_energy,False,1.0,True,VERIFIED_ENERGY_READY,Bulbasaur,True,True,False,True
T52_S005__BASELINE,BASELINE,7,7,Player,Opponent,Meowth,Bulbasaur,,,2.0,2.0,True,True,"[""Tuck Tail""]",1,Tuck Tail,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,77,Bulbasaur,2.0,True,attached_energy,attached_energy,False,2.0,True,VERIFIED_ENERGY_READY,Meowth,True,True,False,True
T52_S005__BASELINE,BASELINE,8,8,Opponent,Player,Bulbasaur,Meowth,,,2.0,2.0,True,True,"[""Bind Down""]",1,Bind Down,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,78,Meowth,2.0,True,attached_energy,attached_energy,False,1.0,True,VERIFIED_ENERGY_READY,Bulbasaur,True,True,False,True
T52_S005__BASELINE,BASELINE,9,9,Player,Opponent,Meowth,Bulbasaur,,,2.0,2.0,True,True,"[""Tuck Tail""]",1,Tuck Tail,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,79,Bulbasaur,2.0,True,attached_energy,attached_energy,False,2.0,True,VERIFIED_ENERGY_READY,Meowth,True,True,False,True
T52_S005__BASELINE,BASELINE,10,10,Opponent,Player,Bulbasaur,Meowth,,,2.0,2.0,True,True,"[""Bind Down""]",1,Bind Down,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,80,Meowth,2.0,True,attached_energy,attached_energy,False,1.0,True,VERIFIED_ENERGY_READY,Bulbasaur,True,True,False,True
T52_S005__BASELINE,BASELINE,11,11,Player,Opponent,Meowth,Bulbasaur,,,2.0,2.0,True,True,"[""Tuck Tail""]",1,Tuck Tail,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,81,Bulbasaur,2.0,True,attached_energy,attached_energy,False,2.0,True,VERIFIED_ENERGY_READY,Meowth,True,True,False,True
T52_S005__BASELINE,BASELINE,12,12,Opponent,Player,Bulbasaur,Meowth,,,2.0,2.0,True,True,"[""Bind Down""]",1,Bind Down,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,82,Meowth,2.0,True,attached_energy,attached_energy,False,1.0,True,VERIFIED_ENERGY_READY,Bulbasaur,True,True,False,True
T52_S005__HP_PRESSURE,HP_PRESSURE,1,1,Player,Opponent,Meowth,Bulbasaur,,,2.0,2.0,True,True,"[""Tuck Tail""]",1,Tuck Tail,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,83,Bulbasaur,2.0,True,attached_energy,attached_energy,False,2.0,True,VERIFIED_ENERGY_READY,Meowth,True,True,False,True
T52_S005__HP_PRESSURE,HP_PRESSURE,2,2,Opponent,Player,Bulbasaur,Meowth,,,2.0,2.0,True,True,"[""Bind Down""]",1,Bind Down,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,84,Meowth,2.0,True,attached_energy,attached_energy,False,1.0,True,VERIFIED_ENERGY_READY,Bulbasaur,True,True,False,True
T52_S005__HP_PRESSURE,HP_PRESSURE,3,3,Player,Opponent,Meowth,Bulbasaur,,,2.0,2.0,True,True,"[""Tuck Tail""]",1,Tuck Tail,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,85,Bulbasaur,2.0,True,attached_energy,attached_energy,False,2.0,True,VERIFIED_ENERGY_READY,Meowth,True,True,False,True
T52_S005__HP_PRESSURE,HP_PRESSURE,4,4,Opponent,Player,Bulbasaur,Meowth,,,2.0,2.0,True,True,"[""Bind Down""]",1,Bind Down,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,86,Meowth,2.0,True,attached_energy,attached_energy,False,1.0,True,VERIFIED_ENERGY_READY,Bulbasaur,True,True,False,True
T52_S005__HP_PRESSURE,HP_PRESSURE,5,5,Player,Opponent,Meowth,Bulbasaur,,,2.0,2.0,True,True,"[""Tuck Tail""]",1,Tuck Tail,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,87,Bulbasaur,2.0,True,attached_energy,attached_energy,False,2.0,True,VERIFIED_ENERGY_READY,Meowth,True,True,False,True
T52_S005__HP_PRESSURE,HP_PRESSURE,6,6,Opponent,Player,Bulbasaur,Meowth,,,2.0,2.0,True,True,"[""Bind Down""]",1,Bind Down,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,88,Meowth,2.0,True,attached_energy,attached_energy,False,1.0,True,VERIFIED_ENERGY_READY,Bulbasaur,True,True,False,True
T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,1,1,Player,Opponent,Meowth,Bulbasaur,,,2.0,0.0,True,True,"[""Tuck Tail""]",1,Tuck Tail,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,89,Bulbasaur,0.0,True,attached_energy,attached_energy,False,2.0,True,VERIFIED_ENERGY_READY,Meowth,True,True,False,True
T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,2,2,Opponent,Player,Bulbasaur,Meowth,,,0.0,2.0,True,True,"[""Pass""]",1,Pass,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,90,Meowth,2.0,True,attached_energy,attached_energy,True,0.0,True,CONTROL_ACTION,Bulbasaur,True,False,False,False
T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,3,3,Player,Opponent,Meowth,Bulbasaur,,,2.0,0.0,True,True,"[""Tuck Tail""]",1,Tuck Tail,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,91,Bulbasaur,0.0,True,attached_energy,attached_energy,False,2.0,True,VERIFIED_ENERGY_READY,Meowth,True,True,False,True
T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,4,4,Opponent,Player,Bulbasaur,Meowth,,,0.0,2.0,True,True,"[""Pass""]",1,Pass,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,92,Meowth,2.0,True,attached_energy,attached_energy,True,0.0,True,CONTROL_ACTION,Bulbasaur,True,False,False,False
T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,5,5,Player,Opponent,Meowth,Bulbasaur,,,2.0,0.0,True,True,"[""Tuck Tail""]",1,Tuck Tail,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,93,Bulbasaur,0.0,True,attached_energy,attached_energy,False,2.0,True,VERIFIED_ENERGY_READY,Meowth,True,True,False,True
T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,6,6,Opponent,Player,Bulbasaur,Meowth,,,0.0,2.0,True,True,"[""Pass""]",1,Pass,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,94,Meowth,2.0,True,attached_energy,attached_energy,True,0.0,True,CONTROL_ACTION,Bulbasaur,True,False,False,False
T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,7,7,Player,Opponent,Meowth,Bulbasaur,,,2.0,0.0,True,True,"[""Tuck Tail""]",1,Tuck Tail,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,95,Bulbasaur,0.0,True,attached_energy,attached_energy,False,2.0,True,VERIFIED_ENERGY_READY,Meowth,True,True,False,True
T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,8,8,Opponent,Player,Bulbasaur,Meowth,,,0.0,2.0,True,True,"[""Pass""]",1,Pass,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,96,Meowth,2.0,True,attached_energy,attached_energy,True,0.0,True,CONTROL_ACTION,Bulbasaur,True,False,False,False
T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,9,9,Player,Opponent,Meowth,Bulbasaur,,,2.0,0.0,True,True,"[""Tuck Tail""]",1,Tuck Tail,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,97,Bulbasaur,0.0,True,attached_energy,attached_energy,False,2.0,True,VERIFIED_ENERGY_READY,Meowth,True,True,False,True
T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,10,10,Opponent,Player,Bulbasaur,Meowth,,,0.0,2.0,True,True,"[""Pass""]",1,Pass,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,98,Meowth,2.0,True,attached_energy,attached_energy,True,0.0,True,CONTROL_ACTION,Bulbasaur,True,False,False,False
T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,11,11,Player,Opponent,Meowth,Bulbasaur,,,2.0,0.0,True,True,"[""Tuck Tail""]",1,Tuck Tail,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,99,Bulbasaur,0.0,True,attached_energy,attached_energy,False,2.0,True,VERIFIED_ENERGY_READY,Meowth,True,True,False,True
T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,12,12,Opponent,Player,Bulbasaur,Meowth,,,0.0,2.0,True,True,"[""Pass""]",1,Pass,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,100,Meowth,2.0,True,attached_energy,attached_energy,True,0.0,True,CONTROL_ACTION,Bulbasaur,True,False,False,False
T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,13,13,Player,Opponent,Meowth,Bulbasaur,,,2.0,0.0,True,True,"[""Tuck Tail""]",1,Tuck Tail,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,101,Bulbasaur,0.0,True,attached_energy,attached_energy,False,2.0,True,VERIFIED_ENERGY_READY,Meowth,True,True,False,True
T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,14,14,Opponent,Player,Bulbasaur,Meowth,,,0.0,2.0,True,True,"[""Pass""]",1,Pass,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,102,Meowth,2.0,True,attached_energy,attached_energy,True,0.0,True,CONTROL_ACTION,Bulbasaur,True,False,False,False
T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,15,15,Player,Opponent,Meowth,Bulbasaur,,,2.0,0.0,True,True,"[""Tuck Tail""]",1,Tuck Tail,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,103,Bulbasaur,0.0,True,attached_energy,attached_energy,False,2.0,True,VERIFIED_ENERGY_READY,Meowth,True,True,False,True
T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,16,16,Opponent,Player,Bulbasaur,Meowth,,,0.0,2.0,True,True,"[""Pass""]",1,Pass,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,104,Meowth,2.0,True,attached_energy,attached_energy,True,0.0,True,CONTROL_ACTION,Bulbasaur,True,False,False,False
T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,17,17,Player,Opponent,Meowth,Bulbasaur,,,2.0,0.0,True,True,"[""Tuck Tail""]",1,Tuck Tail,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,105,Bulbasaur,0.0,True,attached_energy,attached_energy,False,2.0,True,VERIFIED_ENERGY_READY,Meowth,True,True,False,True
T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,18,18,Opponent,Player,Bulbasaur,Meowth,,,0.0,2.0,True,True,"[""Pass""]",1,Pass,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,106,Meowth,2.0,True,attached_energy,attached_energy,True,0.0,True,CONTROL_ACTION,Bulbasaur,True,False,False,False
T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,19,19,Player,Opponent,Meowth,Bulbasaur,,,2.0,0.0,True,True,"[""Tuck Tail""]",1,Tuck Tail,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,107,Bulbasaur,0.0,True,attached_energy,attached_energy,False,2.0,True,VERIFIED_ENERGY_READY,Meowth,True,True,False,True
T52_S005__ENERGY_PRESSURE,ENERGY_PRESSURE,20,20,Opponent,Player,Bulbasaur,Meowth,,,0.0,2.0,True,True,"[""Pass""]",1,Pass,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,108,Meowth,2.0,True,attached_energy,attached_energy,True,0.0,True,CONTROL_ACTION,Bulbasaur,True,False,False,False
T52_S006__BASELINE,BASELINE,1,1,Opponent,Player,Bulbasaur,Meowth,,,2.0,2.0,True,True,"[""Bind Down""]",1,Bind Down,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,109,Meowth,2.0,True,attached_energy,attached_energy,False,1.0,True,VERIFIED_ENERGY_READY,Bulbasaur,True,True,False,True
T52_S006__BASELINE,BASELINE,2,2,Player,Opponent,Meowth,Bulbasaur,,,2.0,2.0,True,True,"[""Tuck Tail""]",1,Tuck Tail,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,110,Bulbasaur,2.0,True,attached_energy,attached_energy,False,2.0,True,VERIFIED_ENERGY_READY,Meowth,True,True,False,True
T52_S006__BASELINE,BASELINE,3,3,Opponent,Player,Bulbasaur,Meowth,,,2.0,2.0,True,True,"[""Bind Down""]",1,Bind Down,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,111,Meowth,2.0,True,attached_energy,attached_energy,False,1.0,True,VERIFIED_ENERGY_READY,Bulbasaur,True,True,False,True
T52_S006__BASELINE,BASELINE,4,4,Player,Opponent,Meowth,Bulbasaur,,,2.0,2.0,True,True,"[""Tuck Tail""]",1,Tuck Tail,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,112,Bulbasaur,2.0,True,attached_energy,attached_energy,False,2.0,True,VERIFIED_ENERGY_READY,Meowth,True,True,False,True
T52_S006__BASELINE,BASELINE,5,5,Opponent,Player,Bulbasaur,Meowth,,,2.0,2.0,True,True,"[""Bind Down""]",1,Bind Down,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,113,Meowth,2.0,True,attached_energy,attached_energy,False,1.0,True,VERIFIED_ENERGY_READY,Bulbasaur,True,True,False,True
T52_S006__BASELINE,BASELINE,6,6,Player,Opponent,Meowth,Bulbasaur,,,2.0,2.0,True,True,"[""Tuck Tail""]",1,Tuck Tail,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,114,Bulbasaur,2.0,True,attached_energy,attached_energy,False,2.0,True,VERIFIED_ENERGY_READY,Meowth,True,True,False,True
T52_S006__BASELINE,BASELINE,7,7,Opponent,Player,Bulbasaur,Meowth,,,2.0,2.0,True,True,"[""Bind Down""]",1,Bind Down,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,115,Meowth,2.0,True,attached_energy,attached_energy,False,1.0,True,VERIFIED_ENERGY_READY,Bulbasaur,True,True,False,True
T52_S006__BASELINE,BASELINE,8,8,Player,Opponent,Meowth,Bulbasaur,,,2.0,2.0,True,True,"[""Tuck Tail""]",1,Tuck Tail,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,116,Bulbasaur,2.0,True,attached_energy,attached_energy,False,2.0,True,VERIFIED_ENERGY_READY,Meowth,True,True,False,True
T52_S006__BASELINE,BASELINE,9,9,Opponent,Player,Bulbasaur,Meowth,,,2.0,2.0,True,True,"[""Bind Down""]",1,Bind Down,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,117,Meowth,2.0,True,attached_energy,attached_energy,False,1.0,True,VERIFIED_ENERGY_READY,Bulbasaur,True,True,False,True
T52_S006__BASELINE,BASELINE,10,10,Player,Opponent,Meowth,Bulbasaur,,,2.0,2.0,True,True,"[""Tuck Tail""]",1,Tuck Tail,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,118,Bulbasaur,2.0,True,attached_energy,attached_energy,False,2.0,True,VERIFIED_ENERGY_READY,Meowth,True,True,False,True
T52_S006__BASELINE,BASELINE,11,11,Opponent,Player,Bulbasaur,Meowth,,,2.0,2.0,True,True,"[""Bind Down""]",1,Bind Down,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,119,Meowth,2.0,True,attached_energy,attached_energy,False,1.0,True,VERIFIED_ENERGY_READY,Bulbasaur,True,True,False,True
T52_S006__HP_PRESSURE,HP_PRESSURE,1,1,Opponent,Player,Bulbasaur,Meowth,,,2.0,2.0,True,True,"[""Bind Down""]",1,Bind Down,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,120,Meowth,2.0,True,attached_energy,attached_energy,False,1.0,True,VERIFIED_ENERGY_READY,Bulbasaur,True,True,False,True
T52_S006__HP_PRESSURE,HP_PRESSURE,2,2,Player,Opponent,Meowth,Bulbasaur,,,2.0,2.0,True,True,"[""Tuck Tail""]",1,Tuck Tail,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,121,Bulbasaur,2.0,True,attached_energy,attached_energy,False,2.0,True,VERIFIED_ENERGY_READY,Meowth,True,True,False,True
T52_S006__HP_PRESSURE,HP_PRESSURE,3,3,Opponent,Player,Bulbasaur,Meowth,,,2.0,2.0,True,True,"[""Bind Down""]",1,Bind Down,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,122,Meowth,2.0,True,attached_energy,attached_energy,False,1.0,True,VERIFIED_ENERGY_READY,Bulbasaur,True,True,False,True
T52_S006__HP_PRESSURE,HP_PRESSURE,4,4,Player,Opponent,Meowth,Bulbasaur,,,2.0,2.0,True,True,"[""Tuck Tail""]",1,Tuck Tail,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,123,Bulbasaur,2.0,True,attached_energy,attached_energy,False,2.0,True,VERIFIED_ENERGY_READY,Meowth,True,True,False,True
T52_S006__HP_PRESSURE,HP_PRESSURE,5,5,Opponent,Player,Bulbasaur,Meowth,,,2.0,2.0,True,True,"[""Bind Down""]",1,Bind Down,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,124,Meowth,2.0,True,attached_energy,attached_energy,False,1.0,True,VERIFIED_ENERGY_READY,Bulbasaur,True,True,False,True
T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,1,1,Opponent,Player,Bulbasaur,Meowth,,,0.0,2.0,True,True,"[""Pass""]",1,Pass,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,125,Meowth,2.0,True,attached_energy,attached_energy,True,0.0,True,CONTROL_ACTION,Bulbasaur,True,False,False,False
T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,2,2,Player,Opponent,Meowth,Bulbasaur,,,2.0,0.0,True,True,"[""Tuck Tail""]",1,Tuck Tail,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,126,Bulbasaur,0.0,True,attached_energy,attached_energy,False,2.0,True,VERIFIED_ENERGY_READY,Meowth,True,True,False,True
T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,3,3,Opponent,Player,Bulbasaur,Meowth,,,0.0,2.0,True,True,"[""Pass""]",1,Pass,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,127,Meowth,2.0,True,attached_energy,attached_energy,True,0.0,True,CONTROL_ACTION,Bulbasaur,True,False,False,False
T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,4,4,Player,Opponent,Meowth,Bulbasaur,,,2.0,0.0,True,True,"[""Tuck Tail""]",1,Tuck Tail,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,128,Bulbasaur,0.0,True,attached_energy,attached_energy,False,2.0,True,VERIFIED_ENERGY_READY,Meowth,True,True,False,True
T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,5,5,Opponent,Player,Bulbasaur,Meowth,,,0.0,2.0,True,True,"[""Pass""]",1,Pass,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,129,Meowth,2.0,True,attached_energy,attached_energy,True,0.0,True,CONTROL_ACTION,Bulbasaur,True,False,False,False
T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,6,6,Player,Opponent,Meowth,Bulbasaur,,,2.0,0.0,True,True,"[""Tuck Tail""]",1,Tuck Tail,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,130,Bulbasaur,0.0,True,attached_energy,attached_energy,False,2.0,True,VERIFIED_ENERGY_READY,Meowth,True,True,False,True
T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,7,7,Opponent,Player,Bulbasaur,Meowth,,,0.0,2.0,True,True,"[""Pass""]",1,Pass,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,131,Meowth,2.0,True,attached_energy,attached_energy,True,0.0,True,CONTROL_ACTION,Bulbasaur,True,False,False,False
T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,8,8,Player,Opponent,Meowth,Bulbasaur,,,2.0,0.0,True,True,"[""Tuck Tail""]",1,Tuck Tail,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,132,Bulbasaur,0.0,True,attached_energy,attached_energy,False,2.0,True,VERIFIED_ENERGY_READY,Meowth,True,True,False,True
T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,9,9,Opponent,Player,Bulbasaur,Meowth,,,0.0,2.0,True,True,"[""Pass""]",1,Pass,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,133,Meowth,2.0,True,attached_energy,attached_energy,True,0.0,True,CONTROL_ACTION,Bulbasaur,True,False,False,False
T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,10,10,Player,Opponent,Meowth,Bulbasaur,,,2.0,0.0,True,True,"[""Tuck Tail""]",1,Tuck Tail,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,134,Bulbasaur,0.0,True,attached_energy,attached_energy,False,2.0,True,VERIFIED_ENERGY_READY,Meowth,True,True,False,True
T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,11,11,Opponent,Player,Bulbasaur,Meowth,,,0.0,2.0,True,True,"[""Pass""]",1,Pass,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,135,Meowth,2.0,True,attached_energy,attached_energy,True,0.0,True,CONTROL_ACTION,Bulbasaur,True,False,False,False
T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,12,12,Player,Opponent,Meowth,Bulbasaur,,,2.0,0.0,True,True,"[""Tuck Tail""]",1,Tuck Tail,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,136,Bulbasaur,0.0,True,attached_energy,attached_energy,False,2.0,True,VERIFIED_ENERGY_READY,Meowth,True,True,False,True
T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,13,13,Opponent,Player,Bulbasaur,Meowth,,,0.0,2.0,True,True,"[""Pass""]",1,Pass,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,137,Meowth,2.0,True,attached_energy,attached_energy,True,0.0,True,CONTROL_ACTION,Bulbasaur,True,False,False,False
T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,14,14,Player,Opponent,Meowth,Bulbasaur,,,2.0,0.0,True,True,"[""Tuck Tail""]",1,Tuck Tail,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,138,Bulbasaur,0.0,True,attached_energy,attached_energy,False,2.0,True,VERIFIED_ENERGY_READY,Meowth,True,True,False,True
T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,15,15,Opponent,Player,Bulbasaur,Meowth,,,0.0,2.0,True,True,"[""Pass""]",1,Pass,True,ONLY_LEGAL_MOVE,1.0,POLICY_HISTORY,True,AgentDecision,0,139,Meowth,2.0,True,attached_energy,attached_energy,True,0.0,True,CONTROL_ACTION,Bulbasaur,True,False,False,False
