scenario_id,condition_id,turn_number,acting_side,active_card,legal_moves,selected_move,raw_prediction,confidence,routing_reason,legal_move_list,legal_move_count,action_state_type,is_strategic_opportunity,player_card,opponent_card,starting_side,battle_winner,battle_turns,final_player_hp,final_opponent_hp,player_outcome,player_win_flag,player_loss_flag,draw_flag,acting_side_won,acting_side_lost,decision_outcome_context,confidence_band,player_has_choice
T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,18,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,Tuck Tail,1.0,ONLY_LEGAL_MOVE,"[""Tuck Tail""]",1,SINGLE_ACTION,False,Meowth,Bulbasaur,Opponent,Draw,30,60.0,80.0,DRAW,0,0,1,False,False,DRAW_CONTEXT,VERY_HIGH,False
T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,20,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,Tuck Tail,1.0,ONLY_LEGAL_MOVE,"[""Tuck Tail""]",1,SINGLE_ACTION,False,Meowth,Bulbasaur,Opponent,Draw,30,60.0,80.0,DRAW,0,0,1,False,False,DRAW_CONTEXT,VERY_HIGH,False
T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,22,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,Tuck Tail,1.0,ONLY_LEGAL_MOVE,"[""Tuck Tail""]",1,SINGLE_ACTION,False,Meowth,Bulbasaur,Opponent,Draw,30,60.0,80.0,DRAW,0,0,1,False,False,DRAW_CONTEXT,VERY_HIGH,False
T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,24,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,Tuck Tail,1.0,ONLY_LEGAL_MOVE,"[""Tuck Tail""]",1,SINGLE_ACTION,False,Meowth,Bulbasaur,Opponent,Draw,30,60.0,80.0,DRAW,0,0,1,False,False,DRAW_CONTEXT,VERY_HIGH,False
T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,26,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,Tuck Tail,1.0,ONLY_LEGAL_MOVE,"[""Tuck Tail""]",1,SINGLE_ACTION,False,Meowth,Bulbasaur,Opponent,Draw,30,60.0,80.0,DRAW,0,0,1,False,False,DRAW_CONTEXT,VERY_HIGH,False
T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,28,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,Tuck Tail,1.0,ONLY_LEGAL_MOVE,"[""Tuck Tail""]",1,SINGLE_ACTION,False,Meowth,Bulbasaur,Opponent,Draw,30,60.0,80.0,DRAW,0,0,1,False,False,DRAW_CONTEXT,VERY_HIGH,False
T52_S006__ENERGY_PRESSURE,ENERGY_PRESSURE,30,Player,Meowth,"[""Tuck Tail""]",Tuck Tail,Tuck Tail,1.0,ONLY_LEGAL_MOVE,"[""Tuck Tail""]",1,SINGLE_ACTION,False,Meowth,Bulbasaur,Opponent,Draw,30,60.0,80.0,DRAW,0,0,1,False,False,DRAW_CONTEXT,VERY_HIGH,False
T52_S007__ENERGY_PRESSURE,ENERGY_PRESSURE,2,Player,Bulbasaur,"[""Bind Down""]",Bind Down,Bind Down,1.0,ONLY_LEGAL_MOVE,"[""Bind Down""]",1,SINGLE_ACTION,False,Bulbasaur,Eevee,Opponent,Player,4,20.0,0.0,WIN,1,0,0,True,False,WINNING_SIDE_CONTEXT,VERY_HIGH,False
T52_S007__ENERGY_PRESSURE,ENERGY_PRESSURE,4,Player,Bulbasaur,"[""Bind Down""]",Bind Down,Bind Down,1.0,ONLY_LEGAL_MOVE,"[""Bind Down""]",1,SINGLE_ACTION,False,Bulbasaur,Eevee,Opponent,Player,4,20.0,0.0,WIN,1,0,0,True,False,WINNING_SIDE_CONTEXT,VERY_HIGH,False
T52_S008__BASELINE,BASELINE,1,Player,Eevee,"[""Ascension""]",Ascension,Ascension,1.0,ONLY_LEGAL_MOVE,"[""Ascension""]",1,SINGLE_ACTION,False,Eevee,Charmander,Player,Opponent,6,0.0,80.0,LOSS,0,1,0,False,True,LOSING_SIDE_CONTEXT,VERY_HIGH,False
T52_S008__BASELINE,BASELINE,3,Player,Eevee,"[""Ascension""]",Ascension,Ascension,1.0,ONLY_LEGAL_MOVE,"[""Ascension""]",1,SINGLE_ACTION,False,Eevee,Charmander,Player,Opponent,6,0.0,80.0,LOSS,0,1,0,False,True,LOSING_SIDE_CONTEXT,VERY_HIGH,False
T52_S008__BASELINE,BASELINE,5,Player,Eevee,"[""Ascension""]",Ascension,Ascension,1.0,ONLY_LEGAL_MOVE,"[""Ascension""]",1,SINGLE_ACTION,False,Eevee,Charmander,Player,Opponent,6,0.0,80.0,LOSS,0,1,0,False,True,LOSING_SIDE_CONTEXT,VERY_HIGH,False
T52_S008__HP_PRESSURE,HP_PRESSURE,1,Player,Eevee,"[""Ascension""]",Ascension,Ascension,1.0,ONLY_LEGAL_MOVE,"[""Ascension""]",1,SINGLE_ACTION,False,Eevee,Charmander,Player,Opponent,4,0.0,80.0,LOSS,0,1,0,False,True,LOSING_SIDE_CONTEXT,VERY_HIGH,False
T52_S008__HP_PRESSURE,HP_PRESSURE,3,Player,Eevee,"[""Ascension""]",Ascension,Ascension,1.0,ONLY_LEGAL_MOVE,"[""Ascension""]",1,SINGLE_ACTION,False,Eevee,Charmander,Player,Opponent,4,0.0,80.0,LOSS,0,1,0,False,True,LOSING_SIDE_CONTEXT,VERY_HIGH,False
T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,1,Player,Eevee,"[""Ascension""]",Ascension,Ascension,1.0,ONLY_LEGAL_MOVE,"[""Ascension""]",1,SINGLE_ACTION,False,Eevee,Charmander,Player,Draw,30,50.0,80.0,DRAW,0,0,1,False,False,DRAW_CONTEXT,VERY_HIGH,False
T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,3,Player,Eevee,"[""Ascension""]",Ascension,Ascension,1.0,ONLY_LEGAL_MOVE,"[""Ascension""]",1,SINGLE_ACTION,False,Eevee,Charmander,Player,Draw,30,50.0,80.0,DRAW,0,0,1,False,False,DRAW_CONTEXT,VERY_HIGH,False
T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,5,Player,Eevee,"[""Ascension""]",Ascension,Ascension,1.0,ONLY_LEGAL_MOVE,"[""Ascension""]",1,SINGLE_ACTION,False,Eevee,Charmander,Player,Draw,30,50.0,80.0,DRAW,0,0,1,False,False,DRAW_CONTEXT,VERY_HIGH,False
T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,7,Player,Eevee,"[""Ascension""]",Ascension,Ascension,1.0,ONLY_LEGAL_MOVE,"[""Ascension""]",1,SINGLE_ACTION,False,Eevee,Charmander,Player,Draw,30,50.0,80.0,DRAW,0,0,1,False,False,DRAW_CONTEXT,VERY_HIGH,False
T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,9,Player,Eevee,"[""Ascension""]",Ascension,Ascension,1.0,ONLY_LEGAL_MOVE,"[""Ascension""]",1,SINGLE_ACTION,False,Eevee,Charmander,Player,Draw,30,50.0,80.0,DRAW,0,0,1,False,False,DRAW_CONTEXT,VERY_HIGH,False
T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,11,Player,Eevee,"[""Ascension""]",Ascension,Ascension,1.0,ONLY_LEGAL_MOVE,"[""Ascension""]",1,SINGLE_ACTION,False,Eevee,Charmander,Player,Draw,30,50.0,80.0,DRAW,0,0,1,False,False,DRAW_CONTEXT,VERY_HIGH,False
T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,13,Player,Eevee,"[""Ascension""]",Ascension,Ascension,1.0,ONLY_LEGAL_MOVE,"[""Ascension""]",1,SINGLE_ACTION,False,Eevee,Charmander,Player,Draw,30,50.0,80.0,DRAW,0,0,1,False,False,DRAW_CONTEXT,VERY_HIGH,False
T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,15,Player,Eevee,"[""Ascension""]",Ascension,Ascension,1.0,ONLY_LEGAL_MOVE,"[""Ascension""]",1,SINGLE_ACTION,False,Eevee,Charmander,Player,Draw,30,50.0,80.0,DRAW,0,0,1,False,False,DRAW_CONTEXT,VERY_HIGH,False
T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,17,Player,Eevee,"[""Ascension""]",Ascension,Ascension,1.0,ONLY_LEGAL_MOVE,"[""Ascension""]",1,SINGLE_ACTION,False,Eevee,Charmander,Player,Draw,30,50.0,80.0,DRAW,0,0,1,False,False,DRAW_CONTEXT,VERY_HIGH,False
T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,19,Player,Eevee,"[""Ascension""]",Ascension,Ascension,1.0,ONLY_LEGAL_MOVE,"[""Ascension""]",1,SINGLE_ACTION,False,Eevee,Charmander,Player,Draw,30,50.0,80.0,DRAW,0,0,1,False,False,DRAW_CONTEXT,VERY_HIGH,False
T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,21,Player,Eevee,"[""Ascension""]",Ascension,Ascension,1.0,ONLY_LEGAL_MOVE,"[""Ascension""]",1,SINGLE_ACTION,False,Eevee,Charmander,Player,Draw,30,50.0,80.0,DRAW,0,0,1,False,False,DRAW_CONTEXT,VERY_HIGH,False
T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,23,Player,Eevee,"[""Ascension""]",Ascension,Ascension,1.0,ONLY_LEGAL_MOVE,"[""Ascension""]",1,SINGLE_ACTION,False,Eevee,Charmander,Player,Draw,30,50.0,80.0,DRAW,0,0,1,False,False,DRAW_CONTEXT,VERY_HIGH,False
T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,25,Player,Eevee,"[""Ascension""]",Ascension,Ascension,1.0,ONLY_LEGAL_MOVE,"[""Ascension""]",1,SINGLE_ACTION,False,Eevee,Charmander,Player,Draw,30,50.0,80.0,DRAW,0,0,1,False,False,DRAW_CONTEXT,VERY_HIGH,False
T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,27,Player,Eevee,"[""Ascension""]",Ascension,Ascension,1.0,ONLY_LEGAL_MOVE,"[""Ascension""]",1,SINGLE_ACTION,False,Eevee,Charmander,Player,Draw,30,50.0,80.0,DRAW,0,0,1,False,False,DRAW_CONTEXT,VERY_HIGH,False
T52_S008__ENERGY_PRESSURE,ENERGY_PRESSURE,29,Player,Eevee,"[""Ascension""]",Ascension,Ascension,1.0,ONLY_LEGAL_MOVE,"[""Ascension""]",1,SINGLE_ACTION,False,Eevee,Charmander,Player,Draw,30,50.0,80.0,DRAW,0,0,1,False,False,DRAW_CONTEXT,VERY_HIGH,False
