variant_id,status,attempts,last_error,search_depth,completed_at
NB48_LOSS_242__player_under_pressure__b689de94e018,COMPLETED,2,,4,2026-07-30T22:02:30.378351
NB48_LOSS_242__opponent_under_pressure__72c395e65510,COMPLETED,2,,4,2026-07-30T22:02:30.387196
NB48_LOSS_242__late_game_prize_pressure__577fc5cf2ea6,COMPLETED,2,,4,2026-07-30T22:02:30.396660
NB48_LOSS_242__critical_hp_decision__861a26dcb0e7,COMPLETED,2,,4,2026-07-30T22:02:30.406660
NB48_LOSS_242__counterfactual_side_early__fd5f43e80d76,COMPLETED,2,,4,2026-07-30T22:02:30.416730
NB48_LOSS_242__counterfactual_side_late__1dd147e61b98,COMPLETED,2,,4,2026-07-30T22:02:30.426457
NB48_LOSS_250__opening_zero_energy__57edc72009ca,COMPLETED,2,,4,2026-07-30T22:02:30.439293
NB48_LOSS_250__opening_one_energy__3c997c717de2,COMPLETED,2,,4,2026-07-30T22:02:30.448556
NB48_LOSS_250__early_pressure__d92b80b2081b,COMPLETED,2,,4,2026-07-30T22:02:30.456200
NB48_LOSS_250__balanced_midgame__5b7502709f5a,COMPLETED,2,,4,2026-07-30T22:02:30.464357
NB48_LOSS_250__player_under_pressure__422b72e9bb09,COMPLETED,2,,4,2026-07-30T22:02:30.472641
NB48_LOSS_250__opponent_under_pressure__2181579d7c12,COMPLETED,2,,4,2026-07-30T22:02:30.480493
NB48_LOSS_250__late_game_prize_pressure__b65da28af24a,COMPLETED,2,,4,2026-07-30T22:02:30.488926
NB48_LOSS_250__critical_hp_decision__93145d49a1ac,COMPLETED,2,,4,2026-07-30T22:02:30.497442
NB48_LOSS_250__counterfactual_side_early__f96947c66afc,COMPLETED,2,,4,2026-07-30T22:02:30.505293
NB48_LOSS_250__counterfactual_side_late__0ebe38304aed,COMPLETED,2,,4,2026-07-30T22:02:30.512994
NB48_LOSS_254__opening_zero_energy__6a2f5f8a3d6d,COMPLETED,2,,4,2026-07-30T22:02:30.522379
NB48_LOSS_254__opening_one_energy__d71ec5e41e7c,COMPLETED,2,,4,2026-07-30T22:02:30.532885
NB48_LOSS_254__early_pressure__25e3ebf09a40,COMPLETED,2,,4,2026-07-30T22:02:30.543804
NB48_LOSS_254__balanced_midgame__cf036908caba,COMPLETED,2,,4,2026-07-30T22:02:30.554379
NB48_LOSS_254__player_under_pressure__56ee3f0f1a5f,COMPLETED,2,,4,2026-07-30T22:02:30.565942
NB48_LOSS_254__opponent_under_pressure__bbe69bae408a,COMPLETED,2,,4,2026-07-30T22:02:30.576893
NB48_LOSS_254__late_game_prize_pressure__27ea4d6b580f,COMPLETED,2,,4,2026-07-30T22:02:30.587724
NB48_LOSS_254__critical_hp_decision__d38880b6f398,COMPLETED,2,,4,2026-07-30T22:02:30.599313
NB48_LOSS_254__counterfactual_side_early__bc4bc9b30643,COMPLETED,2,,4,2026-07-30T22:02:30.610289
NB48_LOSS_254__counterfactual_side_late__d39abe09ccf5,COMPLETED,2,,4,2026-07-30T22:02:30.620295
NB48_LOSS_262__opening_zero_energy__0cb9585db942,COMPLETED,2,,4,2026-07-30T22:02:30.629144
NB48_LOSS_262__opening_one_energy__63097f817729,COMPLETED,2,,4,2026-07-30T22:02:30.637226
NB48_LOSS_262__early_pressure__cf7062b9dbdf,COMPLETED,2,,4,2026-07-30T22:02:30.646299
NB48_LOSS_262__balanced_midgame__f1a3478b04a0,COMPLETED,2,,4,2026-07-30T22:02:30.655460
NB48_LOSS_262__player_under_pressure__df227b3913aa,COMPLETED,2,,4,2026-07-30T22:02:30.665467
NB48_LOSS_262__opponent_under_pressure__8e0436ea1249,COMPLETED,2,,4,2026-07-30T22:02:30.679236
NB48_LOSS_262__late_game_prize_pressure__fe57cab62b37,COMPLETED,2,,4,2026-07-30T22:02:30.689694
NB48_LOSS_262__critical_hp_decision__85448a939722,COMPLETED,2,,4,2026-07-30T22:02:30.701463
NB48_LOSS_262__counterfactual_side_early__e9f4d2a36cf1,COMPLETED,2,,4,2026-07-30T22:02:30.710169
NB48_LOSS_262__counterfactual_side_late__42e559cb09ee,COMPLETED,2,,4,2026-07-30T22:02:30.718619
NB48_LOSS_266__opening_zero_energy__9cabd3f35e6e,COMPLETED,2,,4,2026-07-30T22:02:30.728560
NB48_LOSS_266__opening_one_energy__e182f473a9e4,COMPLETED,2,,4,2026-07-30T22:02:30.738686
NB48_LOSS_266__early_pressure__ca735760355a,COMPLETED,2,,4,2026-07-30T22:02:30.748938
NB48_LOSS_266__balanced_midgame__3a4dd531523e,COMPLETED,2,,4,2026-07-30T22:02:30.758593
NB48_LOSS_266__player_under_pressure__15b4752d4c73,COMPLETED,2,,4,2026-07-30T22:02:30.769401
NB48_LOSS_266__opponent_under_pressure__5626987af5c1,COMPLETED,2,,4,2026-07-30T22:02:30.778824
NB48_LOSS_266__late_game_prize_pressure__6aeb7bb9d902,COMPLETED,2,,4,2026-07-30T22:02:30.789038
NB48_LOSS_266__critical_hp_decision__5fd90d953605,COMPLETED,2,,4,2026-07-30T22:02:30.799452
NB48_LOSS_266__counterfactual_side_early__a81b942c92fd,COMPLETED,2,,4,2026-07-30T22:02:30.810613
NB48_LOSS_266__counterfactual_side_late__c99ddfcaffb3,COMPLETED,2,,4,2026-07-30T22:02:30.820171
NB48_LOSS_274__opening_zero_energy__6e20071ea75a,COMPLETED,2,,4,2026-07-30T22:02:30.829003
NB48_LOSS_274__opening_one_energy__2908f38e25eb,COMPLETED,2,,4,2026-07-30T22:02:30.837442
NB48_LOSS_274__early_pressure__ed5592bd3e95,COMPLETED,2,,4,2026-07-30T22:02:30.845849
NB48_LOSS_274__balanced_midgame__10561b968d44,COMPLETED,2,,4,2026-07-30T22:02:30.853683
NB48_LOSS_274__player_under_pressure__04a80256f256,COMPLETED,2,,4,2026-07-30T22:02:30.862734
NB48_LOSS_274__opponent_under_pressure__9f4779a1bccf,COMPLETED,2,,4,2026-07-30T22:02:30.884345
NB48_LOSS_274__late_game_prize_pressure__9308082c399b,COMPLETED,2,,4,2026-07-30T22:02:30.894745
NB48_LOSS_274__critical_hp_decision__9aee2d71517f,COMPLETED,2,,4,2026-07-30T22:02:30.905259
NB48_LOSS_274__counterfactual_side_early__01582eb0538d,COMPLETED,2,,4,2026-07-30T22:02:30.913791
NB48_LOSS_274__counterfactual_side_late__6842c1eecb04,COMPLETED,2,,4,2026-07-30T22:02:30.922339
NB48_LOSS_278__opening_zero_energy__626ebf5182f5,COMPLETED,2,,4,2026-07-30T22:02:30.938957
NB48_LOSS_278__opening_one_energy__7469592cd7a6,COMPLETED,2,,4,2026-07-30T22:02:30.952843
NB48_LOSS_278__early_pressure__16b338ce1785,COMPLETED,2,,4,2026-07-30T22:02:30.964934
NB48_LOSS_278__balanced_midgame__410ca1e3db52,COMPLETED,2,,4,2026-07-30T22:02:30.976232
NB48_LOSS_278__player_under_pressure__13d16a2c2935,COMPLETED,2,,4,2026-07-30T22:02:30.987499
NB48_LOSS_278__opponent_under_pressure__52041b27d686,COMPLETED,2,,4,2026-07-30T22:02:30.998225
NB48_LOSS_278__late_game_prize_pressure__55bf12585c44,COMPLETED,2,,4,2026-07-30T22:02:31.008924
NB48_LOSS_278__critical_hp_decision__30cb56947619,COMPLETED,2,,4,2026-07-30T22:02:31.019390
NB48_LOSS_278__counterfactual_side_early__f579aa2fd10e,COMPLETED,2,,4,2026-07-30T22:02:31.030206
NB48_LOSS_278__counterfactual_side_late__f3b277d54056,COMPLETED,2,,4,2026-07-30T22:02:31.039754
NB48_LOSS_286__opening_zero_energy__2188bdd0392f,COMPLETED,2,,4,2026-07-30T22:02:31.051708
NB48_LOSS_286__opening_one_energy__4d6a7f9d7f2c,COMPLETED,2,,4,2026-07-30T22:02:31.062407
NB48_LOSS_286__early_pressure__4a1deb36bd4f,COMPLETED,2,,4,2026-07-30T22:02:31.072024
NB48_LOSS_286__balanced_midgame__865cb8e68dbb,COMPLETED,2,,4,2026-07-30T22:02:31.082093
NB48_LOSS_286__player_under_pressure__7f3f8c29c7a7,COMPLETED,2,,4,2026-07-30T22:02:31.092472
NB48_LOSS_286__opponent_under_pressure__538eabf9fbb0,COMPLETED,2,,4,2026-07-30T22:02:31.101239
NB48_LOSS_286__late_game_prize_pressure__efa62b73ec0b,COMPLETED,2,,4,2026-07-30T22:02:31.111584
NB48_LOSS_286__critical_hp_decision__37e677d09f19,COMPLETED,2,,4,2026-07-30T22:02:31.121831
NB48_LOSS_286__counterfactual_side_early__7f3eee53c4b6,COMPLETED,2,,4,2026-07-30T22:02:31.130442
NB48_LOSS_286__counterfactual_side_late__b2d16afc6102,COMPLETED,2,,4,2026-07-30T22:02:31.139112
NB48_LOSS_290__opening_zero_energy__74c1d5a5eb9d,COMPLETED,2,,4,2026-07-30T22:02:31.149822
NB48_LOSS_290__opening_one_energy__cb62bbbd43eb,COMPLETED,2,,4,2026-07-30T22:02:31.160523
NB48_LOSS_290__early_pressure__0c182b732d2b,COMPLETED,2,,4,2026-07-30T22:02:31.172123
NB48_LOSS_290__balanced_midgame__bc7e0835183e,COMPLETED,2,,4,2026-07-30T22:02:31.184687
NB48_LOSS_290__player_under_pressure__67df1487ca18,COMPLETED,2,,4,2026-07-30T22:02:31.198156
NB48_LOSS_290__opponent_under_pressure__88deac211896,COMPLETED,2,,4,2026-07-30T22:02:31.213282
NB48_LOSS_290__late_game_prize_pressure__5f577bb17d66,COMPLETED,2,,4,2026-07-30T22:02:31.223521
NB48_LOSS_290__critical_hp_decision__e8d5f0f56c5b,COMPLETED,2,,4,2026-07-30T22:02:31.233898
NB48_LOSS_290__counterfactual_side_early__2fe6bc3014b8,COMPLETED,2,,4,2026-07-30T22:02:31.244209
NB48_LOSS_290__counterfactual_side_late__5c0b3d4c08f8,COMPLETED,2,,4,2026-07-30T22:02:31.254394
NB48_LOSS_298__opening_zero_energy__f8bd46c18a82,COMPLETED,2,,4,2026-07-30T22:02:31.263095
NB48_LOSS_298__opening_one_energy__023644b273b7,COMPLETED,2,,4,2026-07-30T22:02:31.271118
NB48_LOSS_298__early_pressure__48e4abf3d2a8,COMPLETED,2,,4,2026-07-30T22:02:31.279661
NB48_LOSS_298__balanced_midgame__9dfdcab5f904,COMPLETED,2,,4,2026-07-30T22:02:31.287817
NB48_LOSS_298__player_under_pressure__db5fde98e894,COMPLETED,2,,4,2026-07-30T22:02:31.297250
NB48_LOSS_298__opponent_under_pressure__4fed3b6e6769,COMPLETED,2,,4,2026-07-30T22:02:31.305592
NB48_LOSS_298__late_game_prize_pressure__f9008558402d,COMPLETED,2,,4,2026-07-30T22:02:31.314641
NB48_LOSS_298__critical_hp_decision__abe42d7990c2,COMPLETED,2,,4,2026-07-30T22:02:31.323641
NB48_LOSS_298__counterfactual_side_early__84dc59d11adf,COMPLETED,2,,4,2026-07-30T22:02:31.331874
NB48_LOSS_298__counterfactual_side_late__f6a173c36adb,COMPLETED,2,,4,2026-07-30T22:02:31.339989
NB48_LOSS_104__opening_zero_energy__de12fa057a51,COMPLETED,2,,4,2026-07-30T22:02:31.349377
NB48_LOSS_104__opening_one_energy__1b3e5e77cca9,COMPLETED,2,,4,2026-07-30T22:02:31.357167
NB48_LOSS_104__early_pressure__52fd72e8811c,COMPLETED,2,,4,2026-07-30T22:02:31.364659
NB48_LOSS_104__balanced_midgame__960050f5c4a3,COMPLETED,2,,4,2026-07-30T22:02:31.372033
NB48_LOSS_104__player_under_pressure__f80376e3768e,COMPLETED,2,,4,2026-07-30T22:02:31.380095
NB48_LOSS_104__opponent_under_pressure__9ee33c8c878f,COMPLETED,2,,4,2026-07-30T22:02:31.387592
NB48_LOSS_104__late_game_prize_pressure__0952db9ee2a3,COMPLETED,2,,4,2026-07-30T22:02:31.396546
NB48_LOSS_104__critical_hp_decision__bb98cd35aeb1,COMPLETED,2,,4,2026-07-30T22:02:31.405944
NB48_LOSS_104__counterfactual_side_early__236ffdd5d798,COMPLETED,2,,4,2026-07-30T22:02:31.415280
NB48_LOSS_104__counterfactual_side_late__2ef8df79a57b,COMPLETED,2,,4,2026-07-30T22:02:31.429096
NB48_LOSS_116__opening_zero_energy__7629c836ef61,COMPLETED,2,,4,2026-07-30T22:02:31.443210
NB48_LOSS_116__opening_one_energy__def67e090f30,COMPLETED,2,,4,2026-07-30T22:02:31.451785
NB48_LOSS_116__early_pressure__fb9c50da2d9c,COMPLETED,2,,4,2026-07-30T22:02:31.460788
NB48_LOSS_116__balanced_midgame__14e8d18e776c,COMPLETED,2,,4,2026-07-30T22:02:31.469747
NB48_LOSS_116__player_under_pressure__024ed67d119a,COMPLETED,2,,4,2026-07-30T22:02:31.479977
NB48_LOSS_116__opponent_under_pressure__9178b36a7e71,COMPLETED,2,,4,2026-07-30T22:02:31.488405
NB48_LOSS_116__late_game_prize_pressure__4bd458440344,COMPLETED,2,,4,2026-07-30T22:02:31.498145
NB48_LOSS_116__critical_hp_decision__f46d9034bb37,COMPLETED,2,,4,2026-07-30T22:02:31.507262
NB48_LOSS_116__counterfactual_side_early__b8d1f217087d,COMPLETED,2,,4,2026-07-30T22:02:31.517117
NB48_LOSS_116__counterfactual_side_late__cd33307aed69,COMPLETED,2,,4,2026-07-30T22:02:31.527742
NB48_LOSS_128__opening_zero_energy__cfff8229931c,COMPLETED,2,,4,2026-07-30T22:02:31.537052
NB48_LOSS_128__opening_one_energy__69799ed2a5a6,COMPLETED,2,,4,2026-07-30T22:02:31.546467
NB48_LOSS_128__early_pressure__bace1ce49dc1,COMPLETED,2,,4,2026-07-30T22:02:31.554861
NB48_LOSS_128__balanced_midgame__34682b9d82de,COMPLETED,2,,4,2026-07-30T22:02:31.563727
NB48_LOSS_128__player_under_pressure__14c0991e79ab,COMPLETED,2,,4,2026-07-30T22:02:31.572304
NB48_LOSS_128__opponent_under_pressure__b489f6be0c68,COMPLETED,2,,4,2026-07-30T22:02:31.581555
NB48_LOSS_128__late_game_prize_pressure__cc3b74fbe1c2,COMPLETED,2,,4,2026-07-30T22:02:31.591046
NB48_LOSS_128__critical_hp_decision__87bc251a7760,COMPLETED,2,,4,2026-07-30T22:02:31.599718
NB48_LOSS_128__counterfactual_side_early__237592b806ee,COMPLETED,2,,4,2026-07-30T22:02:31.608253
NB48_LOSS_128__counterfactual_side_late__da2160b7ad51,COMPLETED,2,,4,2026-07-30T22:02:31.617236
NB48_LOSS_140__opening_zero_energy__7fb6bf33ae65,COMPLETED,2,,4,2026-07-30T22:02:31.625889
NB48_LOSS_140__opening_one_energy__5919308393e1,COMPLETED,2,,4,2026-07-30T22:02:31.634978
NB48_LOSS_140__early_pressure__2a55d051bab5,COMPLETED,2,,4,2026-07-30T22:02:31.645519
NB48_LOSS_140__balanced_midgame__28f98ab4f286,COMPLETED,2,,4,2026-07-30T22:02:31.654373
NB48_LOSS_140__player_under_pressure__d93a9a497473,COMPLETED,2,,4,2026-07-30T22:02:31.664625
NB48_LOSS_140__opponent_under_pressure__90ad9a74f29a,COMPLETED,2,,4,2026-07-30T22:02:31.678563
NB48_LOSS_140__late_game_prize_pressure__2a69fcf6693a,COMPLETED,2,,4,2026-07-30T22:02:31.689261
NB48_LOSS_140__critical_hp_decision__52615c3f4be4,COMPLETED,2,,4,2026-07-30T22:02:31.701429
NB48_LOSS_140__counterfactual_side_early__4a470d98247f,COMPLETED,2,,4,2026-07-30T22:02:31.710625
NB48_LOSS_140__counterfactual_side_late__7a81fde28039,COMPLETED,2,,4,2026-07-30T22:02:31.720014
NB48_LOSS_152__opening_zero_energy__09d08d9f55fe,COMPLETED,2,,4,2026-07-30T22:02:31.729070
NB48_LOSS_152__opening_one_energy__6d71d0d8854a,COMPLETED,2,,4,2026-07-30T22:02:31.737305
NB48_LOSS_152__early_pressure__c159892d39d9,COMPLETED,2,,4,2026-07-30T22:02:31.747809
NB48_LOSS_152__balanced_midgame__7253afa320d4,COMPLETED,2,,4,2026-07-30T22:02:31.756281
NB48_LOSS_152__player_under_pressure__6e35c3b407d4,COMPLETED,2,,4,2026-07-30T22:02:31.767322
NB48_LOSS_152__opponent_under_pressure__43b71aa4d409,COMPLETED,2,,4,2026-07-30T22:02:31.776205
NB48_LOSS_152__late_game_prize_pressure__cf7b9d89b773,COMPLETED,2,,4,2026-07-30T22:02:31.785273
NB48_LOSS_152__critical_hp_decision__0b8f18944034,COMPLETED,2,,4,2026-07-30T22:02:31.794912
NB48_LOSS_152__counterfactual_side_early__2a8d280cfe1f,COMPLETED,2,,4,2026-07-30T22:02:31.803069
NB48_LOSS_152__counterfactual_side_late__a15b1391dcdc,COMPLETED,2,,4,2026-07-30T22:02:31.812315
NB48_LOSS_164__opening_zero_energy__65de92316e55,COMPLETED,2,,4,2026-07-30T22:02:31.820523
NB48_LOSS_164__opening_one_energy__fb88acffec25,COMPLETED,2,,4,2026-07-30T22:02:31.828857
NB48_LOSS_164__early_pressure__952e669d4fb5,COMPLETED,2,,4,2026-07-30T22:02:31.837124
NB48_LOSS_164__balanced_midgame__d53f93e0e818,COMPLETED,2,,4,2026-07-30T22:02:31.846111
NB48_LOSS_164__player_under_pressure__9b9a1c766faa,COMPLETED,2,,4,2026-07-30T22:02:31.855005
NB48_LOSS_164__opponent_under_pressure__92aa42e4802d,COMPLETED,2,,4,2026-07-30T22:02:31.863819
NB48_LOSS_164__late_game_prize_pressure__71a9e5f6e238,COMPLETED,2,,4,2026-07-30T22:02:31.873417
NB48_LOSS_164__critical_hp_decision__a6fceba8ba65,COMPLETED,2,,4,2026-07-30T22:02:31.883649
NB48_LOSS_164__counterfactual_side_early__79952cb96149,COMPLETED,2,,4,2026-07-30T22:02:31.893981
NB48_LOSS_164__counterfactual_side_late__09e048fe9aa6,COMPLETED,2,,4,2026-07-30T22:02:31.904289
NB48_LOSS_176__opening_zero_energy__6903cda1a084,COMPLETED,2,,4,2026-07-30T22:02:31.918877
NB48_LOSS_176__opening_one_energy__1679ec57d964,COMPLETED,2,,4,2026-07-30T22:02:31.929163
NB48_LOSS_176__early_pressure__d0851bc1e37c,COMPLETED,2,,4,2026-07-30T22:02:31.939391
NB48_LOSS_176__balanced_midgame__e46a8758a2ab,COMPLETED,2,,4,2026-07-30T22:02:31.948562
NB48_LOSS_176__player_under_pressure__12fff893ec75,COMPLETED,2,,4,2026-07-30T22:02:31.957585
NB48_LOSS_176__opponent_under_pressure__a4458c2dbaad,COMPLETED,2,,4,2026-07-30T22:02:31.966174
NB48_LOSS_176__late_game_prize_pressure__7aeec92f3491,COMPLETED,2,,4,2026-07-30T22:02:31.975615
NB48_LOSS_176__critical_hp_decision__12f3bd274ca7,COMPLETED,2,,4,2026-07-30T22:02:32.030907
NB48_LOSS_176__counterfactual_side_early__323a84878337,COMPLETED,2,,4,2026-07-30T22:02:32.041086
NB48_LOSS_176__counterfactual_side_late__a501140e2efe,COMPLETED,2,,4,2026-07-30T22:02:32.050560
NB48_LOSS_188__opening_zero_energy__7501972b4846,COMPLETED,2,,4,2026-07-30T22:02:32.060913
NB48_LOSS_188__opening_one_energy__0eed663ae388,COMPLETED,2,,4,2026-07-30T22:02:32.070586
NB48_LOSS_188__early_pressure__d27ea00c7dad,COMPLETED,2,,4,2026-07-30T22:02:32.082094
NB48_LOSS_188__balanced_midgame__cc4794feaa11,COMPLETED,2,,4,2026-07-30T22:02:32.093457
NB48_LOSS_188__player_under_pressure__e0cfb8e2474d,COMPLETED,2,,4,2026-07-30T22:02:32.133873
NB48_LOSS_188__opponent_under_pressure__2c08ed7d6518,COMPLETED,2,,4,2026-07-30T22:02:32.163015
NB48_LOSS_188__late_game_prize_pressure__54fdfc058ec4,COMPLETED,2,,4,2026-07-30T22:02:32.185844
NB48_LOSS_188__critical_hp_decision__c773190371df,COMPLETED,2,,4,2026-07-30T22:02:32.194992
NB48_LOSS_188__counterfactual_side_early__1945cb46dbe3,COMPLETED,2,,4,2026-07-30T22:02:32.203245
NB48_LOSS_188__counterfactual_side_late__478588811081,COMPLETED,2,,4,2026-07-30T22:02:32.213137
NB48_LOSS_200__opening_zero_energy__1b664f9de86d,COMPLETED,2,,4,2026-07-30T22:02:32.223315
NB48_LOSS_200__opening_one_energy__06e1bb640aac,COMPLETED,2,,4,2026-07-30T22:02:32.232521
NB48_LOSS_200__early_pressure__9c25bd0113c8,COMPLETED,2,,4,2026-07-30T22:02:32.246666
NB48_LOSS_200__balanced_midgame__48a4a2c82351,COMPLETED,2,,4,2026-07-30T22:02:32.257004
NB48_LOSS_200__player_under_pressure__42b849985bcf,COMPLETED,2,,4,2026-07-30T22:02:32.268591
NB48_LOSS_200__opponent_under_pressure__8ef3d58f0e2c,COMPLETED,2,,4,2026-07-30T22:02:32.282076
NB48_LOSS_200__late_game_prize_pressure__d6f89f48b44a,COMPLETED,2,,4,2026-07-30T22:02:32.291753
NB48_LOSS_200__critical_hp_decision__be04c8dfa30f,COMPLETED,2,,4,2026-07-30T22:02:32.300979
NB48_LOSS_200__counterfactual_side_early__883b621ba7ca,COMPLETED,2,,4,2026-07-30T22:02:32.310427
NB48_LOSS_200__counterfactual_side_late__109355a09f2e,COMPLETED,2,,4,2026-07-30T22:02:32.321064
NB48_LOSS_102__opening_zero_energy__0791f71be39c,COMPLETED,2,,4,2026-07-30T22:02:32.331563
NB48_LOSS_102__opening_one_energy__e8252476e44b,COMPLETED,2,,4,2026-07-30T22:02:32.341077
NB48_LOSS_102__early_pressure__0e36d85bc9ed,COMPLETED,2,,4,2026-07-30T22:02:32.349831
NB48_LOSS_102__balanced_midgame__6cbd98a5d3f9,COMPLETED,2,,4,2026-07-30T22:02:32.358525
NB48_LOSS_102__player_under_pressure__f269ffb3fd85,COMPLETED,2,,4,2026-07-30T22:02:32.368246
NB48_LOSS_102__opponent_under_pressure__d622f261ddf2,COMPLETED,2,,4,2026-07-30T22:02:32.376263
NB48_LOSS_102__late_game_prize_pressure__459abfae3091,COMPLETED,2,,4,2026-07-30T22:02:32.385108
NB48_LOSS_102__critical_hp_decision__e5fbda022e6a,COMPLETED,2,,4,2026-07-30T22:02:32.393951
NB48_LOSS_102__counterfactual_side_early__dbac05937892,COMPLETED,2,,4,2026-07-30T22:02:32.401862
NB48_LOSS_102__counterfactual_side_late__27ad5dd904cd,COMPLETED,2,,4,2026-07-30T22:02:32.410244
NB48_LOSS_106__opening_zero_energy__e788f3ef4607,COMPLETED,2,,4,2026-07-30T22:02:32.422130
NB48_LOSS_106__opening_one_energy__0d72c4e58a23,COMPLETED,2,,4,2026-07-30T22:02:32.431960
NB48_LOSS_106__early_pressure__3c4cf98e262e,COMPLETED,2,,4,2026-07-30T22:02:32.441901
NB48_LOSS_106__balanced_midgame__f6140cdafcaa,COMPLETED,2,,4,2026-07-30T22:02:32.452145
NB48_LOSS_106__player_under_pressure__9b200d39483a,COMPLETED,2,,4,2026-07-30T22:02:32.463552
NB48_LOSS_106__opponent_under_pressure__d73869688880,COMPLETED,2,,4,2026-07-30T22:02:32.473501
NB48_LOSS_106__late_game_prize_pressure__c2ffef91b921,COMPLETED,2,,4,2026-07-30T22:02:32.484435
NB48_LOSS_106__critical_hp_decision__e5db11c5c03f,COMPLETED,2,,4,2026-07-30T22:02:32.495114
NB48_LOSS_106__counterfactual_side_early__eccdbdc58dcc,COMPLETED,2,,4,2026-07-30T22:02:32.505771
NB48_LOSS_106__counterfactual_side_late__94a4b62a8ceb,COMPLETED,2,,4,2026-07-30T22:02:32.517114
NB48_LOSS_110__opening_zero_energy__79c63bed3a36,COMPLETED,2,,4,2026-07-30T22:02:32.530223
NB48_LOSS_110__opening_one_energy__6a5b001b4715,COMPLETED,2,,4,2026-07-30T22:02:32.540106
NB48_LOSS_110__early_pressure__768641b992df,COMPLETED,2,,4,2026-07-30T22:02:32.549118
NB48_LOSS_110__balanced_midgame__0582cf1d942c,COMPLETED,2,,4,2026-07-30T22:02:32.557600
NB48_LOSS_110__player_under_pressure__b7497838e458,COMPLETED,2,,4,2026-07-30T22:02:32.567108
NB48_LOSS_110__opponent_under_pressure__55cf2a320592,COMPLETED,2,,4,2026-07-30T22:02:32.576039
NB48_LOSS_110__late_game_prize_pressure__7763b37ce6d1,COMPLETED,2,,4,2026-07-30T22:02:32.585498
NB48_LOSS_110__critical_hp_decision__6b0f6b8a3212,COMPLETED,2,,4,2026-07-30T22:02:32.595367
NB48_LOSS_110__counterfactual_side_early__67b9e9aab238,COMPLETED,2,,4,2026-07-30T22:02:32.604045
NB48_LOSS_110__counterfactual_side_late__ff0828a4a3f6,COMPLETED,2,,4,2026-07-30T22:02:32.612525
NB48_LOSS_114__opening_zero_energy__b8ff08e38020,COMPLETED,2,,4,2026-07-30T22:02:32.620414
NB48_LOSS_114__opening_one_energy__387caa33af81,COMPLETED,2,,4,2026-07-30T22:02:32.628497
NB48_LOSS_114__early_pressure__28a36c7b16b6,COMPLETED,2,,4,2026-07-30T22:02:32.636402
NB48_LOSS_114__balanced_midgame__67cda55a9006,COMPLETED,2,,4,2026-07-30T22:02:32.644948
NB48_LOSS_114__player_under_pressure__b5c4dee6e36b,COMPLETED,2,,4,2026-07-30T22:02:32.653262
NB48_LOSS_114__opponent_under_pressure__9a45ec3e59da,COMPLETED,2,,4,2026-07-30T22:02:32.661484
NB48_LOSS_114__late_game_prize_pressure__54eaaf6c311f,COMPLETED,2,,4,2026-07-30T22:02:32.669881
NB48_LOSS_114__critical_hp_decision__c008c094e0a6,COMPLETED,2,,4,2026-07-30T22:02:32.678453
NB48_LOSS_114__counterfactual_side_early__915268b14c17,COMPLETED,2,,4,2026-07-30T22:02:32.685850
NB48_LOSS_114__counterfactual_side_late__23b672a5452d,COMPLETED,2,,4,2026-07-30T22:02:32.694192
NB48_LOSS_118__opening_zero_energy__caaf8e18fc2c,COMPLETED,2,,4,2026-07-30T22:02:32.703227
NB48_LOSS_118__opening_one_energy__e1669675b0dc,COMPLETED,2,,4,2026-07-30T22:02:32.713933
NB48_LOSS_118__early_pressure__d34e7667602c,COMPLETED,2,,4,2026-07-30T22:02:32.723840
NB48_LOSS_118__balanced_midgame__456d66a36e54,COMPLETED,2,,4,2026-07-30T22:02:32.732970
NB48_LOSS_118__player_under_pressure__48c38c7648ec,COMPLETED,2,,4,2026-07-30T22:02:32.744174
NB48_LOSS_118__opponent_under_pressure__dbe5d5c24728,COMPLETED,2,,4,2026-07-30T22:02:32.758950
NB48_LOSS_118__late_game_prize_pressure__4c0c450d050d,COMPLETED,2,,4,2026-07-30T22:02:32.768858
NB48_LOSS_118__critical_hp_decision__0a6e50de3771,COMPLETED,2,,4,2026-07-30T22:02:32.778594
NB48_LOSS_118__counterfactual_side_early__3a3839c7a7a6,COMPLETED,2,,4,2026-07-30T22:02:32.788861
NB48_LOSS_118__counterfactual_side_late__cf78ffd50cbd,COMPLETED,2,,4,2026-07-30T22:02:32.798549
NB48_LOSS_122__opening_zero_energy__b1c465502b79,COMPLETED,2,,4,2026-07-30T22:02:32.806690
NB48_LOSS_122__opening_one_energy__03d50a3aeb83,COMPLETED,2,,4,2026-07-30T22:02:32.814263
NB48_LOSS_122__early_pressure__0dc9b19831f2,COMPLETED,2,,4,2026-07-30T22:02:32.821675
NB48_LOSS_122__balanced_midgame__87250ce26397,COMPLETED,2,,4,2026-07-30T22:02:32.829806
NB48_LOSS_122__player_under_pressure__bb450082c558,COMPLETED,2,,4,2026-07-30T22:02:32.838132
NB48_LOSS_122__opponent_under_pressure__bc5db4d15430,COMPLETED,2,,4,2026-07-30T22:02:32.846000
NB48_LOSS_122__late_game_prize_pressure__62f09ebb13e9,COMPLETED,2,,4,2026-07-30T22:02:32.854182
NB48_LOSS_122__critical_hp_decision__89f38d910c68,COMPLETED,2,,4,2026-07-30T22:02:32.862407
NB48_LOSS_122__counterfactual_side_early__4e84bb63c378,COMPLETED,2,,4,2026-07-30T22:02:32.869988
