variant_id,source_scenario_id,dataset_split
NB48_LOSS_174__counterfactual_side_early__19566580d8b6,NB48_LOSS_174,train
NB48_LOSS_174__counterfactual_side_late__d1b1ba98e53f,NB48_LOSS_174,train
NB48_LOSS_174__critical_hp_decision__0a9a3c93f4ac,NB48_LOSS_174,train
NB48_LOSS_174__early_pressure__1ad1d884d8ff,NB48_LOSS_174,train
NB48_LOSS_174__late_game_prize_pressure__20affd605c7a,NB48_LOSS_174,train
NB48_LOSS_174__opening_one_energy__39ff3e1c14e6,NB48_LOSS_174,train
NB48_LOSS_174__opening_zero_energy__f791cfa9f0f8,NB48_LOSS_174,train
NB48_LOSS_174__opponent_under_pressure__8ce63db54575,NB48_LOSS_174,train
NB48_LOSS_174__player_under_pressure__70b36ae9dabe,NB48_LOSS_174,train
NB48_LOSS_176__balanced_midgame__e46a8758a2ab,NB48_LOSS_176,test
NB48_LOSS_176__counterfactual_side_early__323a84878337,NB48_LOSS_176,test
NB48_LOSS_176__counterfactual_side_late__a501140e2efe,NB48_LOSS_176,test
NB48_LOSS_176__critical_hp_decision__12f3bd274ca7,NB48_LOSS_176,test
NB48_LOSS_176__early_pressure__d0851bc1e37c,NB48_LOSS_176,test
NB48_LOSS_176__late_game_prize_pressure__7aeec92f3491,NB48_LOSS_176,test
NB48_LOSS_176__opening_one_energy__1679ec57d964,NB48_LOSS_176,test
NB48_LOSS_176__opening_zero_energy__6903cda1a084,NB48_LOSS_176,test
NB48_LOSS_176__opponent_under_pressure__a4458c2dbaad,NB48_LOSS_176,test
NB48_LOSS_176__player_under_pressure__12fff893ec75,NB48_LOSS_176,test
NB48_LOSS_178__balanced_midgame__60ef3cdd01da,NB48_LOSS_178,train
NB48_LOSS_178__counterfactual_side_early__d394cf5f7e2d,NB48_LOSS_178,train
NB48_LOSS_178__counterfactual_side_late__a4d7d08b5baf,NB48_LOSS_178,train
NB48_LOSS_178__critical_hp_decision__8a1a82f5fd32,NB48_LOSS_178,train
NB48_LOSS_178__early_pressure__ebda4c4002d8,NB48_LOSS_178,train
NB48_LOSS_178__late_game_prize_pressure__b8903b3aeb69,NB48_LOSS_178,train
NB48_LOSS_178__opening_one_energy__ca9174a4edfd,NB48_LOSS_178,train
NB48_LOSS_178__opening_zero_energy__afa1c6061169,NB48_LOSS_178,train
NB48_LOSS_178__opponent_under_pressure__8408b7a4e845,NB48_LOSS_178,train
NB48_LOSS_178__player_under_pressure__89405e31eb14,NB48_LOSS_178,train
NB48_LOSS_182__balanced_midgame__9c680f66fce2,NB48_LOSS_182,validation
NB48_LOSS_182__counterfactual_side_early__92e666c8bba0,NB48_LOSS_182,validation
NB48_LOSS_182__counterfactual_side_late__e2863cbb5010,NB48_LOSS_182,validation
NB48_LOSS_182__critical_hp_decision__6cda8cbb72aa,NB48_LOSS_182,validation
NB48_LOSS_182__early_pressure__9c062268e771,NB48_LOSS_182,validation
NB48_LOSS_182__late_game_prize_pressure__a1ca5e06639e,NB48_LOSS_182,validation
NB48_LOSS_182__opening_one_energy__ac200cd852a9,NB48_LOSS_182,validation
NB48_LOSS_182__opening_zero_energy__5ae5b4d080b1,NB48_LOSS_182,validation
NB48_LOSS_182__opponent_under_pressure__358ff1c8d15c,NB48_LOSS_182,validation
NB48_LOSS_182__player_under_pressure__3c072613ad7c,NB48_LOSS_182,validation
NB48_LOSS_183__balanced_midgame__70a5727f90b0,NB48_LOSS_183,validation
NB48_LOSS_183__counterfactual_side_early__b9734971ecdf,NB48_LOSS_183,validation
NB48_LOSS_183__counterfactual_side_late__91ba65902e21,NB48_LOSS_183,validation
NB48_LOSS_183__critical_hp_decision__0cec324fa150,NB48_LOSS_183,validation
NB48_LOSS_183__early_pressure__58f55ac209b6,NB48_LOSS_183,validation
NB48_LOSS_183__late_game_prize_pressure__44caf68110e3,NB48_LOSS_183,validation
NB48_LOSS_183__opening_one_energy__d521a5df9d92,NB48_LOSS_183,validation
NB48_LOSS_183__opening_zero_energy__10baa8da81a7,NB48_LOSS_183,validation
NB48_LOSS_183__opponent_under_pressure__39dd605dc292,NB48_LOSS_183,validation
NB48_LOSS_183__player_under_pressure__351403b94b97,NB48_LOSS_183,validation
NB48_LOSS_186__balanced_midgame__a4aab87763f6,NB48_LOSS_186,test
NB48_LOSS_186__counterfactual_side_early__5058ff9de375,NB48_LOSS_186,test
NB48_LOSS_186__counterfactual_side_late__e88125f4fd86,NB48_LOSS_186,test
NB48_LOSS_186__critical_hp_decision__a26ee6c5a54b,NB48_LOSS_186,test
NB48_LOSS_186__early_pressure__0c799d7f85b9,NB48_LOSS_186,test
NB48_LOSS_186__late_game_prize_pressure__49c844c84ef6,NB48_LOSS_186,test
NB48_LOSS_186__opening_one_energy__1f808b9d1bbc,NB48_LOSS_186,test
NB48_LOSS_186__opening_zero_energy__27b2dbb7cabf,NB48_LOSS_186,test
NB48_LOSS_186__opponent_under_pressure__b4159f52ce64,NB48_LOSS_186,test
NB48_LOSS_186__player_under_pressure__327c3ddd6478,NB48_LOSS_186,test
NB48_LOSS_188__balanced_midgame__cc4794feaa11,NB48_LOSS_188,train
NB48_LOSS_188__counterfactual_side_early__1945cb46dbe3,NB48_LOSS_188,train
NB48_LOSS_188__counterfactual_side_late__478588811081,NB48_LOSS_188,train
NB48_LOSS_188__critical_hp_decision__c773190371df,NB48_LOSS_188,train
NB48_LOSS_188__early_pressure__d27ea00c7dad,NB48_LOSS_188,train
NB48_LOSS_188__late_game_prize_pressure__54fdfc058ec4,NB48_LOSS_188,train
NB48_LOSS_188__opening_one_energy__0eed663ae388,NB48_LOSS_188,train
NB48_LOSS_188__opening_zero_energy__7501972b4846,NB48_LOSS_188,train
NB48_LOSS_188__opponent_under_pressure__2c08ed7d6518,NB48_LOSS_188,train
NB48_LOSS_188__player_under_pressure__e0cfb8e2474d,NB48_LOSS_188,train
NB48_LOSS_190__balanced_midgame__700e06aaf9dc,NB48_LOSS_190,train
NB48_LOSS_190__counterfactual_side_early__da5b81beb61e,NB48_LOSS_190,train
NB48_LOSS_190__counterfactual_side_late__cc631b155246,NB48_LOSS_190,train
NB48_LOSS_190__critical_hp_decision__84a5dc05d9fa,NB48_LOSS_190,train
NB48_LOSS_190__early_pressure__b56c94b2901f,NB48_LOSS_190,train
NB48_LOSS_190__late_game_prize_pressure__68e10aa34c43,NB48_LOSS_190,train
NB48_LOSS_190__opening_one_energy__635e4435e68e,NB48_LOSS_190,train
NB48_LOSS_190__opening_zero_energy__2a18e41572d4,NB48_LOSS_190,train
NB48_LOSS_190__opponent_under_pressure__14fe537e877e,NB48_LOSS_190,train
NB48_LOSS_190__player_under_pressure__192af7b47566,NB48_LOSS_190,train
NB48_LOSS_194__balanced_midgame__ec3382b33771,NB48_LOSS_194,train
NB48_LOSS_194__counterfactual_side_early__446ceb337eef,NB48_LOSS_194,train
NB48_LOSS_194__counterfactual_side_late__0e4d1b78bca6,NB48_LOSS_194,train
NB48_LOSS_194__critical_hp_decision__48cc1ec1527f,NB48_LOSS_194,train
NB48_LOSS_194__early_pressure__90dc41c8cb9d,NB48_LOSS_194,train
NB48_LOSS_194__late_game_prize_pressure__d1f233f3e9dc,NB48_LOSS_194,train
NB48_LOSS_194__opening_one_energy__a47329f62163,NB48_LOSS_194,train
NB48_LOSS_194__opening_zero_energy__32e687ee8281,NB48_LOSS_194,train
NB48_LOSS_194__opponent_under_pressure__412dd91085db,NB48_LOSS_194,train
NB48_LOSS_194__player_under_pressure__2c804a3cc93e,NB48_LOSS_194,train
NB48_LOSS_195__balanced_midgame__4db909e3f787,NB48_LOSS_195,test
NB48_LOSS_195__counterfactual_side_early__9c94b0c9022b,NB48_LOSS_195,test
NB48_LOSS_195__counterfactual_side_late__dd0483898d25,NB48_LOSS_195,test
NB48_LOSS_195__critical_hp_decision__e923c08a3cb2,NB48_LOSS_195,test
NB48_LOSS_195__early_pressure__1dc57da6a531,NB48_LOSS_195,test
NB48_LOSS_195__late_game_prize_pressure__05c31b87ce78,NB48_LOSS_195,test
NB48_LOSS_195__opening_one_energy__eac410b216ea,NB48_LOSS_195,test
NB48_LOSS_195__opening_zero_energy__df30b82a0931,NB48_LOSS_195,test
NB48_LOSS_195__opponent_under_pressure__5592ee633990,NB48_LOSS_195,test
NB48_LOSS_195__player_under_pressure__e72da218684c,NB48_LOSS_195,test
NB48_LOSS_198__balanced_midgame__bd8f8c7ac219,NB48_LOSS_198,train
NB48_LOSS_198__counterfactual_side_early__d739a7eb7b6e,NB48_LOSS_198,train
NB48_LOSS_198__counterfactual_side_late__81dfa64844bd,NB48_LOSS_198,train
NB48_LOSS_198__critical_hp_decision__6109bc590935,NB48_LOSS_198,train
NB48_LOSS_198__early_pressure__6879169ad4fa,NB48_LOSS_198,train
NB48_LOSS_198__late_game_prize_pressure__8a90cae1c9de,NB48_LOSS_198,train
NB48_LOSS_198__opening_one_energy__f39c3bf23751,NB48_LOSS_198,train
NB48_LOSS_198__opening_zero_energy__6b9050471e58,NB48_LOSS_198,train
NB48_LOSS_198__opponent_under_pressure__2edfc25c346e,NB48_LOSS_198,train
NB48_LOSS_198__player_under_pressure__a1c399e7605a,NB48_LOSS_198,train
NB48_LOSS_2__balanced_midgame__f8eac8a1a5c6,NB48_LOSS_2,validation
NB48_LOSS_2__counterfactual_side_early__2b2e318bd901,NB48_LOSS_2,validation
NB48_LOSS_2__counterfactual_side_late__378e9a727c3c,NB48_LOSS_2,validation
NB48_LOSS_2__critical_hp_decision__28660a896741,NB48_LOSS_2,validation
NB48_LOSS_2__early_pressure__a3b1d7de5bdb,NB48_LOSS_2,validation
NB48_LOSS_2__late_game_prize_pressure__c8a2749f629a,NB48_LOSS_2,validation
NB48_LOSS_2__opening_one_energy__078291688869,NB48_LOSS_2,validation
NB48_LOSS_2__opening_zero_energy__72b4c0a3c175,NB48_LOSS_2,validation
NB48_LOSS_2__opponent_under_pressure__489c31dd56b1,NB48_LOSS_2,validation
NB48_LOSS_2__player_under_pressure__6fbe8e3c256b,NB48_LOSS_2,validation
NB48_LOSS_200__balanced_midgame__48a4a2c82351,NB48_LOSS_200,train
NB48_LOSS_200__counterfactual_side_early__883b621ba7ca,NB48_LOSS_200,train
NB48_LOSS_200__counterfactual_side_late__109355a09f2e,NB48_LOSS_200,train
NB48_LOSS_200__critical_hp_decision__be04c8dfa30f,NB48_LOSS_200,train
NB48_LOSS_200__early_pressure__9c25bd0113c8,NB48_LOSS_200,train
NB48_LOSS_200__late_game_prize_pressure__d6f89f48b44a,NB48_LOSS_200,train
NB48_LOSS_200__opening_one_energy__06e1bb640aac,NB48_LOSS_200,train
NB48_LOSS_200__opening_zero_energy__1b664f9de86d,NB48_LOSS_200,train
NB48_LOSS_200__opponent_under_pressure__8ef3d58f0e2c,NB48_LOSS_200,train
NB48_LOSS_200__player_under_pressure__42b849985bcf,NB48_LOSS_200,train
NB48_LOSS_202__balanced_midgame__407073fe698b,NB48_LOSS_202,train
NB48_LOSS_202__counterfactual_side_early__709a15577344,NB48_LOSS_202,train
NB48_LOSS_202__counterfactual_side_late__f57171c00484,NB48_LOSS_202,train
NB48_LOSS_202__critical_hp_decision__f440b9ca157b,NB48_LOSS_202,train
NB48_LOSS_202__early_pressure__c57ff1534cac,NB48_LOSS_202,train
NB48_LOSS_202__late_game_prize_pressure__1d221c2d7674,NB48_LOSS_202,train
NB48_LOSS_202__opening_one_energy__ab2c5f38346d,NB48_LOSS_202,train
NB48_LOSS_202__opening_zero_energy__edf2ad7fa5d7,NB48_LOSS_202,train
NB48_LOSS_202__opponent_under_pressure__27667240158e,NB48_LOSS_202,train
NB48_LOSS_202__player_under_pressure__5d966d30bc27,NB48_LOSS_202,train
NB48_LOSS_204__balanced_midgame__7245ed541328,NB48_LOSS_204,train
NB48_LOSS_204__counterfactual_side_early__35e0ede11891,NB48_LOSS_204,train
NB48_LOSS_204__counterfactual_side_late__f0a81cac4bb0,NB48_LOSS_204,train
NB48_LOSS_204__critical_hp_decision__821c8f3d89e9,NB48_LOSS_204,train
NB48_LOSS_204__early_pressure__954bea776c08,NB48_LOSS_204,train
NB48_LOSS_204__late_game_prize_pressure__376584c37a9c,NB48_LOSS_204,train
NB48_LOSS_204__opening_one_energy__1d3b3f5f42e7,NB48_LOSS_204,train
NB48_LOSS_204__opening_zero_energy__0466557ddea8,NB48_LOSS_204,train
NB48_LOSS_204__opponent_under_pressure__514c9d11c151,NB48_LOSS_204,train
NB48_LOSS_204__player_under_pressure__70c5279f8e20,NB48_LOSS_204,train
NB48_LOSS_206__balanced_midgame__74e9ec925fcf,NB48_LOSS_206,train
NB48_LOSS_206__counterfactual_side_early__3b899be5ba61,NB48_LOSS_206,train
NB48_LOSS_206__counterfactual_side_late__3db845d2f1b3,NB48_LOSS_206,train
NB48_LOSS_206__critical_hp_decision__bb1c0eed9c53,NB48_LOSS_206,train
NB48_LOSS_206__early_pressure__989ae904ea8f,NB48_LOSS_206,train
NB48_LOSS_206__late_game_prize_pressure__28813226caf0,NB48_LOSS_206,train
NB48_LOSS_206__opening_one_energy__e6e4c6eb8693,NB48_LOSS_206,train
NB48_LOSS_206__opening_zero_energy__35672529806e,NB48_LOSS_206,train
NB48_LOSS_206__opponent_under_pressure__f1ac5e310ccd,NB48_LOSS_206,train
NB48_LOSS_206__player_under_pressure__058acdc3b2fa,NB48_LOSS_206,train
NB48_LOSS_210__balanced_midgame__d89fabf87fa0,NB48_LOSS_210,test
NB48_LOSS_210__counterfactual_side_early__e00d2d7e1dd2,NB48_LOSS_210,test
NB48_LOSS_210__counterfactual_side_late__25fa8c16d8d3,NB48_LOSS_210,test
NB48_LOSS_210__critical_hp_decision__276a437e6d73,NB48_LOSS_210,test
NB48_LOSS_210__early_pressure__7ad6bf2f28f4,NB48_LOSS_210,test
NB48_LOSS_210__late_game_prize_pressure__0bdf00313bb3,NB48_LOSS_210,test
NB48_LOSS_210__opening_one_energy__901471d46848,NB48_LOSS_210,test
NB48_LOSS_210__opening_zero_energy__6c0563a01a15,NB48_LOSS_210,test
NB48_LOSS_210__opponent_under_pressure__3444475a2602,NB48_LOSS_210,test
NB48_LOSS_210__player_under_pressure__872ebc12204e,NB48_LOSS_210,test
NB48_LOSS_211__balanced_midgame__04af6414a728,NB48_LOSS_211,train
NB48_LOSS_211__counterfactual_side_early__22d44e07bf1c,NB48_LOSS_211,train
NB48_LOSS_211__counterfactual_side_late__f258a7f3817c,NB48_LOSS_211,train
NB48_LOSS_211__critical_hp_decision__a0f2fad0fda1,NB48_LOSS_211,train
NB48_LOSS_211__early_pressure__d930f8072c51,NB48_LOSS_211,train
NB48_LOSS_211__late_game_prize_pressure__80a06950e5c9,NB48_LOSS_211,train
NB48_LOSS_211__opening_one_energy__482a6851dbd4,NB48_LOSS_211,train
NB48_LOSS_211__opening_zero_energy__10939a7066e4,NB48_LOSS_211,train
NB48_LOSS_211__opponent_under_pressure__ebfe3ab7fb61,NB48_LOSS_211,train
NB48_LOSS_211__player_under_pressure__c5e7728bd9d9,NB48_LOSS_211,train
NB48_LOSS_214__balanced_midgame__c85eb9419afb,NB48_LOSS_214,train
NB48_LOSS_214__counterfactual_side_early__81675742a2d2,NB48_LOSS_214,train
NB48_LOSS_214__counterfactual_side_late__c9740dd638be,NB48_LOSS_214,train
NB48_LOSS_214__critical_hp_decision__eafcbd2404cf,NB48_LOSS_214,train
NB48_LOSS_214__early_pressure__1b58a8eedfcf,NB48_LOSS_214,train
NB48_LOSS_214__late_game_prize_pressure__ae99b3d011ab,NB48_LOSS_214,train
NB48_LOSS_214__opening_one_energy__87ef7ddfaeab,NB48_LOSS_214,train
NB48_LOSS_214__opening_zero_energy__601a2b55c9f0,NB48_LOSS_214,train
NB48_LOSS_214__opponent_under_pressure__1d12da509494,NB48_LOSS_214,train
NB48_LOSS_214__player_under_pressure__1fa48d0faf62,NB48_LOSS_214,train
NB48_LOSS_216__balanced_midgame__6c9466ca2634,NB48_LOSS_216,train
NB48_LOSS_216__counterfactual_side_early__26795b53438d,NB48_LOSS_216,train
NB48_LOSS_216__counterfactual_side_late__84b6e6281f96,NB48_LOSS_216,train
NB48_LOSS_216__critical_hp_decision__cea3cb652181,NB48_LOSS_216,train
NB48_LOSS_216__early_pressure__7bda6b7f9aa2,NB48_LOSS_216,train
NB48_LOSS_216__late_game_prize_pressure__894eed0c8ad3,NB48_LOSS_216,train
NB48_LOSS_216__opening_one_energy__eabd5b37f5d3,NB48_LOSS_216,train
NB48_LOSS_216__opening_zero_energy__f2d46703abcb,NB48_LOSS_216,train
NB48_LOSS_216__opponent_under_pressure__8c89efe56663,NB48_LOSS_216,train
NB48_LOSS_216__player_under_pressure__3348aa267689,NB48_LOSS_216,train
NB48_LOSS_218__balanced_midgame__278c271750fa,NB48_LOSS_218,train
NB48_LOSS_218__counterfactual_side_early__5f1111ab7941,NB48_LOSS_218,train
NB48_LOSS_218__counterfactual_side_late__58e630537645,NB48_LOSS_218,train
NB48_LOSS_218__critical_hp_decision__5b7d60a1eb95,NB48_LOSS_218,train
NB48_LOSS_218__early_pressure__2ce5136df477,NB48_LOSS_218,train
NB48_LOSS_218__late_game_prize_pressure__5267333c8b2f,NB48_LOSS_218,train
NB48_LOSS_218__opening_one_energy__5a6c3d01011c,NB48_LOSS_218,train
NB48_LOSS_218__opening_zero_energy__b4185f4b938d,NB48_LOSS_218,train
NB48_LOSS_218__opponent_under_pressure__38ae179b4ef0,NB48_LOSS_218,train
NB48_LOSS_218__player_under_pressure__07601bdf2184,NB48_LOSS_218,train
NB48_LOSS_22__balanced_midgame__a74c3311f49f,NB48_LOSS_22,test
NB48_LOSS_22__counterfactual_side_early__327bea89ba04,NB48_LOSS_22,test
NB48_LOSS_22__counterfactual_side_late__0d12cd3aea69,NB48_LOSS_22,test
NB48_LOSS_22__critical_hp_decision__081a6a309f5e,NB48_LOSS_22,test
NB48_LOSS_22__early_pressure__0ad109a4e108,NB48_LOSS_22,test
NB48_LOSS_22__late_game_prize_pressure__29e19e559ad8,NB48_LOSS_22,test
NB48_LOSS_22__opening_one_energy__146b8a4eb306,NB48_LOSS_22,test
NB48_LOSS_22__opening_zero_energy__8a391fecc09b,NB48_LOSS_22,test
NB48_LOSS_22__opponent_under_pressure__cacdf2caa3b7,NB48_LOSS_22,test
NB48_LOSS_22__player_under_pressure__1de967ea3824,NB48_LOSS_22,test
NB48_LOSS_222__balanced_midgame__5a5ebf9b26d0,NB48_LOSS_222,train
NB48_LOSS_222__counterfactual_side_early__81ce15008cd8,NB48_LOSS_222,train
NB48_LOSS_222__counterfactual_side_late__38e661db0541,NB48_LOSS_222,train
NB48_LOSS_222__critical_hp_decision__98475b8b7670,NB48_LOSS_222,train
NB48_LOSS_222__early_pressure__19c7bcdb1c90,NB48_LOSS_222,train
NB48_LOSS_222__late_game_prize_pressure__deeb5d2f91b1,NB48_LOSS_222,train
NB48_LOSS_222__opening_one_energy__ced5f9929120,NB48_LOSS_222,train
NB48_LOSS_222__opening_zero_energy__c38e79a394da,NB48_LOSS_222,train
NB48_LOSS_222__opponent_under_pressure__476e1aa13eed,NB48_LOSS_222,train
NB48_LOSS_222__player_under_pressure__b48388b677da,NB48_LOSS_222,train
NB48_LOSS_223__balanced_midgame__8ee81d28fdeb,NB48_LOSS_223,train
NB48_LOSS_223__counterfactual_side_early__e96bf836c11e,NB48_LOSS_223,train
NB48_LOSS_223__counterfactual_side_late__d9c76b3b79ad,NB48_LOSS_223,train
NB48_LOSS_223__critical_hp_decision__b4541a6bb69f,NB48_LOSS_223,train
NB48_LOSS_223__early_pressure__255a6cba588a,NB48_LOSS_223,train
NB48_LOSS_223__late_game_prize_pressure__7f2807c223d2,NB48_LOSS_223,train
NB48_LOSS_223__opening_one_energy__5f701fbce1d4,NB48_LOSS_223,train
NB48_LOSS_223__opening_zero_energy__bc6438d68a11,NB48_LOSS_223,train
NB48_LOSS_223__opponent_under_pressure__4bf26d62ede1,NB48_LOSS_223,train
NB48_LOSS_223__player_under_pressure__4578f1a96628,NB48_LOSS_223,train
NB48_LOSS_226__balanced_midgame__934cf9877ff8,NB48_LOSS_226,validation
NB48_LOSS_226__counterfactual_side_early__dd3ef72ec770,NB48_LOSS_226,validation
NB48_LOSS_226__counterfactual_side_late__1403abb2ec78,NB48_LOSS_226,validation
NB48_LOSS_226__critical_hp_decision__41449ad8a139,NB48_LOSS_226,validation
NB48_LOSS_226__early_pressure__f6427d4fcd76,NB48_LOSS_226,validation
NB48_LOSS_226__late_game_prize_pressure__6f19235fadfc,NB48_LOSS_226,validation
NB48_LOSS_226__opening_one_energy__ab29aeb74f21,NB48_LOSS_226,validation
NB48_LOSS_226__opening_zero_energy__2e44d8b0157f,NB48_LOSS_226,validation
NB48_LOSS_226__opponent_under_pressure__619165bfbfc4,NB48_LOSS_226,validation
NB48_LOSS_226__player_under_pressure__c72733907abf,NB48_LOSS_226,validation
NB48_LOSS_228__balanced_midgame__27ab46f1c0e9,NB48_LOSS_228,validation
NB48_LOSS_228__counterfactual_side_early__63b4a1a74f52,NB48_LOSS_228,validation
NB48_LOSS_228__counterfactual_side_late__f819695ede9f,NB48_LOSS_228,validation
NB48_LOSS_228__critical_hp_decision__f505270a1074,NB48_LOSS_228,validation
NB48_LOSS_228__early_pressure__a5ba2ad82f78,NB48_LOSS_228,validation
NB48_LOSS_228__late_game_prize_pressure__49207742501b,NB48_LOSS_228,validation
NB48_LOSS_228__opening_one_energy__433d51cb36b4,NB48_LOSS_228,validation
NB48_LOSS_228__opening_zero_energy__4943243dc623,NB48_LOSS_228,validation
NB48_LOSS_228__opponent_under_pressure__86095c345aa7,NB48_LOSS_228,validation
NB48_LOSS_228__player_under_pressure__2ab68617a760,NB48_LOSS_228,validation
NB48_LOSS_230__balanced_midgame__21c81036be65,NB48_LOSS_230,train
NB48_LOSS_230__counterfactual_side_early__318290dbe50e,NB48_LOSS_230,train
NB48_LOSS_230__counterfactual_side_late__107a1c510a66,NB48_LOSS_230,train
NB48_LOSS_230__critical_hp_decision__839f0f240c50,NB48_LOSS_230,train
NB48_LOSS_230__early_pressure__bd4af04895fb,NB48_LOSS_230,train
NB48_LOSS_230__late_game_prize_pressure__a063bc072403,NB48_LOSS_230,train
NB48_LOSS_230__opening_one_energy__2feb7b93f2cd,NB48_LOSS_230,train
NB48_LOSS_230__opening_zero_energy__a261be720a71,NB48_LOSS_230,train
NB48_LOSS_230__opponent_under_pressure__dd46361538b1,NB48_LOSS_230,train
NB48_LOSS_230__player_under_pressure__cc06266f9949,NB48_LOSS_230,train
NB48_LOSS_234__balanced_midgame__dc62956812d9,NB48_LOSS_234,train
NB48_LOSS_234__counterfactual_side_early__6c2a3891c8ce,NB48_LOSS_234,train
NB48_LOSS_234__counterfactual_side_late__f95a6d06abce,NB48_LOSS_234,train
NB48_LOSS_234__critical_hp_decision__e9a52c5278c6,NB48_LOSS_234,train
NB48_LOSS_234__early_pressure__2d7034c2a9c3,NB48_LOSS_234,train
NB48_LOSS_234__late_game_prize_pressure__9216eb531d51,NB48_LOSS_234,train
NB48_LOSS_234__opening_one_energy__6c4aa92646ac,NB48_LOSS_234,train
NB48_LOSS_234__opening_zero_energy__5f3a21c5a62b,NB48_LOSS_234,train
NB48_LOSS_234__opponent_under_pressure__f22447d340e2,NB48_LOSS_234,train
NB48_LOSS_234__player_under_pressure__ab8f5a65f89a,NB48_LOSS_234,train
NB48_LOSS_235__balanced_midgame__3625100f412c,NB48_LOSS_235,train
NB48_LOSS_235__counterfactual_side_early__1077502f28ab,NB48_LOSS_235,train
NB48_LOSS_235__counterfactual_side_late__4de05d469482,NB48_LOSS_235,train
NB48_LOSS_235__critical_hp_decision__eaa998445a11,NB48_LOSS_235,train
NB48_LOSS_235__early_pressure__81233f8a41cd,NB48_LOSS_235,train
NB48_LOSS_235__late_game_prize_pressure__c96608870e6a,NB48_LOSS_235,train
NB48_LOSS_235__opening_one_energy__4a305de30147,NB48_LOSS_235,train
NB48_LOSS_235__opening_zero_energy__29dcbc260035,NB48_LOSS_235,train
NB48_LOSS_235__opponent_under_pressure__5eb0815d6e8f,NB48_LOSS_235,train
NB48_LOSS_235__player_under_pressure__14e9e743a887,NB48_LOSS_235,train
NB48_LOSS_238__balanced_midgame__11f1b807875a,NB48_LOSS_238,train
NB48_LOSS_238__counterfactual_side_early__8a8f0d77e17f,NB48_LOSS_238,train
NB48_LOSS_238__counterfactual_side_late__83144822eebd,NB48_LOSS_238,train
NB48_LOSS_238__critical_hp_decision__da7568823404,NB48_LOSS_238,train
NB48_LOSS_238__early_pressure__a4a2bfb88072,NB48_LOSS_238,train
NB48_LOSS_238__late_game_prize_pressure__3bbbeba879da,NB48_LOSS_238,train
NB48_LOSS_238__opening_one_energy__268a16790a05,NB48_LOSS_238,train
NB48_LOSS_238__opening_zero_energy__a279de2bdb52,NB48_LOSS_238,train
NB48_LOSS_238__opponent_under_pressure__43f10458845f,NB48_LOSS_238,train
NB48_LOSS_238__player_under_pressure__c4c89f08d1b0,NB48_LOSS_238,train
NB48_LOSS_240__balanced_midgame__67c4cab2d448,NB48_LOSS_240,validation
NB48_LOSS_240__counterfactual_side_early__70b2f56cf980,NB48_LOSS_240,validation
NB48_LOSS_240__counterfactual_side_late__d908aca4d7ba,NB48_LOSS_240,validation
NB48_LOSS_240__critical_hp_decision__747de985f320,NB48_LOSS_240,validation
NB48_LOSS_240__early_pressure__fdc7adcb78ec,NB48_LOSS_240,validation
NB48_LOSS_240__late_game_prize_pressure__0f56dc2fb51b,NB48_LOSS_240,validation
NB48_LOSS_240__opening_one_energy__3c42f234449e,NB48_LOSS_240,validation
NB48_LOSS_240__opening_zero_energy__ed8074dd298f,NB48_LOSS_240,validation
NB48_LOSS_240__opponent_under_pressure__bb86e83ea7ec,NB48_LOSS_240,validation
NB48_LOSS_240__player_under_pressure__1e918c4601c7,NB48_LOSS_240,validation
NB48_LOSS_242__balanced_midgame__3e52b5fae3ee,NB48_LOSS_242,train
NB48_LOSS_242__counterfactual_side_early__fd5f43e80d76,NB48_LOSS_242,train
NB48_LOSS_242__counterfactual_side_late__1dd147e61b98,NB48_LOSS_242,train
NB48_LOSS_242__critical_hp_decision__861a26dcb0e7,NB48_LOSS_242,train
NB48_LOSS_242__early_pressure__f3d87349f2c6,NB48_LOSS_242,train
NB48_LOSS_242__late_game_prize_pressure__577fc5cf2ea6,NB48_LOSS_242,train
NB48_LOSS_242__opening_one_energy__46e23040b598,NB48_LOSS_242,train
NB48_LOSS_242__opening_zero_energy__6ba5cf310b59,NB48_LOSS_242,train
NB48_LOSS_242__opponent_under_pressure__72c395e65510,NB48_LOSS_242,train
NB48_LOSS_242__player_under_pressure__b689de94e018,NB48_LOSS_242,train
NB48_LOSS_246__balanced_midgame__f8b4f7afff69,NB48_LOSS_246,train
NB48_LOSS_246__counterfactual_side_early__16086c75452f,NB48_LOSS_246,train
NB48_LOSS_246__counterfactual_side_late__3f9c8499ce24,NB48_LOSS_246,train
NB48_LOSS_246__critical_hp_decision__6e8b48ffdd18,NB48_LOSS_246,train
NB48_LOSS_246__early_pressure__3d353b4df5e8,NB48_LOSS_246,train
NB48_LOSS_246__late_game_prize_pressure__24ac9c211fe0,NB48_LOSS_246,train
NB48_LOSS_246__opening_one_energy__318c0af4397c,NB48_LOSS_246,train
NB48_LOSS_246__opening_zero_energy__3f2777ed6a06,NB48_LOSS_246,train
NB48_LOSS_246__opponent_under_pressure__251b76bb8eed,NB48_LOSS_246,train
NB48_LOSS_246__player_under_pressure__34242d5612bb,NB48_LOSS_246,train
NB48_LOSS_247__balanced_midgame__bddfd7a1723e,NB48_LOSS_247,train
NB48_LOSS_247__counterfactual_side_early__4b915583ddc0,NB48_LOSS_247,train
