example_id,variant_id,source_scenario_id,source_match_id,variant_name,variant_seed,queue_position,curriculum_priority,hard_example_rank,side_mode,source_side,current_side,baseline_name,player_card,opponent_card,turn_number,player_energy,opponent_energy,player_damage,opponent_damage,prize_cards_remaining,hand_size,state_key,legal_move_count,legal_moves,expert_move,expert_move_key,value_target,search_depth_requested,search_depth_reached,search_nodes,search_elapsed_seconds,search_timed_out,principal_variation,raw_search_result,search_success,sample_weight,dataset_split
NB48_LOSS_242__opening_zero_energy__6ba5cf310b59,NB48_LOSS_242__opening_zero_energy__6ba5cf310b59,NB48_LOSS_242,242,opening_zero_energy,3533222504,25,6.0,25,PRESERVE,Opponent,Opponent,Depth-6 Search Baseline,Meowth,Eevee,1,0,0,0.0,0.0,6,7,"[[[[""1071"", ""Meowth ex""], 170.0, 0, ""None"", 0.0, true], [], 6, 7], [[[""43"", ""Eevee""], 50.0, 0, ""None"", 0.0, true], [], 6, 7], 1, ""Opponent""]",1,"[""Pass""]",Pass,"[""Pass"", 0.0, 0, ""No legal attack was available.""]",-0.0,4,4,,0.0041293000031146,False,"[{""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}]","{""__type__"": ""SearchResult"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""best_move"": {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, ""score"": -0.0, ""completed_depth"": 4, ""principal_variation"": [{""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}], ""stats"": {""__type__"": ""SearchStats"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""nodes"": 5, ""leaf_nodes"": 1, ""terminal_nodes"": 0, ""cutoffs"": 0, ""transposition_hits"": 0, ""transposition_stores"": 4, ""transposition_cutoffs"": 0, ""killer_hits"": 0, ""killer_stores"": 0, ""history_hits"": 0, ""history_updates"": 0, ""completed_depth"": 4, ""elapsed_seconds"": 0.00045449999743141234, ""depth_nodes"": {""4"": 5}, ""depth_times"": {""4"": 0.00045449999743141234}}}}}",True,1.6335,train
NB48_LOSS_242__opponent_under_pressure__72c395e65510,NB48_LOSS_242__opponent_under_pressure__72c395e65510,NB48_LOSS_242,242,opponent_under_pressure,2201779739,25,6.0,25,PRESERVE,Opponent,Opponent,Depth-6 Search Baseline,Meowth,Eevee,6,3,2,25.5,25.0,4,5,"[[[[""1071"", ""Meowth ex""], 144.5, 3, ""None"", 25.5, true], [], 4, 5], [[[""43"", ""Eevee""], 25.0, 2, ""None"", 25.0, true], [], 4, 5], 6, ""Opponent""]",1,"[""Pass""]",Pass,"[""Pass"", 0.0, 0, ""No legal attack was available.""]",-43.0,4,4,,0.004707000000053,False,"[{""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}]","{""__type__"": ""SearchResult"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""best_move"": {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, ""score"": -43.0, ""completed_depth"": 4, ""principal_variation"": [{""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}], ""stats"": {""__type__"": ""SearchStats"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""nodes"": 5, ""leaf_nodes"": 1, ""terminal_nodes"": 0, ""cutoffs"": 0, ""transposition_hits"": 0, ""transposition_stores"": 4, ""transposition_cutoffs"": 0, ""killer_hits"": 0, ""killer_stores"": 0, ""history_hits"": 0, ""history_updates"": 0, ""completed_depth"": 4, ""elapsed_seconds"": 0.0004045000023324974, ""depth_nodes"": {""4"": 5}, ""depth_times"": {""4"": 0.0004045000023324974}}}}}",True,1.6335,train
NB48_LOSS_242__player_under_pressure__b689de94e018,NB48_LOSS_242__player_under_pressure__b689de94e018,NB48_LOSS_242,242,player_under_pressure,4277091495,25,6.0,25,PRESERVE,Opponent,Opponent,Depth-6 Search Baseline,Meowth,Eevee,6,2,3,85.0,7.5,4,4,"[[[[""1071"", ""Meowth ex""], 85.0, 2, ""None"", 85.0, true], [], 4, 4], [[[""43"", ""Eevee""], 42.5, 3, ""None"", 7.5, true], [], 4, 4], 6, ""Opponent""]",1,"[""Pass""]",Pass,"[""Pass"", 0.0, 0, ""No legal attack was available.""]",43.0,4,4,,0.0039825999992899,False,"[{""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}]","{""__type__"": ""SearchResult"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""best_move"": {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, ""score"": 43.0, ""completed_depth"": 4, ""principal_variation"": [{""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}], ""stats"": {""__type__"": ""SearchStats"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""nodes"": 5, ""leaf_nodes"": 1, ""terminal_nodes"": 0, ""cutoffs"": 0, ""transposition_hits"": 0, ""transposition_stores"": 4, ""transposition_cutoffs"": 0, ""killer_hits"": 0, ""killer_stores"": 0, ""history_hits"": 0, ""history_updates"": 0, ""completed_depth"": 4, ""elapsed_seconds"": 0.00040839999564923346, ""depth_nodes"": {""4"": 5}, ""depth_times"": {""4"": 0.00040839999564923346}}}}}",True,1.6335,train
NB48_LOSS_246__balanced_midgame__f8b4f7afff69,NB48_LOSS_246__balanced_midgame__f8b4f7afff69,NB48_LOSS_246,246,balanced_midgame,2570585844,4,9.0,4,PRESERVE,Opponent,Opponent,Depth-6 Search Baseline,Bulbasaur,Eevee,5,2,2,20.0,12.5,4,5,"[[[[""650"", ""Bulbasaur""], 60.0, 2, ""None"", 20.0, true], [], 4, 5], [[[""43"", ""Eevee""], 37.5, 2, ""None"", 12.5, true], [], 4, 5], 5, ""Opponent""]",1,"[""Pass""]",Pass,"[""Pass"", 0.0, 0, ""No legal attack was available.""]",-0.0,4,4,,0.0037211000017123,False,"[{""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}]","{""__type__"": ""SearchResult"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""best_move"": {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, ""score"": -0.0, ""completed_depth"": 4, ""principal_variation"": [{""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}], ""stats"": {""__type__"": ""SearchStats"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""nodes"": 5, ""leaf_nodes"": 1, ""terminal_nodes"": 0, ""cutoffs"": 0, ""transposition_hits"": 0, ""transposition_stores"": 4, ""transposition_cutoffs"": 0, ""killer_hits"": 0, ""killer_stores"": 0, ""history_hits"": 0, ""history_updates"": 0, ""completed_depth"": 4, ""elapsed_seconds"": 0.000468699996417854, ""depth_nodes"": {""4"": 5}, ""depth_times"": {""4"": 0.000468699996417854}}}}}",True,1.6335,train
NB48_LOSS_246__counterfactual_side_early__16086c75452f,NB48_LOSS_246__counterfactual_side_early__16086c75452f,NB48_LOSS_246,246,counterfactual_side_early,3341808555,4,9.0,4,FLIP,Opponent,Player,Depth-6 Search Baseline,Bulbasaur,Eevee,3,1,1,8.0,5.0,5,6,"[[[[""650"", ""Bulbasaur""], 72.0, 1, ""None"", 8.0, true], [], 5, 6], [[[""43"", ""Eevee""], 45.0, 1, ""None"", 5.0, true], [], 5, 6], 3, ""Player""]",1,"[""Pass""]",Pass,"[""Pass"", 0.0, 0, ""No legal attack was available.""]",0.0,4,4,,0.0033467999965068,False,"[{""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}]","{""__type__"": ""SearchResult"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""best_move"": {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, ""score"": 0.0, ""completed_depth"": 4, ""principal_variation"": [{""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}], ""stats"": {""__type__"": ""SearchStats"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""nodes"": 5, ""leaf_nodes"": 1, ""terminal_nodes"": 0, ""cutoffs"": 0, ""transposition_hits"": 0, ""transposition_stores"": 4, ""transposition_cutoffs"": 0, ""killer_hits"": 0, ""killer_stores"": 0, ""history_hits"": 0, ""history_updates"": 0, ""completed_depth"": 4, ""elapsed_seconds"": 0.00045739999768557027, ""depth_nodes"": {""4"": 5}, ""depth_times"": {""4"": 0.00045739999768557027}}}}}",True,0.99,train
NB48_LOSS_246__counterfactual_side_late__3f9c8499ce24,NB48_LOSS_246__counterfactual_side_late__3f9c8499ce24,NB48_LOSS_246,246,counterfactual_side_late,2778995187,4,9.0,4,FLIP,Opponent,Player,Depth-6 Search Baseline,Bulbasaur,Eevee,8,3,3,36.0,22.5,3,4,"[[[[""650"", ""Bulbasaur""], 44.0, 3, ""None"", 36.0, true], [], 3, 4], [[[""43"", ""Eevee""], 27.5, 3, ""None"", 22.5, true], [], 3, 4], 8, ""Player""]",1,"[""Pass""]",Pass,"[""Pass"", 0.0, 0, ""No legal attack was available.""]",0.0,4,4,,0.0032527000003028,False,"[{""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}]","{""__type__"": ""SearchResult"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""best_move"": {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, ""score"": 0.0, ""completed_depth"": 4, ""principal_variation"": [{""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}], ""stats"": {""__type__"": ""SearchStats"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""nodes"": 5, ""leaf_nodes"": 1, ""terminal_nodes"": 0, ""cutoffs"": 0, ""transposition_hits"": 0, ""transposition_stores"": 4, ""transposition_cutoffs"": 0, ""killer_hits"": 0, ""killer_stores"": 0, ""history_hits"": 0, ""history_updates"": 0, ""completed_depth"": 4, ""elapsed_seconds"": 0.00045729999692412093, ""depth_nodes"": {""4"": 5}, ""depth_times"": {""4"": 0.00045729999692412093}}}}}",True,0.99,train
NB48_LOSS_246__critical_hp_decision__6e8b48ffdd18,NB48_LOSS_246__critical_hp_decision__6e8b48ffdd18,NB48_LOSS_246,246,critical_hp_decision,3937623865,4,9.0,4,PRESERVE,Opponent,Opponent,Depth-6 Search Baseline,Bulbasaur,Eevee,10,4,4,56.0,27.5,2,3,"[[[[""650"", ""Bulbasaur""], 24.0, 4, ""None"", 56.0, true], [], 2, 3], [[[""43"", ""Eevee""], 22.5, 4, ""None"", 27.5, true], [], 2, 3], 10, ""Opponent""]",1,"[""Pass""]",Pass,"[""Pass"", 0.0, 0, ""No legal attack was available.""]",15.0,4,4,,0.0032244999965769,False,"[{""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}]","{""__type__"": ""SearchResult"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""best_move"": {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, ""score"": 15.0, ""completed_depth"": 4, ""principal_variation"": [{""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}], ""stats"": {""__type__"": ""SearchStats"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""nodes"": 5, ""leaf_nodes"": 1, ""terminal_nodes"": 0, ""cutoffs"": 0, ""transposition_hits"": 0, ""transposition_stores"": 4, ""transposition_cutoffs"": 0, ""killer_hits"": 0, ""killer_stores"": 0, ""history_hits"": 0, ""history_updates"": 0, ""completed_depth"": 4, ""elapsed_seconds"": 0.00045419999514706433, ""depth_nodes"": {""4"": 5}, ""depth_times"": {""4"": 0.00045419999514706433}}}}}",True,1.6335,train
NB48_LOSS_246__early_pressure__3d353b4df5e8,NB48_LOSS_246__early_pressure__3d353b4df5e8,NB48_LOSS_246,246,early_pressure,3589660738,4,9.0,4,PRESERVE,Opponent,Opponent,Depth-6 Search Baseline,Bulbasaur,Eevee,3,1,2,12.0,2.5,5,6,"[[[[""650"", ""Bulbasaur""], 68.0, 1, ""None"", 12.0, true], [], 5, 6], [[[""43"", ""Eevee""], 47.5, 2, ""None"", 2.5, true], [], 5, 6], 3, ""Opponent""]",1,"[""Pass""]",Pass,"[""Pass"", 0.0, 0, ""No legal attack was available.""]",18.0,4,4,,0.004850899997109,False,"[{""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}]","{""__type__"": ""SearchResult"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""best_move"": {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, ""score"": 18.0, ""completed_depth"": 4, ""principal_variation"": [{""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}], ""stats"": {""__type__"": ""SearchStats"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""nodes"": 5, ""leaf_nodes"": 1, ""terminal_nodes"": 0, ""cutoffs"": 0, ""transposition_hits"": 0, ""transposition_stores"": 4, ""transposition_cutoffs"": 0, ""killer_hits"": 0, ""killer_stores"": 0, ""history_hits"": 0, ""history_updates"": 0, ""completed_depth"": 4, ""elapsed_seconds"": 0.00046010000369278714, ""depth_nodes"": {""4"": 5}, ""depth_times"": {""4"": 0.00046010000369278714}}}}}",True,1.6335,train
NB48_LOSS_246__late_game_prize_pressure__24ac9c211fe0,NB48_LOSS_246__late_game_prize_pressure__24ac9c211fe0,NB48_LOSS_246,246,late_game_prize_pressure,1536914747,4,9.0,4,PRESERVE,Opponent,Opponent,Depth-6 Search Baseline,Bulbasaur,Eevee,9,3,3,32.0,20.0,2,3,"[[[[""650"", ""Bulbasaur""], 48.0, 3, ""None"", 32.0, true], [], 2, 3], [[[""43"", ""Eevee""], 30.0, 3, ""None"", 20.0, true], [], 2, 3], 9, ""Opponent""]",1,"[""Pass""]",Pass,"[""Pass"", 0.0, 0, ""No legal attack was available.""]",-0.0,4,4,,0.0032820999986142,False,"[{""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}]","{""__type__"": ""SearchResult"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""best_move"": {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, ""score"": -0.0, ""completed_depth"": 4, ""principal_variation"": [{""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}], ""stats"": {""__type__"": ""SearchStats"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""nodes"": 5, ""leaf_nodes"": 1, ""terminal_nodes"": 0, ""cutoffs"": 0, ""transposition_hits"": 0, ""transposition_stores"": 4, ""transposition_cutoffs"": 0, ""killer_hits"": 0, ""killer_stores"": 0, ""history_hits"": 0, ""history_updates"": 0, ""completed_depth"": 4, ""elapsed_seconds"": 0.00047050000284798443, ""depth_nodes"": {""4"": 5}, ""depth_times"": {""4"": 0.00047050000284798443}}}}}",True,1.6335,train
NB48_LOSS_246__opening_one_energy__318c0af4397c,NB48_LOSS_246__opening_one_energy__318c0af4397c,NB48_LOSS_246,246,opening_one_energy,992451134,4,9.0,4,PRESERVE,Opponent,Opponent,Depth-6 Search Baseline,Bulbasaur,Eevee,2,1,1,0.0,0.0,6,6,"[[[[""650"", ""Bulbasaur""], 80.0, 1, ""None"", 0.0, true], [], 6, 6], [[[""43"", ""Eevee""], 50.0, 1, ""None"", 0.0, true], [], 6, 6], 2, ""Opponent""]",1,"[""Pass""]",Pass,"[""Pass"", 0.0, 0, ""No legal attack was available.""]",-0.0,4,4,,0.0066590999995241,False,"[{""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}]","{""__type__"": ""SearchResult"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""best_move"": {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, ""score"": -0.0, ""completed_depth"": 4, ""principal_variation"": [{""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}], ""stats"": {""__type__"": ""SearchStats"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""nodes"": 5, ""leaf_nodes"": 1, ""terminal_nodes"": 0, ""cutoffs"": 0, ""transposition_hits"": 0, ""transposition_stores"": 4, ""transposition_cutoffs"": 0, ""killer_hits"": 0, ""killer_stores"": 0, ""history_hits"": 0, ""history_updates"": 0, ""completed_depth"": 4, ""elapsed_seconds"": 0.0004669999980251305, ""depth_nodes"": {""4"": 5}, ""depth_times"": {""4"": 0.0004669999980251305}}}}}",True,1.6335,train
NB48_LOSS_246__opening_zero_energy__3f2777ed6a06,NB48_LOSS_246__opening_zero_energy__3f2777ed6a06,NB48_LOSS_246,246,opening_zero_energy,2742149848,4,9.0,4,PRESERVE,Opponent,Opponent,Depth-6 Search Baseline,Bulbasaur,Eevee,1,0,0,0.0,0.0,6,7,"[[[[""650"", ""Bulbasaur""], 80.0, 0, ""None"", 0.0, true], [], 6, 7], [[[""43"", ""Eevee""], 50.0, 0, ""None"", 0.0, true], [], 6, 7], 1, ""Opponent""]",1,"[""Pass""]",Pass,"[""Pass"", 0.0, 0, ""No legal attack was available.""]",-0.0,4,4,,0.00416089999635,False,"[{""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}]","{""__type__"": ""SearchResult"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""best_move"": {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, ""score"": -0.0, ""completed_depth"": 4, ""principal_variation"": [{""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}], ""stats"": {""__type__"": ""SearchStats"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""nodes"": 5, ""leaf_nodes"": 1, ""terminal_nodes"": 0, ""cutoffs"": 0, ""transposition_hits"": 0, ""transposition_stores"": 4, ""transposition_cutoffs"": 0, ""killer_hits"": 0, ""killer_stores"": 0, ""history_hits"": 0, ""history_updates"": 0, ""completed_depth"": 4, ""elapsed_seconds"": 0.0006352999989758246, ""depth_nodes"": {""4"": 5}, ""depth_times"": {""4"": 0.0006352999989758246}}}}}",True,1.6335,train
