turn_number,legal_move_count_recomputed,acting_energy,defending_energy,energy_difference,absolute_energy_difference,acting_damage,defending_damage,damage_difference,absolute_damage_difference,single_legal_move_flag,multi_legal_move_flag,model_choice_required_flag,legacy_selector_required_flag,confidence,is_legal__ascension,is_legal__bind_down,is_legal__live_coal,is_legal__pass,is_legal__quick_attack,is_legal__tuck_tail,active_card_can_use__ascension,active_card_can_use__bind_down,active_card_can_use__live_coal,active_card_can_use__pass,active_card_can_use__quick_attack,active_card_can_use__tuck_tail,current_player,condition_id,active_card,inactive_card,legal_move_signature,battle_phase,energy_band,damage_band,confidence_band,routing_mode
5.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.5706666666666667,0,0,0,0,0,1,0,0,0,0,0,1,Player,ENERGY_PRESSURE,Meowth,Bulbasaur,tuck tail,MID,LOW,UNKNOWN,MEDIUM,SINGLE_LEGAL_DIRECT
6.0,1.0,0.0,2.0,-2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.5626666666666666,0,0,0,1,0,0,0,1,0,1,0,0,Opponent,ENERGY_PRESSURE,Bulbasaur,Meowth,pass,MID,ZERO,UNKNOWN,MEDIUM,SINGLE_LEGAL_DIRECT
7.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,1,Player,ENERGY_PRESSURE,Meowth,Bulbasaur,tuck tail,MID,LOW,UNKNOWN,LOW,SINGLE_LEGAL_DIRECT
8.0,1.0,0.0,2.0,-2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.5186666666666667,0,0,0,1,0,0,0,1,0,1,0,0,Opponent,ENERGY_PRESSURE,Bulbasaur,Meowth,pass,LATE,ZERO,UNKNOWN,LOW,SINGLE_LEGAL_DIRECT
9.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.476,0,0,0,0,0,1,0,0,0,0,0,1,Player,ENERGY_PRESSURE,Meowth,Bulbasaur,tuck tail,LATE,LOW,UNKNOWN,LOW,SINGLE_LEGAL_DIRECT
10.0,1.0,0.0,2.0,-2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.5013333333333333,0,0,0,1,0,0,0,1,0,1,0,0,Opponent,ENERGY_PRESSURE,Bulbasaur,Meowth,pass,LATE,ZERO,UNKNOWN,LOW,SINGLE_LEGAL_DIRECT
11.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.476,0,0,0,0,0,1,0,0,0,0,0,1,Player,ENERGY_PRESSURE,Meowth,Bulbasaur,tuck tail,LATE,LOW,UNKNOWN,LOW,SINGLE_LEGAL_DIRECT
12.0,1.0,0.0,2.0,-2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.5013333333333333,0,0,0,1,0,0,0,1,0,1,0,0,Opponent,ENERGY_PRESSURE,Bulbasaur,Meowth,pass,LATE,ZERO,UNKNOWN,LOW,SINGLE_LEGAL_DIRECT
13.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.476,0,0,0,0,0,1,0,0,0,0,0,1,Player,ENERGY_PRESSURE,Meowth,Bulbasaur,tuck tail,LATE,LOW,UNKNOWN,LOW,SINGLE_LEGAL_DIRECT
14.0,1.0,0.0,2.0,-2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.5013333333333333,0,0,0,1,0,0,0,1,0,1,0,0,Opponent,ENERGY_PRESSURE,Bulbasaur,Meowth,pass,LATE,ZERO,UNKNOWN,LOW,SINGLE_LEGAL_DIRECT
15.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.476,0,0,0,0,0,1,0,0,0,0,0,1,Player,ENERGY_PRESSURE,Meowth,Bulbasaur,tuck tail,LATE,LOW,UNKNOWN,LOW,SINGLE_LEGAL_DIRECT
16.0,1.0,0.0,2.0,-2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.5013333333333333,0,0,0,1,0,0,0,1,0,1,0,0,Opponent,ENERGY_PRESSURE,Bulbasaur,Meowth,pass,LATE,ZERO,UNKNOWN,LOW,SINGLE_LEGAL_DIRECT
17.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.476,0,0,0,0,0,1,0,0,0,0,0,1,Player,ENERGY_PRESSURE,Meowth,Bulbasaur,tuck tail,LATE,LOW,UNKNOWN,LOW,SINGLE_LEGAL_DIRECT
18.0,1.0,0.0,2.0,-2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.5013333333333333,0,0,0,1,0,0,0,1,0,1,0,0,Opponent,ENERGY_PRESSURE,Bulbasaur,Meowth,pass,LATE,ZERO,UNKNOWN,LOW,SINGLE_LEGAL_DIRECT
19.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.476,0,0,0,0,0,1,0,0,0,0,0,1,Player,ENERGY_PRESSURE,Meowth,Bulbasaur,tuck tail,LATE,LOW,UNKNOWN,LOW,SINGLE_LEGAL_DIRECT
20.0,1.0,0.0,2.0,-2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.5013333333333333,0,0,0,1,0,0,0,1,0,1,0,0,Opponent,ENERGY_PRESSURE,Bulbasaur,Meowth,pass,LATE,ZERO,UNKNOWN,LOW,SINGLE_LEGAL_DIRECT
21.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.476,0,0,0,0,0,1,0,0,0,0,0,1,Player,ENERGY_PRESSURE,Meowth,Bulbasaur,tuck tail,LATE,LOW,UNKNOWN,LOW,SINGLE_LEGAL_DIRECT
22.0,1.0,0.0,2.0,-2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.5013333333333333,0,0,0,1,0,0,0,1,0,1,0,0,Opponent,ENERGY_PRESSURE,Bulbasaur,Meowth,pass,LATE,ZERO,UNKNOWN,LOW,SINGLE_LEGAL_DIRECT
23.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.476,0,0,0,0,0,1,0,0,0,0,0,1,Player,ENERGY_PRESSURE,Meowth,Bulbasaur,tuck tail,LATE,LOW,UNKNOWN,LOW,SINGLE_LEGAL_DIRECT
24.0,1.0,0.0,2.0,-2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.5013333333333333,0,0,0,1,0,0,0,1,0,1,0,0,Opponent,ENERGY_PRESSURE,Bulbasaur,Meowth,pass,LATE,ZERO,UNKNOWN,LOW,SINGLE_LEGAL_DIRECT
25.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.476,0,0,0,0,0,1,0,0,0,0,0,1,Player,ENERGY_PRESSURE,Meowth,Bulbasaur,tuck tail,LATE,LOW,UNKNOWN,LOW,SINGLE_LEGAL_DIRECT
26.0,1.0,0.0,2.0,-2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.5013333333333333,0,0,0,1,0,0,0,1,0,1,0,0,Opponent,ENERGY_PRESSURE,Bulbasaur,Meowth,pass,LATE,ZERO,UNKNOWN,LOW,SINGLE_LEGAL_DIRECT
27.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.476,0,0,0,0,0,1,0,0,0,0,0,1,Player,ENERGY_PRESSURE,Meowth,Bulbasaur,tuck tail,LATE,LOW,UNKNOWN,LOW,SINGLE_LEGAL_DIRECT
28.0,1.0,0.0,2.0,-2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.5013333333333333,0,0,0,1,0,0,0,1,0,1,0,0,Opponent,ENERGY_PRESSURE,Bulbasaur,Meowth,pass,LATE,ZERO,UNKNOWN,LOW,SINGLE_LEGAL_DIRECT
29.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.476,0,0,0,0,0,1,0,0,0,0,0,1,Player,ENERGY_PRESSURE,Meowth,Bulbasaur,tuck tail,LATE,LOW,UNKNOWN,LOW,SINGLE_LEGAL_DIRECT
30.0,1.0,0.0,2.0,-2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.5013333333333333,0,0,0,1,0,0,0,1,0,1,0,0,Opponent,ENERGY_PRESSURE,Bulbasaur,Meowth,pass,LATE,ZERO,UNKNOWN,LOW,SINGLE_LEGAL_DIRECT
31.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.476,0,0,0,0,0,1,0,0,0,0,0,1,Player,ENERGY_PRESSURE,Meowth,Bulbasaur,tuck tail,LATE,LOW,UNKNOWN,LOW,SINGLE_LEGAL_DIRECT
32.0,1.0,0.0,2.0,-2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.5013333333333333,0,0,0,1,0,0,0,1,0,1,0,0,Opponent,ENERGY_PRESSURE,Bulbasaur,Meowth,pass,LATE,ZERO,UNKNOWN,LOW,SINGLE_LEGAL_DIRECT
1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.648,0,1,0,0,0,0,0,1,0,1,0,0,Opponent,BASELINE,Bulbasaur,Meowth,bind down,EARLY,LOW,UNKNOWN,MEDIUM,SINGLE_LEGAL_DIRECT
2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.764,0,0,0,0,0,1,0,0,0,0,0,1,Player,BASELINE,Meowth,Bulbasaur,tuck tail,EARLY,LOW,UNKNOWN,HIGH,SINGLE_LEGAL_DIRECT
3.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.7893333333333333,0,1,0,0,0,0,0,1,0,1,0,0,Opponent,BASELINE,Bulbasaur,Meowth,bind down,EARLY,LOW,UNKNOWN,HIGH,SINGLE_LEGAL_DIRECT
4.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.7586666666666667,0,0,0,0,0,1,0,0,0,0,0,1,Player,BASELINE,Meowth,Bulbasaur,tuck tail,MID,LOW,UNKNOWN,HIGH,SINGLE_LEGAL_DIRECT
5.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.7893333333333333,0,1,0,0,0,0,0,1,0,1,0,0,Opponent,BASELINE,Bulbasaur,Meowth,bind down,MID,LOW,UNKNOWN,HIGH,SINGLE_LEGAL_DIRECT
6.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.704,0,0,0,0,0,1,0,0,0,0,0,1,Player,BASELINE,Meowth,Bulbasaur,tuck tail,MID,LOW,UNKNOWN,MEDIUM,SINGLE_LEGAL_DIRECT
7.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.684,0,1,0,0,0,0,0,1,0,1,0,0,Opponent,BASELINE,Bulbasaur,Meowth,bind down,MID,LOW,UNKNOWN,MEDIUM,SINGLE_LEGAL_DIRECT
8.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.6466666666666666,0,0,0,0,0,1,0,0,0,0,0,1,Player,BASELINE,Meowth,Bulbasaur,tuck tail,LATE,LOW,UNKNOWN,MEDIUM,SINGLE_LEGAL_DIRECT
9.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.652,0,1,0,0,0,0,0,1,0,1,0,0,Opponent,BASELINE,Bulbasaur,Meowth,bind down,LATE,LOW,UNKNOWN,MEDIUM,SINGLE_LEGAL_DIRECT
10.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.6306666666666667,0,0,0,0,0,1,0,0,0,0,0,1,Player,BASELINE,Meowth,Bulbasaur,tuck tail,LATE,LOW,UNKNOWN,MEDIUM,SINGLE_LEGAL_DIRECT
11.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.6533333333333333,0,1,0,0,0,0,0,1,0,1,0,0,Opponent,BASELINE,Bulbasaur,Meowth,bind down,LATE,LOW,UNKNOWN,MEDIUM,SINGLE_LEGAL_DIRECT
5.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.7866666666666666,0,1,0,0,0,0,0,1,0,1,0,0,Opponent,HP_PRESSURE,Bulbasaur,Meowth,bind down,MID,LOW,UNKNOWN,HIGH,SINGLE_LEGAL_DIRECT
6.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.696,0,0,0,0,0,1,0,0,0,0,0,1,Player,HP_PRESSURE,Meowth,Bulbasaur,tuck tail,MID,LOW,UNKNOWN,MEDIUM,SINGLE_LEGAL_DIRECT
7.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.676,0,1,0,0,0,0,0,1,0,1,0,0,Opponent,HP_PRESSURE,Bulbasaur,Meowth,bind down,MID,LOW,UNKNOWN,MEDIUM,SINGLE_LEGAL_DIRECT
8.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.648,0,0,0,0,0,1,0,0,0,0,0,1,Player,HP_PRESSURE,Meowth,Bulbasaur,tuck tail,LATE,LOW,UNKNOWN,MEDIUM,SINGLE_LEGAL_DIRECT
9.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.6533333333333333,0,1,0,0,0,0,0,1,0,1,0,0,Opponent,HP_PRESSURE,Bulbasaur,Meowth,bind down,LATE,LOW,UNKNOWN,MEDIUM,SINGLE_LEGAL_DIRECT
3.0,1.0,0.0,2.0,-2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.588,0,0,0,1,0,0,0,1,0,1,0,0,Opponent,ENERGY_PRESSURE,Bulbasaur,Meowth,pass,EARLY,ZERO,UNKNOWN,MEDIUM,SINGLE_LEGAL_DIRECT
4.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.5706666666666667,0,0,0,0,0,1,0,0,0,0,0,1,Player,ENERGY_PRESSURE,Meowth,Bulbasaur,tuck tail,MID,LOW,UNKNOWN,MEDIUM,SINGLE_LEGAL_DIRECT
5.0,1.0,0.0,2.0,-2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.592,0,0,0,1,0,0,0,1,0,1,0,0,Opponent,ENERGY_PRESSURE,Bulbasaur,Meowth,pass,MID,ZERO,UNKNOWN,MEDIUM,SINGLE_LEGAL_DIRECT
6.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.5386666666666666,0,0,0,0,0,1,0,0,0,0,0,1,Player,ENERGY_PRESSURE,Meowth,Bulbasaur,tuck tail,MID,LOW,UNKNOWN,LOW,SINGLE_LEGAL_DIRECT
7.0,1.0,0.0,2.0,-2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.5226666666666666,0,0,0,1,0,0,0,1,0,1,0,0,Opponent,ENERGY_PRESSURE,Bulbasaur,Meowth,pass,MID,ZERO,UNKNOWN,LOW,SINGLE_LEGAL_DIRECT
8.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.4933333333333333,0,0,0,0,0,1,0,0,0,0,0,1,Player,ENERGY_PRESSURE,Meowth,Bulbasaur,tuck tail,LATE,LOW,UNKNOWN,LOW,SINGLE_LEGAL_DIRECT
9.0,1.0,0.0,2.0,-2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.5013333333333333,0,0,0,1,0,0,0,1,0,1,0,0,Opponent,ENERGY_PRESSURE,Bulbasaur,Meowth,pass,LATE,ZERO,UNKNOWN,LOW,SINGLE_LEGAL_DIRECT
10.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.476,0,0,0,0,0,1,0,0,0,0,0,1,Player,ENERGY_PRESSURE,Meowth,Bulbasaur,tuck tail,LATE,LOW,UNKNOWN,LOW,SINGLE_LEGAL_DIRECT
11.0,1.0,0.0,2.0,-2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.5013333333333333,0,0,0,1,0,0,0,1,0,1,0,0,Opponent,ENERGY_PRESSURE,Bulbasaur,Meowth,pass,LATE,ZERO,UNKNOWN,LOW,SINGLE_LEGAL_DIRECT
12.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.476,0,0,0,0,0,1,0,0,0,0,0,1,Player,ENERGY_PRESSURE,Meowth,Bulbasaur,tuck tail,LATE,LOW,UNKNOWN,LOW,SINGLE_LEGAL_DIRECT
13.0,1.0,0.0,2.0,-2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.5013333333333333,0,0,0,1,0,0,0,1,0,1,0,0,Opponent,ENERGY_PRESSURE,Bulbasaur,Meowth,pass,LATE,ZERO,UNKNOWN,LOW,SINGLE_LEGAL_DIRECT
14.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.476,0,0,0,0,0,1,0,0,0,0,0,1,Player,ENERGY_PRESSURE,Meowth,Bulbasaur,tuck tail,LATE,LOW,UNKNOWN,LOW,SINGLE_LEGAL_DIRECT
15.0,1.0,0.0,2.0,-2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.5013333333333333,0,0,0,1,0,0,0,1,0,1,0,0,Opponent,ENERGY_PRESSURE,Bulbasaur,Meowth,pass,LATE,ZERO,UNKNOWN,LOW,SINGLE_LEGAL_DIRECT
16.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.476,0,0,0,0,0,1,0,0,0,0,0,1,Player,ENERGY_PRESSURE,Meowth,Bulbasaur,tuck tail,LATE,LOW,UNKNOWN,LOW,SINGLE_LEGAL_DIRECT
17.0,1.0,0.0,2.0,-2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.5013333333333333,0,0,0,1,0,0,0,1,0,1,0,0,Opponent,ENERGY_PRESSURE,Bulbasaur,Meowth,pass,LATE,ZERO,UNKNOWN,LOW,SINGLE_LEGAL_DIRECT
18.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.476,0,0,0,0,0,1,0,0,0,0,0,1,Player,ENERGY_PRESSURE,Meowth,Bulbasaur,tuck tail,LATE,LOW,UNKNOWN,LOW,SINGLE_LEGAL_DIRECT
19.0,1.0,0.0,2.0,-2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.5013333333333333,0,0,0,1,0,0,0,1,0,1,0,0,Opponent,ENERGY_PRESSURE,Bulbasaur,Meowth,pass,LATE,ZERO,UNKNOWN,LOW,SINGLE_LEGAL_DIRECT
20.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.476,0,0,0,0,0,1,0,0,0,0,0,1,Player,ENERGY_PRESSURE,Meowth,Bulbasaur,tuck tail,LATE,LOW,UNKNOWN,LOW,SINGLE_LEGAL_DIRECT
21.0,1.0,0.0,2.0,-2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.5013333333333333,0,0,0,1,0,0,0,1,0,1,0,0,Opponent,ENERGY_PRESSURE,Bulbasaur,Meowth,pass,LATE,ZERO,UNKNOWN,LOW,SINGLE_LEGAL_DIRECT
22.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.476,0,0,0,0,0,1,0,0,0,0,0,1,Player,ENERGY_PRESSURE,Meowth,Bulbasaur,tuck tail,LATE,LOW,UNKNOWN,LOW,SINGLE_LEGAL_DIRECT
23.0,1.0,0.0,2.0,-2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.5013333333333333,0,0,0,1,0,0,0,1,0,1,0,0,Opponent,ENERGY_PRESSURE,Bulbasaur,Meowth,pass,LATE,ZERO,UNKNOWN,LOW,SINGLE_LEGAL_DIRECT
24.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.476,0,0,0,0,0,1,0,0,0,0,0,1,Player,ENERGY_PRESSURE,Meowth,Bulbasaur,tuck tail,LATE,LOW,UNKNOWN,LOW,SINGLE_LEGAL_DIRECT
25.0,1.0,0.0,2.0,-2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.5013333333333333,0,0,0,1,0,0,0,1,0,1,0,0,Opponent,ENERGY_PRESSURE,Bulbasaur,Meowth,pass,LATE,ZERO,UNKNOWN,LOW,SINGLE_LEGAL_DIRECT
26.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.476,0,0,0,0,0,1,0,0,0,0,0,1,Player,ENERGY_PRESSURE,Meowth,Bulbasaur,tuck tail,LATE,LOW,UNKNOWN,LOW,SINGLE_LEGAL_DIRECT
27.0,1.0,0.0,2.0,-2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.5013333333333333,0,0,0,1,0,0,0,1,0,1,0,0,Opponent,ENERGY_PRESSURE,Bulbasaur,Meowth,pass,LATE,ZERO,UNKNOWN,LOW,SINGLE_LEGAL_DIRECT
28.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.476,0,0,0,0,0,1,0,0,0,0,0,1,Player,ENERGY_PRESSURE,Meowth,Bulbasaur,tuck tail,LATE,LOW,UNKNOWN,LOW,SINGLE_LEGAL_DIRECT
29.0,1.0,0.0,2.0,-2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.5013333333333333,0,0,0,1,0,0,0,1,0,1,0,0,Opponent,ENERGY_PRESSURE,Bulbasaur,Meowth,pass,LATE,ZERO,UNKNOWN,LOW,SINGLE_LEGAL_DIRECT
30.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.476,0,0,0,0,0,1,0,0,0,0,0,1,Player,ENERGY_PRESSURE,Meowth,Bulbasaur,tuck tail,LATE,LOW,UNKNOWN,LOW,SINGLE_LEGAL_DIRECT
31.0,1.0,0.0,2.0,-2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.5013333333333333,0,0,0,1,0,0,0,1,0,1,0,0,Opponent,ENERGY_PRESSURE,Bulbasaur,Meowth,pass,LATE,ZERO,UNKNOWN,LOW,SINGLE_LEGAL_DIRECT
32.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.476,0,0,0,0,0,1,0,0,0,0,0,1,Player,ENERGY_PRESSURE,Meowth,Bulbasaur,tuck tail,LATE,LOW,UNKNOWN,LOW,SINGLE_LEGAL_DIRECT
9.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1.0,1,0,0,0,1,0,1,0,0,0,1,0,Opponent,BASELINE,Eevee,Bulbasaur,ascension | quick attack,LATE,READY,UNKNOWN,HIGH,MULTI_LEGAL_MODEL
13.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1.0,1,0,0,0,1,0,1,0,0,0,1,0,Opponent,HP_PRESSURE,Eevee,Bulbasaur,ascension | quick attack,LATE,READY,UNKNOWN,HIGH,MULTI_LEGAL_MODEL
11.0,1.0,1.0,3.0,-2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.552,1,0,0,0,0,0,1,0,0,0,1,0,Opponent,ENERGY_PRESSURE,Eevee,Bulbasaur,ascension,LATE,LOW,UNKNOWN,MEDIUM,SINGLE_LEGAL_DIRECT
12.0,1.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.4666666666666667,0,1,0,0,0,0,0,1,0,1,0,0,Player,ENERGY_PRESSURE,Bulbasaur,Eevee,bind down,LATE,READY,UNKNOWN,LOW,SINGLE_LEGAL_DIRECT
13.0,1.0,1.0,3.0,-2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.536,1,0,0,0,0,0,1,0,0,0,1,0,Opponent,ENERGY_PRESSURE,Eevee,Bulbasaur,ascension,LATE,LOW,UNKNOWN,LOW,SINGLE_LEGAL_DIRECT
14.0,1.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.452,0,1,0,0,0,0,0,1,0,1,0,0,Player,ENERGY_PRESSURE,Bulbasaur,Eevee,bind down,LATE,READY,UNKNOWN,LOW,SINGLE_LEGAL_DIRECT
2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.9893333333333332,1,0,0,0,0,0,1,0,0,0,1,0,Player,BASELINE,Eevee,Charmander,ascension,EARLY,LOW,UNKNOWN,HIGH,SINGLE_LEGAL_DIRECT
3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.9453333333333334,0,0,1,0,0,0,0,0,1,1,0,0,Opponent,BASELINE,Charmander,Eevee,live coal,EARLY,LOW,UNKNOWN,HIGH,SINGLE_LEGAL_DIRECT
4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.9786666666666668,1,0,0,0,0,0,1,0,0,0,1,0,Player,BASELINE,Eevee,Charmander,ascension,MID,LOW,UNKNOWN,HIGH,SINGLE_LEGAL_DIRECT
5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.9386666666666666,0,0,1,0,0,0,0,0,1,1,0,0,Opponent,BASELINE,Charmander,Eevee,live coal,MID,LOW,UNKNOWN,HIGH,SINGLE_LEGAL_DIRECT
6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.864,1,0,0,0,0,0,1,0,0,0,1,0,Player,BASELINE,Eevee,Charmander,ascension,MID,LOW,UNKNOWN,HIGH,SINGLE_LEGAL_DIRECT
7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.8066666666666666,0,0,1,0,0,0,0,0,1,1,0,0,Opponent,BASELINE,Charmander,Eevee,live coal,MID,LOW,UNKNOWN,HIGH,SINGLE_LEGAL_DIRECT
6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.928,1,0,0,0,0,0,1,0,0,0,1,0,Player,HP_PRESSURE,Eevee,Charmander,ascension,MID,LOW,UNKNOWN,HIGH,SINGLE_LEGAL_DIRECT
7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.876,0,0,1,0,0,0,0,0,1,1,0,0,Opponent,HP_PRESSURE,Charmander,Eevee,live coal,MID,LOW,UNKNOWN,HIGH,SINGLE_LEGAL_DIRECT
8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.8306666666666667,1,0,0,0,0,0,1,0,0,0,1,0,Player,HP_PRESSURE,Eevee,Charmander,ascension,LATE,LOW,UNKNOWN,HIGH,SINGLE_LEGAL_DIRECT
9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.78,0,0,1,0,0,0,0,0,1,1,0,0,Opponent,HP_PRESSURE,Charmander,Eevee,live coal,LATE,LOW,UNKNOWN,HIGH,SINGLE_LEGAL_DIRECT
4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0.7293333333333333,1,0,0,0,0,0,1,0,0,0,1,0,Player,ENERGY_PRESSURE,Eevee,Charmander,ascension,MID,LOW,UNKNOWN,MEDIUM,SINGLE_LEGAL_DIRECT
