scenario_id,base_scenario_id,condition_id,turn_number,current_player,player_card,opponent_card,winner,raw_predicted_move,selected_move,routed_move,routing_reason,routing_mode,fallback_used,masking_changed_action_recomputed
T52_S006__BASELINE,T52_S006,BASELINE,5.0,Opponent,Meowth,Bulbasaur,Opponent,Ascension,Bind Down,Bind Down,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S006__BASELINE,T52_S006,BASELINE,6.0,Player,Meowth,Bulbasaur,Opponent,Ascension,Tuck Tail,Tuck Tail,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S006__BASELINE,T52_S006,BASELINE,7.0,Opponent,Meowth,Bulbasaur,Opponent,Ascension,Bind Down,Bind Down,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S006__BASELINE,T52_S006,BASELINE,8.0,Player,Meowth,Bulbasaur,Opponent,Ascension,Tuck Tail,Tuck Tail,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S006__BASELINE,T52_S006,BASELINE,9.0,Opponent,Meowth,Bulbasaur,Opponent,Ascension,Bind Down,Bind Down,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S006__BASELINE,T52_S006,BASELINE,10.0,Player,Meowth,Bulbasaur,Opponent,Ascension,Tuck Tail,Tuck Tail,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S006__BASELINE,T52_S006,BASELINE,11.0,Opponent,Meowth,Bulbasaur,Opponent,Ascension,Bind Down,Bind Down,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S006__HP_PRESSURE,T52_S006,HP_PRESSURE,5.0,Opponent,Meowth,Bulbasaur,Opponent,Ascension,Bind Down,Bind Down,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S006__HP_PRESSURE,T52_S006,HP_PRESSURE,6.0,Player,Meowth,Bulbasaur,Opponent,Ascension,Tuck Tail,Tuck Tail,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S006__HP_PRESSURE,T52_S006,HP_PRESSURE,7.0,Opponent,Meowth,Bulbasaur,Opponent,Ascension,Bind Down,Bind Down,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S006__HP_PRESSURE,T52_S006,HP_PRESSURE,8.0,Player,Meowth,Bulbasaur,Opponent,Ascension,Tuck Tail,Tuck Tail,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S006__HP_PRESSURE,T52_S006,HP_PRESSURE,9.0,Opponent,Meowth,Bulbasaur,Opponent,Ascension,Bind Down,Bind Down,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,3.0,Opponent,Meowth,Bulbasaur,Draw,Ascension,Pass,Pass,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,4.0,Player,Meowth,Bulbasaur,Draw,Ascension,Tuck Tail,Tuck Tail,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,5.0,Opponent,Meowth,Bulbasaur,Draw,Ascension,Pass,Pass,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,6.0,Player,Meowth,Bulbasaur,Draw,Ascension,Tuck Tail,Tuck Tail,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,7.0,Opponent,Meowth,Bulbasaur,Draw,Ascension,Pass,Pass,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,8.0,Player,Meowth,Bulbasaur,Draw,Ascension,Tuck Tail,Tuck Tail,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,9.0,Opponent,Meowth,Bulbasaur,Draw,Ascension,Pass,Pass,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,10.0,Player,Meowth,Bulbasaur,Draw,Ascension,Tuck Tail,Tuck Tail,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,11.0,Opponent,Meowth,Bulbasaur,Draw,Ascension,Pass,Pass,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,12.0,Player,Meowth,Bulbasaur,Draw,Ascension,Tuck Tail,Tuck Tail,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,13.0,Opponent,Meowth,Bulbasaur,Draw,Ascension,Pass,Pass,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,14.0,Player,Meowth,Bulbasaur,Draw,Ascension,Tuck Tail,Tuck Tail,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,15.0,Opponent,Meowth,Bulbasaur,Draw,Ascension,Pass,Pass,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,16.0,Player,Meowth,Bulbasaur,Draw,Ascension,Tuck Tail,Tuck Tail,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,17.0,Opponent,Meowth,Bulbasaur,Draw,Ascension,Pass,Pass,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,18.0,Player,Meowth,Bulbasaur,Draw,Ascension,Tuck Tail,Tuck Tail,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,19.0,Opponent,Meowth,Bulbasaur,Draw,Ascension,Pass,Pass,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,20.0,Player,Meowth,Bulbasaur,Draw,Ascension,Tuck Tail,Tuck Tail,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,21.0,Opponent,Meowth,Bulbasaur,Draw,Ascension,Pass,Pass,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,22.0,Player,Meowth,Bulbasaur,Draw,Ascension,Tuck Tail,Tuck Tail,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,23.0,Opponent,Meowth,Bulbasaur,Draw,Ascension,Pass,Pass,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,24.0,Player,Meowth,Bulbasaur,Draw,Ascension,Tuck Tail,Tuck Tail,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,25.0,Opponent,Meowth,Bulbasaur,Draw,Ascension,Pass,Pass,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,26.0,Player,Meowth,Bulbasaur,Draw,Ascension,Tuck Tail,Tuck Tail,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,27.0,Opponent,Meowth,Bulbasaur,Draw,Ascension,Pass,Pass,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,28.0,Player,Meowth,Bulbasaur,Draw,Ascension,Tuck Tail,Tuck Tail,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,29.0,Opponent,Meowth,Bulbasaur,Draw,Ascension,Pass,Pass,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,30.0,Player,Meowth,Bulbasaur,Draw,Ascension,Tuck Tail,Tuck Tail,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,31.0,Opponent,Meowth,Bulbasaur,Draw,Ascension,Pass,Pass,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,32.0,Player,Meowth,Bulbasaur,Draw,Ascension,Tuck Tail,Tuck Tail,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S007__BASELINE,T52_S007,BASELINE,9.0,Opponent,Bulbasaur,Eevee,Opponent,Quick Attack,Quick Attack,Quick Attack,RAW_MODEL_PREDICTION_LEGAL,MULTI_LEGAL_MODEL,False,False
T52_S007__HP_PRESSURE,T52_S007,HP_PRESSURE,13.0,Opponent,Bulbasaur,Eevee,Opponent,Quick Attack,Quick Attack,Quick Attack,RAW_MODEL_PREDICTION_LEGAL,MULTI_LEGAL_MODEL,False,False
T52_S007__ENERGY_PRESSURE,T52_S007,ENERGY_PRESSURE,11.0,Opponent,Bulbasaur,Eevee,Player,Ascension,Ascension,Ascension,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,False
T52_S007__ENERGY_PRESSURE,T52_S007,ENERGY_PRESSURE,12.0,Player,Bulbasaur,Eevee,Player,Ascension,Bind Down,Bind Down,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S007__ENERGY_PRESSURE,T52_S007,ENERGY_PRESSURE,13.0,Opponent,Bulbasaur,Eevee,Player,Ascension,Ascension,Ascension,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,False
T52_S007__ENERGY_PRESSURE,T52_S007,ENERGY_PRESSURE,14.0,Player,Bulbasaur,Eevee,Player,Ascension,Bind Down,Bind Down,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S008__BASELINE,T52_S008,BASELINE,2.0,Player,Eevee,Charmander,Opponent,Ascension,Ascension,Ascension,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,False
T52_S008__BASELINE,T52_S008,BASELINE,3.0,Opponent,Eevee,Charmander,Opponent,Ascension,Live Coal,Live Coal,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S008__BASELINE,T52_S008,BASELINE,4.0,Player,Eevee,Charmander,Opponent,Ascension,Ascension,Ascension,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,False
T52_S008__BASELINE,T52_S008,BASELINE,5.0,Opponent,Eevee,Charmander,Opponent,Ascension,Live Coal,Live Coal,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S008__BASELINE,T52_S008,BASELINE,6.0,Player,Eevee,Charmander,Opponent,Ascension,Ascension,Ascension,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,False
T52_S008__BASELINE,T52_S008,BASELINE,7.0,Opponent,Eevee,Charmander,Opponent,Ascension,Live Coal,Live Coal,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S008__HP_PRESSURE,T52_S008,HP_PRESSURE,6.0,Player,Eevee,Charmander,Opponent,Ascension,Ascension,Ascension,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,False
T52_S008__HP_PRESSURE,T52_S008,HP_PRESSURE,7.0,Opponent,Eevee,Charmander,Opponent,Ascension,Live Coal,Live Coal,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S008__HP_PRESSURE,T52_S008,HP_PRESSURE,8.0,Player,Eevee,Charmander,Opponent,Ascension,Ascension,Ascension,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,False
T52_S008__HP_PRESSURE,T52_S008,HP_PRESSURE,9.0,Opponent,Eevee,Charmander,Opponent,Ascension,Live Coal,Live Coal,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S008__ENERGY_PRESSURE,T52_S008,ENERGY_PRESSURE,4.0,Player,Eevee,Charmander,Draw,Ascension,Ascension,Ascension,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,False
T52_S008__ENERGY_PRESSURE,T52_S008,ENERGY_PRESSURE,5.0,Opponent,Eevee,Charmander,Draw,Ascension,Pass,Pass,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S008__ENERGY_PRESSURE,T52_S008,ENERGY_PRESSURE,6.0,Player,Eevee,Charmander,Draw,Ascension,Ascension,Ascension,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,False
T52_S008__ENERGY_PRESSURE,T52_S008,ENERGY_PRESSURE,7.0,Opponent,Eevee,Charmander,Draw,Ascension,Pass,Pass,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S008__ENERGY_PRESSURE,T52_S008,ENERGY_PRESSURE,8.0,Player,Eevee,Charmander,Draw,Ascension,Ascension,Ascension,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,False
T52_S008__ENERGY_PRESSURE,T52_S008,ENERGY_PRESSURE,9.0,Opponent,Eevee,Charmander,Draw,Ascension,Pass,Pass,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S008__ENERGY_PRESSURE,T52_S008,ENERGY_PRESSURE,10.0,Player,Eevee,Charmander,Draw,Ascension,Ascension,Ascension,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,False
T52_S008__ENERGY_PRESSURE,T52_S008,ENERGY_PRESSURE,11.0,Opponent,Eevee,Charmander,Draw,Ascension,Pass,Pass,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S008__ENERGY_PRESSURE,T52_S008,ENERGY_PRESSURE,12.0,Player,Eevee,Charmander,Draw,Ascension,Ascension,Ascension,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,False
T52_S008__ENERGY_PRESSURE,T52_S008,ENERGY_PRESSURE,13.0,Opponent,Eevee,Charmander,Draw,Ascension,Pass,Pass,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S008__ENERGY_PRESSURE,T52_S008,ENERGY_PRESSURE,14.0,Player,Eevee,Charmander,Draw,Ascension,Ascension,Ascension,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,False
T52_S008__ENERGY_PRESSURE,T52_S008,ENERGY_PRESSURE,15.0,Opponent,Eevee,Charmander,Draw,Ascension,Pass,Pass,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S008__ENERGY_PRESSURE,T52_S008,ENERGY_PRESSURE,16.0,Player,Eevee,Charmander,Draw,Ascension,Ascension,Ascension,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,False
T52_S008__ENERGY_PRESSURE,T52_S008,ENERGY_PRESSURE,17.0,Opponent,Eevee,Charmander,Draw,Ascension,Pass,Pass,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S008__ENERGY_PRESSURE,T52_S008,ENERGY_PRESSURE,18.0,Player,Eevee,Charmander,Draw,Ascension,Ascension,Ascension,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,False
T52_S008__ENERGY_PRESSURE,T52_S008,ENERGY_PRESSURE,19.0,Opponent,Eevee,Charmander,Draw,Ascension,Pass,Pass,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S008__ENERGY_PRESSURE,T52_S008,ENERGY_PRESSURE,20.0,Player,Eevee,Charmander,Draw,Ascension,Ascension,Ascension,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,False
T52_S008__ENERGY_PRESSURE,T52_S008,ENERGY_PRESSURE,21.0,Opponent,Eevee,Charmander,Draw,Ascension,Pass,Pass,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S008__ENERGY_PRESSURE,T52_S008,ENERGY_PRESSURE,22.0,Player,Eevee,Charmander,Draw,Ascension,Ascension,Ascension,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,False
T52_S008__ENERGY_PRESSURE,T52_S008,ENERGY_PRESSURE,23.0,Opponent,Eevee,Charmander,Draw,Ascension,Pass,Pass,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S008__ENERGY_PRESSURE,T52_S008,ENERGY_PRESSURE,24.0,Player,Eevee,Charmander,Draw,Ascension,Ascension,Ascension,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,False
T52_S008__ENERGY_PRESSURE,T52_S008,ENERGY_PRESSURE,25.0,Opponent,Eevee,Charmander,Draw,Ascension,Pass,Pass,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S008__ENERGY_PRESSURE,T52_S008,ENERGY_PRESSURE,26.0,Player,Eevee,Charmander,Draw,Ascension,Ascension,Ascension,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,False
T52_S008__ENERGY_PRESSURE,T52_S008,ENERGY_PRESSURE,27.0,Opponent,Eevee,Charmander,Draw,Ascension,Pass,Pass,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S008__ENERGY_PRESSURE,T52_S008,ENERGY_PRESSURE,28.0,Player,Eevee,Charmander,Draw,Ascension,Ascension,Ascension,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,False
T52_S008__ENERGY_PRESSURE,T52_S008,ENERGY_PRESSURE,29.0,Opponent,Eevee,Charmander,Draw,Ascension,Pass,Pass,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S008__ENERGY_PRESSURE,T52_S008,ENERGY_PRESSURE,30.0,Player,Eevee,Charmander,Draw,Ascension,Ascension,Ascension,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,False
T52_S008__ENERGY_PRESSURE,T52_S008,ENERGY_PRESSURE,31.0,Opponent,Eevee,Charmander,Draw,Ascension,Pass,Pass,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
T52_S008__ENERGY_PRESSURE,T52_S008,ENERGY_PRESSURE,32.0,Player,Eevee,Charmander,Draw,Ascension,Ascension,Ascension,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,False
T52_S008__ENERGY_PRESSURE,T52_S008,ENERGY_PRESSURE,33.0,Opponent,Eevee,Charmander,Draw,Ascension,Pass,Pass,ONLY_LEGAL_MOVE,SINGLE_LEGAL_DIRECT,False,True
