battle_number,scenario_id,base_scenario_id,condition_id,turn_number,current_player,legal_moves,selected_move,raw_predicted_move,confidence,selected_probability,fallback_used,fallback_reason,masking_changed_action,legal_move_list,legal_move_count_recomputed,normalized_raw_prediction,normalized_selected_move,normalized_legal_moves,raw_prediction_legal,masking_changed_action_recomputed,masking_changed_action_stored,decision_category,selected_probability_numeric,selected_masked_probability_numeric,raw_to_selected_probability_gap,masked_probability_gain,condition_name,player_card,opponent_card,starting_side,winner,recorded_turns,starting_player_hp,starting_opponent_hp,starting_player_energy,starting_opponent_energy
12,T52_S004__ENERGY_PRESSURE,T52_S004,ENERGY_PRESSURE,7,Opponent,['Ascension'],Ascension,Ascension,0.7533333333333333,0.7533333333333333,False,,False,"[""Ascension""]",1,ascension,ascension,"[""ascension""]",True,False,False,DIRECT,0.7533333333333333,0.0,0.0,-0.7533333333333333,Opponent Energy Pressure,Charmander,Eevee,Opponent,Player,6,80.0,50.0,3,1
12,T52_S004__ENERGY_PRESSURE,T52_S004,ENERGY_PRESSURE,8,Player,['Live Coal'],Live Coal,Ascension,0.6333333333333333,0.1106666666666666,False,,True,"[""Live Coal""]",1,ascension,live coal,"[""live coal""]",False,True,True,MASKED,0.1106666666666666,0.0,0.5226666666666667,-0.1106666666666666,Opponent Energy Pressure,Charmander,Eevee,Opponent,Player,6,80.0,50.0,3,1
13,T52_S005__BASELINE,T52_S005,BASELINE,1,Player,['Tuck Tail'],Tuck Tail,Ascension,0.62,0.0293333333333333,False,,True,"[""Tuck Tail""]",1,ascension,tuck tail,"[""tuck tail""]",False,True,True,MASKED,0.0293333333333333,0.0,0.5906666666666667,-0.0293333333333333,Baseline,Meowth,Bulbasaur,Player,Opponent,12,60.0,80.0,2,2
13,T52_S005__BASELINE,T52_S005,BASELINE,2,Opponent,['Bind Down'],Bind Down,Ascension,0.804,0.0013333333333333,False,,True,"[""Bind Down""]",1,ascension,bind down,"[""bind down""]",False,True,True,MASKED,0.0013333333333333,0.0,0.8026666666666668,-0.0013333333333333,Baseline,Meowth,Bulbasaur,Player,Opponent,12,60.0,80.0,2,2
13,T52_S005__BASELINE,T52_S005,BASELINE,3,Player,['Tuck Tail'],Tuck Tail,Ascension,0.7586666666666667,0.036,False,,True,"[""Tuck Tail""]",1,ascension,tuck tail,"[""tuck tail""]",False,True,True,MASKED,0.036,0.0,0.7226666666666667,-0.036,Baseline,Meowth,Bulbasaur,Player,Opponent,12,60.0,80.0,2,2
13,T52_S005__BASELINE,T52_S005,BASELINE,4,Opponent,['Bind Down'],Bind Down,Ascension,0.7893333333333333,0.0013333333333333,False,,True,"[""Bind Down""]",1,ascension,bind down,"[""bind down""]",False,True,True,MASKED,0.0013333333333333,0.0,0.788,-0.0013333333333333,Baseline,Meowth,Bulbasaur,Player,Opponent,12,60.0,80.0,2,2
13,T52_S005__BASELINE,T52_S005,BASELINE,5,Player,['Tuck Tail'],Tuck Tail,Ascension,0.7573333333333333,0.036,False,,True,"[""Tuck Tail""]",1,ascension,tuck tail,"[""tuck tail""]",False,True,True,MASKED,0.036,0.0,0.7213333333333333,-0.036,Baseline,Meowth,Bulbasaur,Player,Opponent,12,60.0,80.0,2,2
13,T52_S005__BASELINE,T52_S005,BASELINE,6,Opponent,['Bind Down'],Bind Down,Ascension,0.756,0.0013333333333333,False,,True,"[""Bind Down""]",1,ascension,bind down,"[""bind down""]",False,True,True,MASKED,0.0013333333333333,0.0,0.7546666666666667,-0.0013333333333333,Baseline,Meowth,Bulbasaur,Player,Opponent,12,60.0,80.0,2,2
13,T52_S005__BASELINE,T52_S005,BASELINE,7,Player,['Tuck Tail'],Tuck Tail,Ascension,0.6626666666666666,0.0586666666666666,False,,True,"[""Tuck Tail""]",1,ascension,tuck tail,"[""tuck tail""]",False,True,True,MASKED,0.0586666666666666,0.0,0.604,-0.0586666666666666,Baseline,Meowth,Bulbasaur,Player,Opponent,12,60.0,80.0,2,2
13,T52_S005__BASELINE,T52_S005,BASELINE,8,Opponent,['Bind Down'],Bind Down,Ascension,0.6773333333333333,0.0013333333333333,False,,True,"[""Bind Down""]",1,ascension,bind down,"[""bind down""]",False,True,True,MASKED,0.0013333333333333,0.0,0.676,-0.0013333333333333,Baseline,Meowth,Bulbasaur,Player,Opponent,12,60.0,80.0,2,2
13,T52_S005__BASELINE,T52_S005,BASELINE,9,Player,['Tuck Tail'],Tuck Tail,Ascension,0.6293333333333333,0.0506666666666666,False,,True,"[""Tuck Tail""]",1,ascension,tuck tail,"[""tuck tail""]",False,True,True,MASKED,0.0506666666666666,0.0,0.5786666666666667,-0.0506666666666666,Baseline,Meowth,Bulbasaur,Player,Opponent,12,60.0,80.0,2,2
13,T52_S005__BASELINE,T52_S005,BASELINE,10,Opponent,['Bind Down'],Bind Down,Ascension,0.652,0.0013333333333333,False,,True,"[""Bind Down""]",1,ascension,bind down,"[""bind down""]",False,True,True,MASKED,0.0013333333333333,0.0,0.6506666666666667,-0.0013333333333333,Baseline,Meowth,Bulbasaur,Player,Opponent,12,60.0,80.0,2,2
13,T52_S005__BASELINE,T52_S005,BASELINE,11,Player,['Tuck Tail'],Tuck Tail,Ascension,0.6306666666666667,0.0546666666666666,False,,True,"[""Tuck Tail""]",1,ascension,tuck tail,"[""tuck tail""]",False,True,True,MASKED,0.0546666666666666,0.0,0.5760000000000001,-0.0546666666666666,Baseline,Meowth,Bulbasaur,Player,Opponent,12,60.0,80.0,2,2
13,T52_S005__BASELINE,T52_S005,BASELINE,12,Opponent,['Bind Down'],Bind Down,Ascension,0.6533333333333333,0.0013333333333333,False,,True,"[""Bind Down""]",1,ascension,bind down,"[""bind down""]",False,True,True,MASKED,0.0013333333333333,0.0,0.652,-0.0013333333333333,Baseline,Meowth,Bulbasaur,Player,Opponent,12,60.0,80.0,2,2
14,T52_S005__HP_PRESSURE,T52_S005,HP_PRESSURE,5,Player,['Tuck Tail'],Tuck Tail,Ascension,0.7586666666666667,0.036,False,,True,"[""Tuck Tail""]",1,ascension,tuck tail,"[""tuck tail""]",False,True,True,MASKED,0.036,0.0,0.7226666666666667,-0.036,Player HP Pressure,Meowth,Bulbasaur,Player,Opponent,6,30.0,80.0,2,2
14,T52_S005__HP_PRESSURE,T52_S005,HP_PRESSURE,6,Opponent,['Bind Down'],Bind Down,Ascension,0.728,0.0013333333333333,False,,True,"[""Bind Down""]",1,ascension,bind down,"[""bind down""]",False,True,True,MASKED,0.0013333333333333,0.0,0.7266666666666667,-0.0013333333333333,Player HP Pressure,Meowth,Bulbasaur,Player,Opponent,6,30.0,80.0,2,2
14,T52_S005__HP_PRESSURE,T52_S005,HP_PRESSURE,7,Player,['Tuck Tail'],Tuck Tail,Ascension,0.6546666666666666,0.0586666666666666,False,,True,"[""Tuck Tail""]",1,ascension,tuck tail,"[""tuck tail""]",False,True,True,MASKED,0.0586666666666666,0.0,0.596,-0.0586666666666666,Player HP Pressure,Meowth,Bulbasaur,Player,Opponent,6,30.0,80.0,2,2
14,T52_S005__HP_PRESSURE,T52_S005,HP_PRESSURE,8,Opponent,['Bind Down'],Bind Down,Ascension,0.6706666666666666,0.0013333333333333,False,,True,"[""Bind Down""]",1,ascension,bind down,"[""bind down""]",False,True,True,MASKED,0.0013333333333333,0.0,0.6693333333333333,-0.0013333333333333,Player HP Pressure,Meowth,Bulbasaur,Player,Opponent,6,30.0,80.0,2,2
14,T52_S005__HP_PRESSURE,T52_S005,HP_PRESSURE,9,Player,['Tuck Tail'],Tuck Tail,Ascension,0.6306666666666667,0.0546666666666666,False,,True,"[""Tuck Tail""]",1,ascension,tuck tail,"[""tuck tail""]",False,True,True,MASKED,0.0546666666666666,0.0,0.5760000000000001,-0.0546666666666666,Player HP Pressure,Meowth,Bulbasaur,Player,Opponent,6,30.0,80.0,2,2
14,T52_S005__HP_PRESSURE,T52_S005,HP_PRESSURE,10,Opponent,['Bind Down'],Bind Down,Ascension,0.6533333333333333,0.0013333333333333,False,,True,"[""Bind Down""]",1,ascension,bind down,"[""bind down""]",False,True,True,MASKED,0.0013333333333333,0.0,0.652,-0.0013333333333333,Player HP Pressure,Meowth,Bulbasaur,Player,Opponent,6,30.0,80.0,2,2
15,T52_S005__ENERGY_PRESSURE,T52_S005,ENERGY_PRESSURE,3,Player,['Tuck Tail'],Tuck Tail,Ascension,0.5653333333333334,0.032,False,,True,"[""Tuck Tail""]",1,ascension,tuck tail,"[""tuck tail""]",False,True,True,MASKED,0.032,0.0,0.5333333333333333,-0.032,Opponent Energy Pressure,Meowth,Bulbasaur,Player,Draw,30,60.0,80.0,2,0
15,T52_S005__ENERGY_PRESSURE,T52_S005,ENERGY_PRESSURE,4,Opponent,['Pass'],Pass,Ascension,0.592,0.2413333333333333,False,,True,"[""Pass""]",1,ascension,pass,"[""pass""]",False,True,True,MASKED,0.2413333333333333,0.0,0.3506666666666667,-0.2413333333333333,Opponent Energy Pressure,Meowth,Bulbasaur,Player,Draw,30,60.0,80.0,2,0
15,T52_S005__ENERGY_PRESSURE,T52_S005,ENERGY_PRESSURE,5,Player,['Tuck Tail'],Tuck Tail,Ascension,0.5706666666666667,0.032,False,,True,"[""Tuck Tail""]",1,ascension,tuck tail,"[""tuck tail""]",False,True,True,MASKED,0.032,0.0,0.5386666666666666,-0.032,Opponent Energy Pressure,Meowth,Bulbasaur,Player,Draw,30,60.0,80.0,2,0
15,T52_S005__ENERGY_PRESSURE,T52_S005,ENERGY_PRESSURE,6,Opponent,['Pass'],Pass,Ascension,0.5626666666666666,0.24,False,,True,"[""Pass""]",1,ascension,pass,"[""pass""]",False,True,True,MASKED,0.24,0.0,0.32266666666666666,-0.24,Opponent Energy Pressure,Meowth,Bulbasaur,Player,Draw,30,60.0,80.0,2,0
15,T52_S005__ENERGY_PRESSURE,T52_S005,ENERGY_PRESSURE,7,Player,['Tuck Tail'],Tuck Tail,Ascension,0.5,0.0546666666666666,False,,True,"[""Tuck Tail""]",1,ascension,tuck tail,"[""tuck tail""]",False,True,True,MASKED,0.0546666666666666,0.0,0.4453333333333334,-0.0546666666666666,Opponent Energy Pressure,Meowth,Bulbasaur,Player,Draw,30,60.0,80.0,2,0
15,T52_S005__ENERGY_PRESSURE,T52_S005,ENERGY_PRESSURE,8,Opponent,['Pass'],Pass,Ascension,0.5186666666666667,0.236,False,,True,"[""Pass""]",1,ascension,pass,"[""pass""]",False,True,True,MASKED,0.236,0.0,0.28266666666666673,-0.236,Opponent Energy Pressure,Meowth,Bulbasaur,Player,Draw,30,60.0,80.0,2,0
15,T52_S005__ENERGY_PRESSURE,T52_S005,ENERGY_PRESSURE,9,Player,['Tuck Tail'],Tuck Tail,Ascension,0.476,0.0466666666666666,False,,True,"[""Tuck Tail""]",1,ascension,tuck tail,"[""tuck tail""]",False,True,True,MASKED,0.0466666666666666,0.0,0.4293333333333334,-0.0466666666666666,Opponent Energy Pressure,Meowth,Bulbasaur,Player,Draw,30,60.0,80.0,2,0
15,T52_S005__ENERGY_PRESSURE,T52_S005,ENERGY_PRESSURE,10,Opponent,['Pass'],Pass,Ascension,0.5013333333333333,0.236,False,,True,"[""Pass""]",1,ascension,pass,"[""pass""]",False,True,True,MASKED,0.236,0.0,0.2653333333333333,-0.236,Opponent Energy Pressure,Meowth,Bulbasaur,Player,Draw,30,60.0,80.0,2,0
15,T52_S005__ENERGY_PRESSURE,T52_S005,ENERGY_PRESSURE,11,Player,['Tuck Tail'],Tuck Tail,Ascension,0.476,0.0466666666666666,False,,True,"[""Tuck Tail""]",1,ascension,tuck tail,"[""tuck tail""]",False,True,True,MASKED,0.0466666666666666,0.0,0.4293333333333334,-0.0466666666666666,Opponent Energy Pressure,Meowth,Bulbasaur,Player,Draw,30,60.0,80.0,2,0
15,T52_S005__ENERGY_PRESSURE,T52_S005,ENERGY_PRESSURE,12,Opponent,['Pass'],Pass,Ascension,0.5013333333333333,0.236,False,,True,"[""Pass""]",1,ascension,pass,"[""pass""]",False,True,True,MASKED,0.236,0.0,0.2653333333333333,-0.236,Opponent Energy Pressure,Meowth,Bulbasaur,Player,Draw,30,60.0,80.0,2,0
15,T52_S005__ENERGY_PRESSURE,T52_S005,ENERGY_PRESSURE,13,Player,['Tuck Tail'],Tuck Tail,Ascension,0.476,0.0466666666666666,False,,True,"[""Tuck Tail""]",1,ascension,tuck tail,"[""tuck tail""]",False,True,True,MASKED,0.0466666666666666,0.0,0.4293333333333334,-0.0466666666666666,Opponent Energy Pressure,Meowth,Bulbasaur,Player,Draw,30,60.0,80.0,2,0
15,T52_S005__ENERGY_PRESSURE,T52_S005,ENERGY_PRESSURE,14,Opponent,['Pass'],Pass,Ascension,0.5013333333333333,0.236,False,,True,"[""Pass""]",1,ascension,pass,"[""pass""]",False,True,True,MASKED,0.236,0.0,0.2653333333333333,-0.236,Opponent Energy Pressure,Meowth,Bulbasaur,Player,Draw,30,60.0,80.0,2,0
15,T52_S005__ENERGY_PRESSURE,T52_S005,ENERGY_PRESSURE,15,Player,['Tuck Tail'],Tuck Tail,Ascension,0.476,0.0466666666666666,False,,True,"[""Tuck Tail""]",1,ascension,tuck tail,"[""tuck tail""]",False,True,True,MASKED,0.0466666666666666,0.0,0.4293333333333334,-0.0466666666666666,Opponent Energy Pressure,Meowth,Bulbasaur,Player,Draw,30,60.0,80.0,2,0
15,T52_S005__ENERGY_PRESSURE,T52_S005,ENERGY_PRESSURE,16,Opponent,['Pass'],Pass,Ascension,0.5013333333333333,0.236,False,,True,"[""Pass""]",1,ascension,pass,"[""pass""]",False,True,True,MASKED,0.236,0.0,0.2653333333333333,-0.236,Opponent Energy Pressure,Meowth,Bulbasaur,Player,Draw,30,60.0,80.0,2,0
15,T52_S005__ENERGY_PRESSURE,T52_S005,ENERGY_PRESSURE,17,Player,['Tuck Tail'],Tuck Tail,Ascension,0.476,0.0466666666666666,False,,True,"[""Tuck Tail""]",1,ascension,tuck tail,"[""tuck tail""]",False,True,True,MASKED,0.0466666666666666,0.0,0.4293333333333334,-0.0466666666666666,Opponent Energy Pressure,Meowth,Bulbasaur,Player,Draw,30,60.0,80.0,2,0
15,T52_S005__ENERGY_PRESSURE,T52_S005,ENERGY_PRESSURE,18,Opponent,['Pass'],Pass,Ascension,0.5013333333333333,0.236,False,,True,"[""Pass""]",1,ascension,pass,"[""pass""]",False,True,True,MASKED,0.236,0.0,0.2653333333333333,-0.236,Opponent Energy Pressure,Meowth,Bulbasaur,Player,Draw,30,60.0,80.0,2,0
15,T52_S005__ENERGY_PRESSURE,T52_S005,ENERGY_PRESSURE,19,Player,['Tuck Tail'],Tuck Tail,Ascension,0.476,0.0466666666666666,False,,True,"[""Tuck Tail""]",1,ascension,tuck tail,"[""tuck tail""]",False,True,True,MASKED,0.0466666666666666,0.0,0.4293333333333334,-0.0466666666666666,Opponent Energy Pressure,Meowth,Bulbasaur,Player,Draw,30,60.0,80.0,2,0
15,T52_S005__ENERGY_PRESSURE,T52_S005,ENERGY_PRESSURE,20,Opponent,['Pass'],Pass,Ascension,0.5013333333333333,0.236,False,,True,"[""Pass""]",1,ascension,pass,"[""pass""]",False,True,True,MASKED,0.236,0.0,0.2653333333333333,-0.236,Opponent Energy Pressure,Meowth,Bulbasaur,Player,Draw,30,60.0,80.0,2,0
15,T52_S005__ENERGY_PRESSURE,T52_S005,ENERGY_PRESSURE,21,Player,['Tuck Tail'],Tuck Tail,Ascension,0.476,0.0466666666666666,False,,True,"[""Tuck Tail""]",1,ascension,tuck tail,"[""tuck tail""]",False,True,True,MASKED,0.0466666666666666,0.0,0.4293333333333334,-0.0466666666666666,Opponent Energy Pressure,Meowth,Bulbasaur,Player,Draw,30,60.0,80.0,2,0
15,T52_S005__ENERGY_PRESSURE,T52_S005,ENERGY_PRESSURE,22,Opponent,['Pass'],Pass,Ascension,0.5013333333333333,0.236,False,,True,"[""Pass""]",1,ascension,pass,"[""pass""]",False,True,True,MASKED,0.236,0.0,0.2653333333333333,-0.236,Opponent Energy Pressure,Meowth,Bulbasaur,Player,Draw,30,60.0,80.0,2,0
15,T52_S005__ENERGY_PRESSURE,T52_S005,ENERGY_PRESSURE,23,Player,['Tuck Tail'],Tuck Tail,Ascension,0.476,0.0466666666666666,False,,True,"[""Tuck Tail""]",1,ascension,tuck tail,"[""tuck tail""]",False,True,True,MASKED,0.0466666666666666,0.0,0.4293333333333334,-0.0466666666666666,Opponent Energy Pressure,Meowth,Bulbasaur,Player,Draw,30,60.0,80.0,2,0
15,T52_S005__ENERGY_PRESSURE,T52_S005,ENERGY_PRESSURE,24,Opponent,['Pass'],Pass,Ascension,0.5013333333333333,0.236,False,,True,"[""Pass""]",1,ascension,pass,"[""pass""]",False,True,True,MASKED,0.236,0.0,0.2653333333333333,-0.236,Opponent Energy Pressure,Meowth,Bulbasaur,Player,Draw,30,60.0,80.0,2,0
15,T52_S005__ENERGY_PRESSURE,T52_S005,ENERGY_PRESSURE,25,Player,['Tuck Tail'],Tuck Tail,Ascension,0.476,0.0466666666666666,False,,True,"[""Tuck Tail""]",1,ascension,tuck tail,"[""tuck tail""]",False,True,True,MASKED,0.0466666666666666,0.0,0.4293333333333334,-0.0466666666666666,Opponent Energy Pressure,Meowth,Bulbasaur,Player,Draw,30,60.0,80.0,2,0
15,T52_S005__ENERGY_PRESSURE,T52_S005,ENERGY_PRESSURE,26,Opponent,['Pass'],Pass,Ascension,0.5013333333333333,0.236,False,,True,"[""Pass""]",1,ascension,pass,"[""pass""]",False,True,True,MASKED,0.236,0.0,0.2653333333333333,-0.236,Opponent Energy Pressure,Meowth,Bulbasaur,Player,Draw,30,60.0,80.0,2,0
15,T52_S005__ENERGY_PRESSURE,T52_S005,ENERGY_PRESSURE,27,Player,['Tuck Tail'],Tuck Tail,Ascension,0.476,0.0466666666666666,False,,True,"[""Tuck Tail""]",1,ascension,tuck tail,"[""tuck tail""]",False,True,True,MASKED,0.0466666666666666,0.0,0.4293333333333334,-0.0466666666666666,Opponent Energy Pressure,Meowth,Bulbasaur,Player,Draw,30,60.0,80.0,2,0
15,T52_S005__ENERGY_PRESSURE,T52_S005,ENERGY_PRESSURE,28,Opponent,['Pass'],Pass,Ascension,0.5013333333333333,0.236,False,,True,"[""Pass""]",1,ascension,pass,"[""pass""]",False,True,True,MASKED,0.236,0.0,0.2653333333333333,-0.236,Opponent Energy Pressure,Meowth,Bulbasaur,Player,Draw,30,60.0,80.0,2,0
15,T52_S005__ENERGY_PRESSURE,T52_S005,ENERGY_PRESSURE,29,Player,['Tuck Tail'],Tuck Tail,Ascension,0.476,0.0466666666666666,False,,True,"[""Tuck Tail""]",1,ascension,tuck tail,"[""tuck tail""]",False,True,True,MASKED,0.0466666666666666,0.0,0.4293333333333334,-0.0466666666666666,Opponent Energy Pressure,Meowth,Bulbasaur,Player,Draw,30,60.0,80.0,2,0
15,T52_S005__ENERGY_PRESSURE,T52_S005,ENERGY_PRESSURE,30,Opponent,['Pass'],Pass,Ascension,0.5013333333333333,0.236,False,,True,"[""Pass""]",1,ascension,pass,"[""pass""]",False,True,True,MASKED,0.236,0.0,0.2653333333333333,-0.236,Opponent Energy Pressure,Meowth,Bulbasaur,Player,Draw,30,60.0,80.0,2,0
15,T52_S005__ENERGY_PRESSURE,T52_S005,ENERGY_PRESSURE,31,Player,['Tuck Tail'],Tuck Tail,Ascension,0.476,0.0466666666666666,False,,True,"[""Tuck Tail""]",1,ascension,tuck tail,"[""tuck tail""]",False,True,True,MASKED,0.0466666666666666,0.0,0.4293333333333334,-0.0466666666666666,Opponent Energy Pressure,Meowth,Bulbasaur,Player,Draw,30,60.0,80.0,2,0
15,T52_S005__ENERGY_PRESSURE,T52_S005,ENERGY_PRESSURE,32,Opponent,['Pass'],Pass,Ascension,0.5013333333333333,0.236,False,,True,"[""Pass""]",1,ascension,pass,"[""pass""]",False,True,True,MASKED,0.236,0.0,0.2653333333333333,-0.236,Opponent Energy Pressure,Meowth,Bulbasaur,Player,Draw,30,60.0,80.0,2,0
16,T52_S006__BASELINE,T52_S006,BASELINE,1,Opponent,['Bind Down'],Bind Down,Ascension,0.648,0.0,True,All matching legal actions had zero policy probability.,True,"[""Bind Down""]",1,ascension,bind down,"[""bind down""]",False,True,True,FALLBACK,0.0,0.0,0.648,0.0,Baseline,Meowth,Bulbasaur,Opponent,Opponent,11,60.0,80.0,2,2
16,T52_S006__BASELINE,T52_S006,BASELINE,2,Player,['Tuck Tail'],Tuck Tail,Ascension,0.764,0.036,False,,True,"[""Tuck Tail""]",1,ascension,tuck tail,"[""tuck tail""]",False,True,True,MASKED,0.036,0.0,0.728,-0.036,Baseline,Meowth,Bulbasaur,Opponent,Opponent,11,60.0,80.0,2,2
16,T52_S006__BASELINE,T52_S006,BASELINE,3,Opponent,['Bind Down'],Bind Down,Ascension,0.7893333333333333,0.0013333333333333,False,,True,"[""Bind Down""]",1,ascension,bind down,"[""bind down""]",False,True,True,MASKED,0.0013333333333333,0.0,0.788,-0.0013333333333333,Baseline,Meowth,Bulbasaur,Opponent,Opponent,11,60.0,80.0,2,2
16,T52_S006__BASELINE,T52_S006,BASELINE,4,Player,['Tuck Tail'],Tuck Tail,Ascension,0.7586666666666667,0.036,False,,True,"[""Tuck Tail""]",1,ascension,tuck tail,"[""tuck tail""]",False,True,True,MASKED,0.036,0.0,0.7226666666666667,-0.036,Baseline,Meowth,Bulbasaur,Opponent,Opponent,11,60.0,80.0,2,2
16,T52_S006__BASELINE,T52_S006,BASELINE,5,Opponent,['Bind Down'],Bind Down,Ascension,0.7893333333333333,0.0013333333333333,False,,True,"[""Bind Down""]",1,ascension,bind down,"[""bind down""]",False,True,True,MASKED,0.0013333333333333,0.0,0.788,-0.0013333333333333,Baseline,Meowth,Bulbasaur,Opponent,Opponent,11,60.0,80.0,2,2
16,T52_S006__BASELINE,T52_S006,BASELINE,6,Player,['Tuck Tail'],Tuck Tail,Ascension,0.704,0.0386666666666666,False,,True,"[""Tuck Tail""]",1,ascension,tuck tail,"[""tuck tail""]",False,True,True,MASKED,0.0386666666666666,0.0,0.6653333333333333,-0.0386666666666666,Baseline,Meowth,Bulbasaur,Opponent,Opponent,11,60.0,80.0,2,2
16,T52_S006__BASELINE,T52_S006,BASELINE,7,Opponent,['Bind Down'],Bind Down,Ascension,0.684,0.0013333333333333,False,,True,"[""Bind Down""]",1,ascension,bind down,"[""bind down""]",False,True,True,MASKED,0.0013333333333333,0.0,0.6826666666666668,-0.0013333333333333,Baseline,Meowth,Bulbasaur,Opponent,Opponent,11,60.0,80.0,2,2
16,T52_S006__BASELINE,T52_S006,BASELINE,8,Player,['Tuck Tail'],Tuck Tail,Ascension,0.6466666666666666,0.0586666666666666,False,,True,"[""Tuck Tail""]",1,ascension,tuck tail,"[""tuck tail""]",False,True,True,MASKED,0.0586666666666666,0.0,0.588,-0.0586666666666666,Baseline,Meowth,Bulbasaur,Opponent,Opponent,11,60.0,80.0,2,2
16,T52_S006__BASELINE,T52_S006,BASELINE,9,Opponent,['Bind Down'],Bind Down,Ascension,0.652,0.0013333333333333,False,,True,"[""Bind Down""]",1,ascension,bind down,"[""bind down""]",False,True,True,MASKED,0.0013333333333333,0.0,0.6506666666666667,-0.0013333333333333,Baseline,Meowth,Bulbasaur,Opponent,Opponent,11,60.0,80.0,2,2
16,T52_S006__BASELINE,T52_S006,BASELINE,10,Player,['Tuck Tail'],Tuck Tail,Ascension,0.6306666666666667,0.0546666666666666,False,,True,"[""Tuck Tail""]",1,ascension,tuck tail,"[""tuck tail""]",False,True,True,MASKED,0.0546666666666666,0.0,0.5760000000000001,-0.0546666666666666,Baseline,Meowth,Bulbasaur,Opponent,Opponent,11,60.0,80.0,2,2
16,T52_S006__BASELINE,T52_S006,BASELINE,11,Opponent,['Bind Down'],Bind Down,Ascension,0.6533333333333333,0.0013333333333333,False,,True,"[""Bind Down""]",1,ascension,bind down,"[""bind down""]",False,True,True,MASKED,0.0013333333333333,0.0,0.652,-0.0013333333333333,Baseline,Meowth,Bulbasaur,Opponent,Opponent,11,60.0,80.0,2,2
17,T52_S006__HP_PRESSURE,T52_S006,HP_PRESSURE,5,Opponent,['Bind Down'],Bind Down,Ascension,0.7866666666666666,0.0013333333333333,False,,True,"[""Bind Down""]",1,ascension,bind down,"[""bind down""]",False,True,True,MASKED,0.0013333333333333,0.0,0.7853333333333333,-0.0013333333333333,Player HP Pressure,Meowth,Bulbasaur,Opponent,Opponent,5,30.0,80.0,2,2
17,T52_S006__HP_PRESSURE,T52_S006,HP_PRESSURE,6,Player,['Tuck Tail'],Tuck Tail,Ascension,0.696,0.0386666666666666,False,,True,"[""Tuck Tail""]",1,ascension,tuck tail,"[""tuck tail""]",False,True,True,MASKED,0.0386666666666666,0.0,0.6573333333333333,-0.0386666666666666,Player HP Pressure,Meowth,Bulbasaur,Opponent,Opponent,5,30.0,80.0,2,2
17,T52_S006__HP_PRESSURE,T52_S006,HP_PRESSURE,7,Opponent,['Bind Down'],Bind Down,Ascension,0.676,0.0013333333333333,False,,True,"[""Bind Down""]",1,ascension,bind down,"[""bind down""]",False,True,True,MASKED,0.0013333333333333,0.0,0.6746666666666667,-0.0013333333333333,Player HP Pressure,Meowth,Bulbasaur,Opponent,Opponent,5,30.0,80.0,2,2
17,T52_S006__HP_PRESSURE,T52_S006,HP_PRESSURE,8,Player,['Tuck Tail'],Tuck Tail,Ascension,0.648,0.0626666666666666,False,,True,"[""Tuck Tail""]",1,ascension,tuck tail,"[""tuck tail""]",False,True,True,MASKED,0.0626666666666666,0.0,0.5853333333333334,-0.0626666666666666,Player HP Pressure,Meowth,Bulbasaur,Opponent,Opponent,5,30.0,80.0,2,2
17,T52_S006__HP_PRESSURE,T52_S006,HP_PRESSURE,9,Opponent,['Bind Down'],Bind Down,Ascension,0.6533333333333333,0.0013333333333333,False,,True,"[""Bind Down""]",1,ascension,bind down,"[""bind down""]",False,True,True,MASKED,0.0013333333333333,0.0,0.652,-0.0013333333333333,Player HP Pressure,Meowth,Bulbasaur,Opponent,Opponent,5,30.0,80.0,2,2
18,T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,3,Opponent,['Pass'],Pass,Ascension,0.588,0.2466666666666666,False,,True,"[""Pass""]",1,ascension,pass,"[""pass""]",False,True,True,MASKED,0.2466666666666666,0.0,0.3413333333333334,-0.2466666666666666,Opponent Energy Pressure,Meowth,Bulbasaur,Opponent,Draw,30,60.0,80.0,2,0
18,T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,4,Player,['Tuck Tail'],Tuck Tail,Ascension,0.5706666666666667,0.032,False,,True,"[""Tuck Tail""]",1,ascension,tuck tail,"[""tuck tail""]",False,True,True,MASKED,0.032,0.0,0.5386666666666666,-0.032,Opponent Energy Pressure,Meowth,Bulbasaur,Opponent,Draw,30,60.0,80.0,2,0
18,T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,5,Opponent,['Pass'],Pass,Ascension,0.592,0.2413333333333333,False,,True,"[""Pass""]",1,ascension,pass,"[""pass""]",False,True,True,MASKED,0.2413333333333333,0.0,0.3506666666666667,-0.2413333333333333,Opponent Energy Pressure,Meowth,Bulbasaur,Opponent,Draw,30,60.0,80.0,2,0
18,T52_S006__ENERGY_PRESSURE,T52_S006,ENERGY_PRESSURE,6,Player,['Tuck Tail'],Tuck Tail,Ascension,0.5386666666666666,0.0346666666666666,False,,True,"[""Tuck Tail""]",1,ascension,tuck tail,"[""tuck tail""]",False,True,True,MASKED,0.0346666666666666,0.0,0.504,-0.0346666666666666,Opponent Energy Pressure,Meowth,Bulbasaur,Opponent,Draw,30,60.0,80.0,2,0
