variant_id,source_scenario_id,source_match_id,queue_position,variant_name,variant_seed,side_mode,source_normalized_side,variant_normalized_side,current_player,baseline_name,player_card,opponent_card,turn_number,player_energy,opponent_energy,player_damage,opponent_damage,player_damage_fraction,opponent_damage_fraction,prize_cards_remaining,hand_size,terminal,legal_move_count,accepted,curriculum_priority,hard_example_rank,trace_file
NB48_LOSS_250__player_under_pressure__422b72e9bb09,NB48_LOSS_250,250,26,player_under_pressure,2509257671,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Charmander,Eevee,6,2,3,40.0,7.5,0.5,0.15,4,4,False,1,True,6.0,26,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_250.jsonl
NB48_LOSS_250__opponent_under_pressure__2181579d7c12,NB48_LOSS_250,250,26,opponent_under_pressure,4225643399,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Charmander,Eevee,6,3,2,12.0,25.0,0.15,0.5,4,5,False,1,True,6.0,26,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_250.jsonl
NB48_LOSS_250__late_game_prize_pressure__b65da28af24a,NB48_LOSS_250,250,26,late_game_prize_pressure,302273707,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Charmander,Eevee,9,3,3,32.0,20.0,0.4,0.4,2,3,False,1,True,6.0,26,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_250.jsonl
NB48_LOSS_250__critical_hp_decision__93145d49a1ac,NB48_LOSS_250,250,26,critical_hp_decision,132540926,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Charmander,Eevee,10,4,4,56.0,27.5,0.7,0.55,2,3,False,1,True,6.0,26,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_250.jsonl
NB48_LOSS_250__counterfactual_side_early__f96947c66afc,NB48_LOSS_250,250,26,counterfactual_side_early,3330808401,FLIP,Opponent,Player,Player,Depth-6 Search Baseline,Charmander,Eevee,3,1,1,8.0,5.0,0.1,0.1,5,6,False,1,True,6.0,26,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_250.jsonl
NB48_LOSS_250__counterfactual_side_late__0ebe38304aed,NB48_LOSS_250,250,26,counterfactual_side_late,1148540808,FLIP,Opponent,Player,Player,Depth-6 Search Baseline,Charmander,Eevee,8,3,3,36.0,22.5,0.45,0.45,3,4,False,1,True,6.0,26,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_250.jsonl
NB48_LOSS_254__opening_zero_energy__6a2f5f8a3d6d,NB48_LOSS_254,254,27,opening_zero_energy,3558355037,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Meowth,Eevee,1,0,0,0.0,0.0,0.0,0.0,6,7,False,1,True,6.0,27,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_254.jsonl
NB48_LOSS_254__opening_one_energy__d71ec5e41e7c,NB48_LOSS_254,254,27,opening_one_energy,1517370272,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Meowth,Eevee,2,1,1,0.0,0.0,0.0,0.0,6,6,False,1,True,6.0,27,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_254.jsonl
NB48_LOSS_254__early_pressure__25e3ebf09a40,NB48_LOSS_254,254,27,early_pressure,2204119901,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Meowth,Eevee,3,1,2,25.5,2.5,0.15,0.05,5,6,False,1,True,6.0,27,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_254.jsonl
NB48_LOSS_254__balanced_midgame__cf036908caba,NB48_LOSS_254,254,27,balanced_midgame,3161770470,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Meowth,Eevee,5,2,2,42.5,12.5,0.25,0.25,4,5,False,1,True,6.0,27,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_254.jsonl
NB48_LOSS_254__player_under_pressure__56ee3f0f1a5f,NB48_LOSS_254,254,27,player_under_pressure,1653255341,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Meowth,Eevee,6,2,3,85.0,7.5,0.5,0.15,4,4,False,1,True,6.0,27,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_254.jsonl
NB48_LOSS_254__opponent_under_pressure__bbe69bae408a,NB48_LOSS_254,254,27,opponent_under_pressure,2283493404,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Meowth,Eevee,6,3,2,25.5,25.0,0.15,0.5,4,5,False,1,True,6.0,27,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_254.jsonl
NB48_LOSS_254__late_game_prize_pressure__27ea4d6b580f,NB48_LOSS_254,254,27,late_game_prize_pressure,2314697796,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Meowth,Eevee,9,3,3,68.0,20.0,0.4,0.4,2,3,False,1,True,6.0,27,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_254.jsonl
NB48_LOSS_254__critical_hp_decision__d38880b6f398,NB48_LOSS_254,254,27,critical_hp_decision,3915138388,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Meowth,Eevee,10,4,4,119.0,27.5,0.7,0.55,2,3,False,1,True,6.0,27,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_254.jsonl
NB48_LOSS_254__counterfactual_side_early__bc4bc9b30643,NB48_LOSS_254,254,27,counterfactual_side_early,2059983108,FLIP,Opponent,Player,Player,Depth-6 Search Baseline,Meowth,Eevee,3,1,1,17.0,5.0,0.1,0.1,5,6,False,1,True,6.0,27,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_254.jsonl
NB48_LOSS_254__counterfactual_side_late__d39abe09ccf5,NB48_LOSS_254,254,27,counterfactual_side_late,3227035689,FLIP,Opponent,Player,Player,Depth-6 Search Baseline,Meowth,Eevee,8,3,3,76.5,22.5,0.45,0.45,3,4,False,1,True,6.0,27,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_254.jsonl
NB48_LOSS_262__opening_zero_energy__0cb9585db942,NB48_LOSS_262,262,28,opening_zero_energy,369785672,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Charmander,Eevee,1,0,0,0.0,0.0,0.0,0.0,6,7,False,1,True,6.0,28,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_262.jsonl
NB48_LOSS_262__opening_one_energy__63097f817729,NB48_LOSS_262,262,28,opening_one_energy,1569534389,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Charmander,Eevee,2,1,1,0.0,0.0,0.0,0.0,6,6,False,1,True,6.0,28,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_262.jsonl
NB48_LOSS_262__early_pressure__cf7062b9dbdf,NB48_LOSS_262,262,28,early_pressure,76003800,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Charmander,Eevee,3,1,2,12.0,2.5,0.15,0.05,5,6,False,1,True,6.0,28,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_262.jsonl
NB48_LOSS_262__balanced_midgame__f1a3478b04a0,NB48_LOSS_262,262,28,balanced_midgame,502139832,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Charmander,Eevee,5,2,2,20.0,12.5,0.25,0.25,4,5,False,1,True,6.0,28,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_262.jsonl
NB48_LOSS_262__player_under_pressure__df227b3913aa,NB48_LOSS_262,262,28,player_under_pressure,4214067491,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Charmander,Eevee,6,2,3,40.0,7.5,0.5,0.15,4,4,False,1,True,6.0,28,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_262.jsonl
NB48_LOSS_262__opponent_under_pressure__8e0436ea1249,NB48_LOSS_262,262,28,opponent_under_pressure,1423960959,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Charmander,Eevee,6,3,2,12.0,25.0,0.15,0.5,4,5,False,1,True,6.0,28,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_262.jsonl
NB48_LOSS_262__late_game_prize_pressure__fe57cab62b37,NB48_LOSS_262,262,28,late_game_prize_pressure,1605820864,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Charmander,Eevee,9,3,3,32.0,20.0,0.4,0.4,2,3,False,1,True,6.0,28,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_262.jsonl
NB48_LOSS_262__critical_hp_decision__85448a939722,NB48_LOSS_262,262,28,critical_hp_decision,2064694864,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Charmander,Eevee,10,4,4,56.0,27.5,0.7,0.55,2,3,False,1,True,6.0,28,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_262.jsonl
NB48_LOSS_262__counterfactual_side_early__e9f4d2a36cf1,NB48_LOSS_262,262,28,counterfactual_side_early,1149322676,FLIP,Opponent,Player,Player,Depth-6 Search Baseline,Charmander,Eevee,3,1,1,8.0,5.0,0.1,0.1,5,6,False,1,True,6.0,28,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_262.jsonl
NB48_LOSS_262__counterfactual_side_late__42e559cb09ee,NB48_LOSS_262,262,28,counterfactual_side_late,3592619063,FLIP,Opponent,Player,Player,Depth-6 Search Baseline,Charmander,Eevee,8,3,3,36.0,22.5,0.45,0.45,3,4,False,1,True,6.0,28,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_262.jsonl
NB48_LOSS_266__opening_zero_energy__9cabd3f35e6e,NB48_LOSS_266,266,29,opening_zero_energy,3308734672,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Meowth,Eevee,1,0,0,0.0,0.0,0.0,0.0,6,7,False,1,True,6.0,29,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_266.jsonl
NB48_LOSS_266__opening_one_energy__e182f473a9e4,NB48_LOSS_266,266,29,opening_one_energy,3306015028,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Meowth,Eevee,2,1,1,0.0,0.0,0.0,0.0,6,6,False,1,True,6.0,29,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_266.jsonl
NB48_LOSS_266__early_pressure__ca735760355a,NB48_LOSS_266,266,29,early_pressure,2420884527,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Meowth,Eevee,3,1,2,25.5,2.5,0.15,0.05,5,6,False,1,True,6.0,29,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_266.jsonl
NB48_LOSS_266__balanced_midgame__3a4dd531523e,NB48_LOSS_266,266,29,balanced_midgame,993438198,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Meowth,Eevee,5,2,2,42.5,12.5,0.25,0.25,4,5,False,1,True,6.0,29,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_266.jsonl
NB48_LOSS_266__player_under_pressure__15b4752d4c73,NB48_LOSS_266,266,29,player_under_pressure,3152604387,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Meowth,Eevee,6,2,3,85.0,7.5,0.5,0.15,4,4,False,1,True,6.0,29,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_266.jsonl
NB48_LOSS_266__opponent_under_pressure__5626987af5c1,NB48_LOSS_266,266,29,opponent_under_pressure,1209435498,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Meowth,Eevee,6,3,2,25.5,25.0,0.15,0.5,4,5,False,1,True,6.0,29,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_266.jsonl
NB48_LOSS_266__late_game_prize_pressure__6aeb7bb9d902,NB48_LOSS_266,266,29,late_game_prize_pressure,3679300780,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Meowth,Eevee,9,3,3,68.0,20.0,0.4,0.4,2,3,False,1,True,6.0,29,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_266.jsonl
NB48_LOSS_266__critical_hp_decision__5fd90d953605,NB48_LOSS_266,266,29,critical_hp_decision,3108284070,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Meowth,Eevee,10,4,4,119.0,27.5,0.7,0.55,2,3,False,1,True,6.0,29,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_266.jsonl
NB48_LOSS_266__counterfactual_side_early__a81b942c92fd,NB48_LOSS_266,266,29,counterfactual_side_early,2921655500,FLIP,Opponent,Player,Player,Depth-6 Search Baseline,Meowth,Eevee,3,1,1,17.0,5.0,0.1,0.1,5,6,False,1,True,6.0,29,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_266.jsonl
NB48_LOSS_266__counterfactual_side_late__c99ddfcaffb3,NB48_LOSS_266,266,29,counterfactual_side_late,213471686,FLIP,Opponent,Player,Player,Depth-6 Search Baseline,Meowth,Eevee,8,3,3,76.5,22.5,0.45,0.45,3,4,False,1,True,6.0,29,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_266.jsonl
NB48_LOSS_274__opening_zero_energy__6e20071ea75a,NB48_LOSS_274,274,30,opening_zero_energy,4084788669,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Charmander,Eevee,1,0,0,0.0,0.0,0.0,0.0,6,7,False,1,True,6.0,30,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_274.jsonl
NB48_LOSS_274__opening_one_energy__2908f38e25eb,NB48_LOSS_274,274,30,opening_one_energy,1046698658,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Charmander,Eevee,2,1,1,0.0,0.0,0.0,0.0,6,6,False,1,True,6.0,30,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_274.jsonl
NB48_LOSS_274__early_pressure__ed5592bd3e95,NB48_LOSS_274,274,30,early_pressure,3955273338,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Charmander,Eevee,3,1,2,12.0,2.5,0.15,0.05,5,6,False,1,True,6.0,30,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_274.jsonl
NB48_LOSS_274__balanced_midgame__10561b968d44,NB48_LOSS_274,274,30,balanced_midgame,2851120421,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Charmander,Eevee,5,2,2,20.0,12.5,0.25,0.25,4,5,False,1,True,6.0,30,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_274.jsonl
NB48_LOSS_274__player_under_pressure__04a80256f256,NB48_LOSS_274,274,30,player_under_pressure,3137406256,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Charmander,Eevee,6,2,3,40.0,7.5,0.5,0.15,4,4,False,1,True,6.0,30,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_274.jsonl
NB48_LOSS_274__opponent_under_pressure__9f4779a1bccf,NB48_LOSS_274,274,30,opponent_under_pressure,1324996325,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Charmander,Eevee,6,3,2,12.0,25.0,0.15,0.5,4,5,False,1,True,6.0,30,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_274.jsonl
NB48_LOSS_274__late_game_prize_pressure__9308082c399b,NB48_LOSS_274,274,30,late_game_prize_pressure,1846697147,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Charmander,Eevee,9,3,3,32.0,20.0,0.4,0.4,2,3,False,1,True,6.0,30,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_274.jsonl
NB48_LOSS_274__critical_hp_decision__9aee2d71517f,NB48_LOSS_274,274,30,critical_hp_decision,3604981829,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Charmander,Eevee,10,4,4,56.0,27.5,0.7,0.55,2,3,False,1,True,6.0,30,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_274.jsonl
NB48_LOSS_274__counterfactual_side_early__01582eb0538d,NB48_LOSS_274,274,30,counterfactual_side_early,315934266,FLIP,Opponent,Player,Player,Depth-6 Search Baseline,Charmander,Eevee,3,1,1,8.0,5.0,0.1,0.1,5,6,False,1,True,6.0,30,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_274.jsonl
NB48_LOSS_274__counterfactual_side_late__6842c1eecb04,NB48_LOSS_274,274,30,counterfactual_side_late,3186268189,FLIP,Opponent,Player,Player,Depth-6 Search Baseline,Charmander,Eevee,8,3,3,36.0,22.5,0.45,0.45,3,4,False,1,True,6.0,30,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_274.jsonl
NB48_LOSS_278__opening_zero_energy__626ebf5182f5,NB48_LOSS_278,278,31,opening_zero_energy,415301107,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Meowth,Eevee,1,0,0,0.0,0.0,0.0,0.0,6,7,False,1,True,6.0,31,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_278.jsonl
NB48_LOSS_278__opening_one_energy__7469592cd7a6,NB48_LOSS_278,278,31,opening_one_energy,3622690875,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Meowth,Eevee,2,1,1,0.0,0.0,0.0,0.0,6,6,False,1,True,6.0,31,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_278.jsonl
NB48_LOSS_278__early_pressure__16b338ce1785,NB48_LOSS_278,278,31,early_pressure,2519768140,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Meowth,Eevee,3,1,2,25.5,2.5,0.15,0.05,5,6,False,1,True,6.0,31,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_278.jsonl
NB48_LOSS_278__balanced_midgame__410ca1e3db52,NB48_LOSS_278,278,31,balanced_midgame,2925725013,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Meowth,Eevee,5,2,2,42.5,12.5,0.25,0.25,4,5,False,1,True,6.0,31,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_278.jsonl
NB48_LOSS_278__player_under_pressure__13d16a2c2935,NB48_LOSS_278,278,31,player_under_pressure,3959787244,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Meowth,Eevee,6,2,3,85.0,7.5,0.5,0.15,4,4,False,1,True,6.0,31,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_278.jsonl
NB48_LOSS_278__opponent_under_pressure__52041b27d686,NB48_LOSS_278,278,31,opponent_under_pressure,639306805,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Meowth,Eevee,6,3,2,25.5,25.0,0.15,0.5,4,5,False,1,True,6.0,31,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_278.jsonl
NB48_LOSS_278__late_game_prize_pressure__55bf12585c44,NB48_LOSS_278,278,31,late_game_prize_pressure,729350262,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Meowth,Eevee,9,3,3,68.0,20.0,0.4,0.4,2,3,False,1,True,6.0,31,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_278.jsonl
NB48_LOSS_278__critical_hp_decision__30cb56947619,NB48_LOSS_278,278,31,critical_hp_decision,3221941509,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Meowth,Eevee,10,4,4,119.0,27.5,0.7,0.55,2,3,False,1,True,6.0,31,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_278.jsonl
NB48_LOSS_278__counterfactual_side_early__f579aa2fd10e,NB48_LOSS_278,278,31,counterfactual_side_early,2725524564,FLIP,Opponent,Player,Player,Depth-6 Search Baseline,Meowth,Eevee,3,1,1,17.0,5.0,0.1,0.1,5,6,False,1,True,6.0,31,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_278.jsonl
NB48_LOSS_278__counterfactual_side_late__f3b277d54056,NB48_LOSS_278,278,31,counterfactual_side_late,3861718520,FLIP,Opponent,Player,Player,Depth-6 Search Baseline,Meowth,Eevee,8,3,3,76.5,22.5,0.45,0.45,3,4,False,1,True,6.0,31,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_278.jsonl
NB48_LOSS_286__opening_zero_energy__2188bdd0392f,NB48_LOSS_286,286,32,opening_zero_energy,1621760754,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Charmander,Eevee,1,0,0,0.0,0.0,0.0,0.0,6,7,False,1,True,6.0,32,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_286.jsonl
NB48_LOSS_286__opening_one_energy__4d6a7f9d7f2c,NB48_LOSS_286,286,32,opening_one_energy,2595295645,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Charmander,Eevee,2,1,1,0.0,0.0,0.0,0.0,6,6,False,1,True,6.0,32,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_286.jsonl
NB48_LOSS_286__early_pressure__4a1deb36bd4f,NB48_LOSS_286,286,32,early_pressure,4252839265,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Charmander,Eevee,3,1,2,12.0,2.5,0.15,0.05,5,6,False,1,True,6.0,32,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_286.jsonl
NB48_LOSS_286__balanced_midgame__865cb8e68dbb,NB48_LOSS_286,286,32,balanced_midgame,396986915,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Charmander,Eevee,5,2,2,20.0,12.5,0.25,0.25,4,5,False,1,True,6.0,32,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_286.jsonl
NB48_LOSS_286__player_under_pressure__7f3f8c29c7a7,NB48_LOSS_286,286,32,player_under_pressure,4259993703,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Charmander,Eevee,6,2,3,40.0,7.5,0.5,0.15,4,4,False,1,True,6.0,32,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_286.jsonl
NB48_LOSS_286__opponent_under_pressure__538eabf9fbb0,NB48_LOSS_286,286,32,opponent_under_pressure,297284614,PRESERVE,Opponent,Opponent,Opponent,Depth-6 Search Baseline,Charmander,Eevee,6,3,2,12.0,25.0,0.15,0.5,4,5,False,1,True,6.0,32,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_286.jsonl
