comparison_case_id,strategy_a,strategy_b,maximum_case_difference,mean_case_difference,l1_case_difference,prediction_a,prediction_b,predictions_match
4WE_PAIR_017_V02__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07400000000000007,0.025333333333333347,0.15200000000000008,Quick Attack,Quick Attack,True
4WE_PAIR_017_V03__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07400000000000007,0.025333333333333347,0.15200000000000008,Quick Attack,Quick Attack,True
4WE_PAIR_007_V02__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07400000000000007,0.02466666666666668,0.14800000000000008,Quick Attack,Quick Attack,True
4WE_PAIR_001_V03__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07400000000000001,0.02466666666666666,0.14799999999999996,Quick Attack,Quick Attack,True
4WE_PAIR_002_V03__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07400000000000001,0.02466666666666666,0.14799999999999996,Quick Attack,Quick Attack,True
4WE_PAIR_003_V02__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07400000000000001,0.02466666666666666,0.14799999999999996,Quick Attack,Quick Attack,True
4WE_PAIR_003_V03__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07400000000000001,0.02466666666666666,0.14799999999999996,Quick Attack,Quick Attack,True
4WE_PAIR_008_V03__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07400000000000001,0.02466666666666666,0.14799999999999996,Quick Attack,Quick Attack,True
4WE_PAIR_009_V03__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07400000000000001,0.02466666666666666,0.14799999999999996,Quick Attack,Quick Attack,True
4WE_PAIR_010_V02__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07400000000000001,0.02466666666666666,0.14799999999999996,Quick Attack,Quick Attack,True
4WE_PAIR_010_V03__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07400000000000001,0.02466666666666666,0.14799999999999996,Quick Attack,Quick Attack,True
4WE_PAIR_013_V03__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07400000000000001,0.02466666666666666,0.14799999999999996,Quick Attack,Quick Attack,True
4WE_PAIR_014_V03__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07400000000000001,0.02466666666666666,0.14799999999999996,Quick Attack,Quick Attack,True
4WE_PAIR_018_V03__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07400000000000001,0.02466666666666666,0.14799999999999996,Quick Attack,Quick Attack,True
4WE_PAIR_019_V03__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07400000000000001,0.02466666666666666,0.14799999999999996,Quick Attack,Quick Attack,True
4WE_PAIR_001_V03__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07399999999999995,0.02466666666666666,0.14799999999999996,Quick Attack,Quick Attack,True
4WE_PAIR_002_V03__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07399999999999995,0.02466666666666666,0.14799999999999996,Quick Attack,Quick Attack,True
4WE_PAIR_008_V03__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07399999999999995,0.02466666666666666,0.14799999999999996,Quick Attack,Quick Attack,True
4WE_PAIR_009_V03__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07399999999999995,0.02466666666666666,0.14799999999999996,Quick Attack,Quick Attack,True
4WE_PAIR_001_V04__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.07200000000000006,0.025333333333333347,0.15200000000000008,Quick Attack,Quick Attack,True
4WE_PAIR_003_V01__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.07200000000000006,0.025333333333333347,0.15200000000000008,Quick Attack,Quick Attack,True
4WE_PAIR_004_V01__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.07200000000000006,0.025333333333333347,0.15200000000000008,Quick Attack,Quick Attack,True
4WE_PAIR_004_V04__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.07200000000000006,0.025333333333333347,0.15200000000000008,Quick Attack,Quick Attack,True
4WE_PAIR_008_V04__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.07200000000000006,0.025333333333333347,0.15200000000000008,Quick Attack,Quick Attack,True
4WE_PAIR_010_V01__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.07200000000000006,0.025333333333333347,0.15200000000000008,Quick Attack,Quick Attack,True
4WE_PAIR_002_V04__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07200000000000006,0.02466666666666668,0.14800000000000008,Quick Attack,Quick Attack,True
4WE_PAIR_009_V04__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07200000000000006,0.02466666666666668,0.14800000000000008,Quick Attack,Quick Attack,True
4WE_PAIR_014_V04__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07200000000000006,0.02466666666666668,0.14800000000000008,Quick Attack,Quick Attack,True
4WE_PAIR_019_V04__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07200000000000006,0.02466666666666668,0.14800000000000008,Quick Attack,Quick Attack,True
4WE_PAIR_001_V02__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07200000000000001,0.023999999999999994,0.14399999999999996,Quick Attack,Quick Attack,True
4WE_PAIR_002_V02__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07200000000000001,0.023999999999999994,0.14399999999999996,Quick Attack,Quick Attack,True
4WE_PAIR_008_V02__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07200000000000001,0.023999999999999994,0.14399999999999996,Quick Attack,Quick Attack,True
4WE_PAIR_009_V02__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07200000000000001,0.023999999999999994,0.14399999999999996,Quick Attack,Quick Attack,True
4WE_PAIR_013_V03__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07200000000000001,0.023999999999999994,0.14399999999999996,Quick Attack,Quick Attack,True
4WE_PAIR_014_V03__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07200000000000001,0.023999999999999994,0.14399999999999996,Quick Attack,Quick Attack,True
4WE_PAIR_018_V03__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07200000000000001,0.023999999999999994,0.14399999999999996,Quick Attack,Quick Attack,True
4WE_PAIR_019_V03__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07200000000000001,0.023999999999999994,0.14399999999999996,Quick Attack,Quick Attack,True
4WE_PAIR_003_V02__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07199999999999995,0.023999999999999994,0.14399999999999996,Quick Attack,Quick Attack,True
4WE_PAIR_010_V02__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07199999999999995,0.023999999999999994,0.14399999999999996,Quick Attack,Quick Attack,True
4WE_PAIR_003_V01__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.07000000000000006,0.02466666666666668,0.14800000000000008,Quick Attack,Quick Attack,True
4WE_PAIR_003_V04__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.07000000000000006,0.02466666666666668,0.14800000000000008,Quick Attack,Quick Attack,True
4WE_PAIR_007_V01__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.07000000000000006,0.02466666666666668,0.14800000000000008,Quick Attack,Quick Attack,True
4WE_PAIR_010_V01__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.07000000000000006,0.02466666666666668,0.14800000000000008,Quick Attack,Quick Attack,True
4WE_PAIR_010_V04__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.07000000000000006,0.02466666666666668,0.14800000000000008,Quick Attack,Quick Attack,True
4WE_PAIR_013_V04__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.07000000000000006,0.02466666666666668,0.14800000000000008,Quick Attack,Quick Attack,True
4WE_PAIR_018_V04__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.07000000000000006,0.02466666666666668,0.14800000000000008,Quick Attack,Quick Attack,True
4WE_PAIR_001_V04__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07000000000000006,0.02400000000000001,0.14400000000000007,Quick Attack,Quick Attack,True
4WE_PAIR_008_V04__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07000000000000006,0.02400000000000001,0.14400000000000007,Quick Attack,Quick Attack,True
4WE_PAIR_013_V04__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07000000000000006,0.02400000000000001,0.14400000000000007,Quick Attack,Quick Attack,True
4WE_PAIR_018_V04__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07000000000000006,0.02400000000000001,0.14400000000000007,Quick Attack,Quick Attack,True
4WE_PAIR_004_V02__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07,0.023333333333333327,0.13999999999999996,Quick Attack,Quick Attack,True
4WE_PAIR_004_V03__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07,0.023333333333333327,0.13999999999999996,Quick Attack,Quick Attack,True
4WE_PAIR_013_V02__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07,0.023333333333333327,0.13999999999999996,Quick Attack,Quick Attack,True
4WE_PAIR_013_V02__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07,0.023333333333333327,0.13999999999999996,Quick Attack,Quick Attack,True
4WE_PAIR_014_V02__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07,0.023333333333333327,0.13999999999999996,Quick Attack,Quick Attack,True
4WE_PAIR_014_V02__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07,0.023333333333333327,0.13999999999999996,Quick Attack,Quick Attack,True
4WE_PAIR_018_V02__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07,0.023333333333333327,0.13999999999999996,Quick Attack,Quick Attack,True
4WE_PAIR_018_V02__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07,0.023333333333333327,0.13999999999999996,Quick Attack,Quick Attack,True
4WE_PAIR_019_V02__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07,0.023333333333333327,0.13999999999999996,Quick Attack,Quick Attack,True
4WE_PAIR_019_V02__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07,0.023333333333333327,0.13999999999999996,Quick Attack,Quick Attack,True
4WE_PAIR_001_V02__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.06999999999999995,0.023333333333333327,0.13999999999999996,Quick Attack,Quick Attack,True
4WE_PAIR_002_V02__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.06999999999999995,0.023333333333333327,0.13999999999999996,Quick Attack,Quick Attack,True
4WE_PAIR_003_V03__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.06999999999999995,0.023333333333333327,0.13999999999999996,Quick Attack,Quick Attack,True
4WE_PAIR_008_V02__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.06999999999999995,0.023333333333333327,0.13999999999999996,Quick Attack,Quick Attack,True
4WE_PAIR_009_V02__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.06999999999999995,0.023333333333333327,0.13999999999999996,Quick Attack,Quick Attack,True
4WE_PAIR_010_V03__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.06999999999999995,0.023333333333333327,0.13999999999999996,Quick Attack,Quick Attack,True
4WE_PAIR_002_V01__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.06800000000000006,0.02400000000000001,0.14400000000000007,Quick Attack,Quick Attack,True
4WE_PAIR_007_V01__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.06800000000000006,0.02400000000000001,0.14400000000000007,Quick Attack,Quick Attack,True
4WE_PAIR_007_V04__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.06800000000000006,0.02400000000000001,0.14400000000000007,Quick Attack,Quick Attack,True
4WE_PAIR_009_V01__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.06800000000000006,0.02400000000000001,0.14400000000000007,Quick Attack,Quick Attack,True
4WE_PAIR_017_V01__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.06800000000000006,0.02400000000000001,0.14400000000000007,Quick Attack,Quick Attack,True
4WE_PAIR_017_V01__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.06800000000000006,0.02400000000000001,0.14400000000000007,Quick Attack,Quick Attack,True
4WE_PAIR_017_V04__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.06800000000000006,0.02400000000000001,0.14400000000000007,Quick Attack,Quick Attack,True
4WE_PAIR_002_V01__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.06800000000000006,0.023333333333333345,0.14000000000000007,Quick Attack,Quick Attack,True
4WE_PAIR_003_V01__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.06800000000000006,0.023333333333333345,0.14000000000000007,Quick Attack,Quick Attack,True
4WE_PAIR_003_V04__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.06800000000000006,0.023333333333333345,0.14000000000000007,Quick Attack,Quick Attack,True
4WE_PAIR_007_V04__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.06800000000000006,0.023333333333333345,0.14000000000000007,Quick Attack,Quick Attack,True
4WE_PAIR_009_V01__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.06800000000000006,0.023333333333333345,0.14000000000000007,Quick Attack,Quick Attack,True
4WE_PAIR_010_V01__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.06800000000000006,0.023333333333333345,0.14000000000000007,Quick Attack,Quick Attack,True
4WE_PAIR_010_V04__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.06800000000000006,0.023333333333333345,0.14000000000000007,Quick Attack,Quick Attack,True
4WE_PAIR_017_V04__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.06800000000000006,0.02333333333333334,0.14000000000000004,Quick Attack,Quick Attack,True
4WE_PAIR_016_V03__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.06800000000000002,0.02266666666666668,0.13600000000000007,Quick Attack,Quick Attack,True
4WE_PAIR_004_V02__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.06799999999999995,0.022666666666666658,0.13599999999999995,Quick Attack,Quick Attack,True
4WE_PAIR_002_V01__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.06600000000000006,0.023333333333333345,0.14000000000000007,Quick Attack,Quick Attack,True
4WE_PAIR_002_V04__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.06600000000000006,0.023333333333333345,0.14000000000000007,Quick Attack,Quick Attack,True
4WE_PAIR_009_V01__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.06600000000000006,0.023333333333333345,0.14000000000000007,Quick Attack,Quick Attack,True
4WE_PAIR_009_V04__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.06600000000000006,0.023333333333333345,0.14000000000000007,Quick Attack,Quick Attack,True
4WE_PAIR_014_V01__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.06600000000000006,0.023333333333333345,0.14000000000000007,Quick Attack,Quick Attack,True
4WE_PAIR_014_V01__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.06600000000000006,0.023333333333333345,0.14000000000000007,Quick Attack,Quick Attack,True
4WE_PAIR_014_V04__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.06600000000000006,0.023333333333333345,0.14000000000000007,Quick Attack,Quick Attack,True
4WE_PAIR_019_V01__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.06600000000000006,0.023333333333333345,0.14000000000000007,Quick Attack,Quick Attack,True
4WE_PAIR_019_V01__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.06600000000000006,0.023333333333333345,0.14000000000000007,Quick Attack,Quick Attack,True
4WE_PAIR_019_V04__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.06600000000000006,0.023333333333333345,0.14000000000000007,Quick Attack,Quick Attack,True
4WE_PAIR_001_V01__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.06600000000000006,0.02266666666666668,0.13600000000000007,Quick Attack,Quick Attack,True
4WE_PAIR_004_V01__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.06600000000000006,0.02266666666666668,0.13600000000000007,Quick Attack,Quick Attack,True
4WE_PAIR_004_V04__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.06600000000000006,0.02266666666666668,0.13600000000000007,Quick Attack,Quick Attack,True
4WE_PAIR_007_V01__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.06600000000000006,0.02266666666666668,0.13600000000000007,Quick Attack,Quick Attack,True
4WE_PAIR_008_V01__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.06600000000000006,0.02266666666666668,0.13600000000000007,Quick Attack,Quick Attack,True
4WE_PAIR_014_V01__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.06600000000000006,0.02266666666666668,0.13600000000000007,Quick Attack,Quick Attack,True
4WE_PAIR_019_V01__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.06600000000000006,0.02266666666666668,0.13600000000000007,Quick Attack,Quick Attack,True
4WE_PAIR_015_V03__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.06600000000000002,0.02200000000000001,0.13200000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_016_V03__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.06600000000000002,0.02200000000000001,0.13200000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_021_V03__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.06600000000000002,0.02200000000000001,0.13200000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_004_V03__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.06599999999999995,0.021999999999999992,0.13199999999999995,Quick Attack,Quick Attack,True
4WE_PAIR_001_V01__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.06400000000000006,0.02266666666666668,0.13600000000000007,Quick Attack,Quick Attack,True
4WE_PAIR_008_V01__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.06400000000000006,0.02266666666666668,0.13600000000000007,Quick Attack,Quick Attack,True
4WE_PAIR_002_V01__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.06400000000000006,0.02200000000000001,0.13200000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_002_V04__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.06400000000000006,0.02200000000000001,0.13200000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_003_V01__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.06400000000000006,0.02200000000000001,0.13200000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_003_V04__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.06400000000000006,0.02200000000000001,0.13200000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_009_V01__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.06400000000000006,0.02200000000000001,0.13200000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_009_V04__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.06400000000000006,0.02200000000000001,0.13200000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_010_V01__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.06400000000000006,0.02200000000000001,0.13200000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_010_V04__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.06400000000000006,0.02200000000000001,0.13200000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_013_V01__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.06400000000000006,0.02200000000000001,0.13200000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_014_V01__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.06400000000000006,0.02200000000000001,0.13200000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_014_V04__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.06400000000000006,0.02200000000000001,0.13200000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_017_V01__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.06400000000000006,0.02200000000000001,0.13200000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_018_V01__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.06400000000000006,0.02200000000000001,0.13200000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_019_V01__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.06400000000000006,0.02200000000000001,0.13200000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_019_V04__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.06400000000000006,0.02200000000000001,0.13200000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_020_V03__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.06400000000000006,0.021333333333333343,0.12800000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_015_V03__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.06400000000000002,0.021333333333333343,0.12800000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_016_V02__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.06400000000000002,0.021333333333333343,0.12800000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_021_V03__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.06400000000000002,0.021333333333333343,0.12800000000000006,Quick Attack,Quick Attack,True
4WE_PAIR_001_V01__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.062000000000000055,0.02200000000000001,0.13200000000000006,Quick Attack,Quick Attack,True
