comparison_case_id,strategy_a,strategy_b,maximum_case_difference,mean_case_difference,l1_case_difference,prediction_a,prediction_b,predictions_match,maximum_probability_difference,mean_probability_difference,l1_probability_difference,global_rank,parsed_successfully,scenario_family,pair_number,case_variant,evaluation_side
4WE_PAIR_011_V02__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.09800000000000009,0.032666666666666684,0.19600000000000012,Quick Attack,Quick Attack,True,0.09800000000000009,0.032666666666666684,0.19600000000000012,231,True,4WE,11,V02,PLAYER
4WE_PAIR_022_V02__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.09800000000000009,0.032666666666666684,0.19600000000000012,Quick Attack,Quick Attack,True,0.09800000000000009,0.032666666666666684,0.19600000000000012,232,True,4WE,22,V02,PLAYER
4WE_PAIR_023_V02__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.09800000000000009,0.032666666666666684,0.19600000000000012,Quick Attack,Quick Attack,True,0.09800000000000009,0.032666666666666684,0.19600000000000012,233,True,4WE,23,V02,PLAYER
4WE_PAIR_005_V02__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.09799999999999999,0.03266666666666668,0.19600000000000006,Quick Attack,Quick Attack,True,0.09799999999999999,0.03266666666666668,0.19600000000000006,234,True,4WE,5,V02,PLAYER
4WE_PAIR_006_V02__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.09799999999999999,0.03266666666666668,0.19600000000000006,Quick Attack,Quick Attack,True,0.09799999999999999,0.03266666666666668,0.19600000000000006,235,True,4WE,6,V02,PLAYER
4WE_PAIR_012_V02__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.09799999999999999,0.03266666666666668,0.19600000000000006,Quick Attack,Quick Attack,True,0.09799999999999999,0.03266666666666668,0.19600000000000006,236,True,4WE,12,V02,PLAYER
4WE_PAIR_002_V03__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.094,0.03200000000000001,0.19200000000000006,Quick Attack,Quick Attack,True,0.094,0.03200000000000001,0.19200000000000006,237,True,4WE,2,V03,PLAYER
4WE_PAIR_004_V03__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.094,0.03200000000000001,0.19200000000000006,Quick Attack,Quick Attack,True,0.094,0.03200000000000001,0.19200000000000006,238,True,4WE,4,V03,PLAYER
4WE_PAIR_009_V03__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.094,0.03200000000000001,0.19200000000000006,Quick Attack,Quick Attack,True,0.094,0.03200000000000001,0.19200000000000006,239,True,4WE,9,V03,PLAYER
4WE_PAIR_014_V03__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.094,0.03200000000000001,0.19200000000000006,Quick Attack,Quick Attack,True,0.094,0.03200000000000001,0.19200000000000006,240,True,4WE,14,V03,OPPONENT
4WE_PAIR_014_V03__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.094,0.03200000000000001,0.19200000000000006,Quick Attack,Quick Attack,True,0.094,0.03200000000000001,0.19200000000000006,241,True,4WE,14,V03,PLAYER
4WE_PAIR_019_V03__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.094,0.03200000000000001,0.19200000000000006,Quick Attack,Quick Attack,True,0.094,0.03200000000000001,0.19200000000000006,242,True,4WE,19,V03,OPPONENT
4WE_PAIR_019_V03__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.094,0.03200000000000001,0.19200000000000006,Quick Attack,Quick Attack,True,0.094,0.03200000000000001,0.19200000000000006,243,True,4WE,19,V03,PLAYER
4WE_PAIR_001_V03__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.092,0.031333333333333345,0.18800000000000006,Quick Attack,Quick Attack,True,0.092,0.031333333333333345,0.18800000000000006,244,True,4WE,1,V03,PLAYER
4WE_PAIR_002_V02__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.092,0.031333333333333345,0.18800000000000006,Quick Attack,Quick Attack,True,0.092,0.031333333333333345,0.18800000000000006,245,True,4WE,2,V02,PLAYER
4WE_PAIR_002_V03__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.092,0.031333333333333345,0.18800000000000006,Quick Attack,Quick Attack,True,0.092,0.031333333333333345,0.18800000000000006,246,True,4WE,2,V03,OPPONENT
4WE_PAIR_003_V03__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.092,0.031333333333333345,0.18800000000000006,Quick Attack,Quick Attack,True,0.092,0.031333333333333345,0.18800000000000006,247,True,4WE,3,V03,PLAYER
4WE_PAIR_004_V02__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.092,0.031333333333333345,0.18800000000000006,Quick Attack,Quick Attack,True,0.092,0.031333333333333345,0.18800000000000006,248,True,4WE,4,V02,PLAYER
4WE_PAIR_004_V03__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.092,0.031333333333333345,0.18800000000000006,Quick Attack,Quick Attack,True,0.092,0.031333333333333345,0.18800000000000006,249,True,4WE,4,V03,OPPONENT
4WE_PAIR_008_V03__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.092,0.031333333333333345,0.18800000000000006,Quick Attack,Quick Attack,True,0.092,0.031333333333333345,0.18800000000000006,250,True,4WE,8,V03,PLAYER
4WE_PAIR_009_V02__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.092,0.031333333333333345,0.18800000000000006,Quick Attack,Quick Attack,True,0.092,0.031333333333333345,0.18800000000000006,251,True,4WE,9,V02,PLAYER
4WE_PAIR_009_V03__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.092,0.031333333333333345,0.18800000000000006,Quick Attack,Quick Attack,True,0.092,0.031333333333333345,0.18800000000000006,252,True,4WE,9,V03,OPPONENT
4WE_PAIR_010_V03__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.092,0.031333333333333345,0.18800000000000006,Quick Attack,Quick Attack,True,0.092,0.031333333333333345,0.18800000000000006,253,True,4WE,10,V03,PLAYER
4WE_PAIR_013_V03__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.092,0.031333333333333345,0.18800000000000006,Quick Attack,Quick Attack,True,0.092,0.031333333333333345,0.18800000000000006,254,True,4WE,13,V03,OPPONENT
4WE_PAIR_013_V03__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.092,0.031333333333333345,0.18800000000000006,Quick Attack,Quick Attack,True,0.092,0.031333333333333345,0.18800000000000006,255,True,4WE,13,V03,PLAYER
4WE_PAIR_014_V02__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.092,0.031333333333333345,0.18800000000000006,Quick Attack,Quick Attack,True,0.092,0.031333333333333345,0.18800000000000006,256,True,4WE,14,V02,OPPONENT
4WE_PAIR_014_V02__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.092,0.031333333333333345,0.18800000000000006,Quick Attack,Quick Attack,True,0.092,0.031333333333333345,0.18800000000000006,257,True,4WE,14,V02,PLAYER
4WE_PAIR_018_V03__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.092,0.031333333333333345,0.18800000000000006,Quick Attack,Quick Attack,True,0.092,0.031333333333333345,0.18800000000000006,258,True,4WE,18,V03,OPPONENT
4WE_PAIR_018_V03__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.092,0.031333333333333345,0.18800000000000006,Quick Attack,Quick Attack,True,0.092,0.031333333333333345,0.18800000000000006,259,True,4WE,18,V03,PLAYER
4WE_PAIR_019_V02__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.092,0.031333333333333345,0.18800000000000006,Quick Attack,Quick Attack,True,0.092,0.031333333333333345,0.18800000000000006,260,True,4WE,19,V02,OPPONENT
4WE_PAIR_019_V02__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.092,0.031333333333333345,0.18800000000000006,Quick Attack,Quick Attack,True,0.092,0.031333333333333345,0.18800000000000006,261,True,4WE,19,V02,PLAYER
4WE_PAIR_001_V02__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.09,0.030666666666666675,0.18400000000000005,Quick Attack,Quick Attack,True,0.09,0.030666666666666675,0.18400000000000005,262,True,4WE,1,V02,PLAYER
4WE_PAIR_001_V03__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.09,0.030666666666666675,0.18400000000000005,Quick Attack,Quick Attack,True,0.09,0.030666666666666675,0.18400000000000005,263,True,4WE,1,V03,OPPONENT
4WE_PAIR_002_V02__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.09,0.030666666666666675,0.18400000000000005,Quick Attack,Quick Attack,True,0.09,0.030666666666666675,0.18400000000000005,264,True,4WE,2,V02,OPPONENT
4WE_PAIR_003_V02__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.09,0.030666666666666675,0.18400000000000005,Quick Attack,Quick Attack,True,0.09,0.030666666666666675,0.18400000000000005,265,True,4WE,3,V02,PLAYER
4WE_PAIR_003_V03__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.09,0.030666666666666675,0.18400000000000005,Quick Attack,Quick Attack,True,0.09,0.030666666666666675,0.18400000000000005,266,True,4WE,3,V03,OPPONENT
4WE_PAIR_004_V02__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.09,0.030666666666666675,0.18400000000000005,Quick Attack,Quick Attack,True,0.09,0.030666666666666675,0.18400000000000005,267,True,4WE,4,V02,OPPONENT
4WE_PAIR_008_V02__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.09,0.030666666666666675,0.18400000000000005,Quick Attack,Quick Attack,True,0.09,0.030666666666666675,0.18400000000000005,268,True,4WE,8,V02,PLAYER
4WE_PAIR_008_V03__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.09,0.030666666666666675,0.18400000000000005,Quick Attack,Quick Attack,True,0.09,0.030666666666666675,0.18400000000000005,269,True,4WE,8,V03,OPPONENT
4WE_PAIR_009_V02__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.09,0.030666666666666675,0.18400000000000005,Quick Attack,Quick Attack,True,0.09,0.030666666666666675,0.18400000000000005,270,True,4WE,9,V02,OPPONENT
4WE_PAIR_010_V02__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.09,0.030666666666666675,0.18400000000000005,Quick Attack,Quick Attack,True,0.09,0.030666666666666675,0.18400000000000005,271,True,4WE,10,V02,PLAYER
4WE_PAIR_010_V03__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.09,0.030666666666666675,0.18400000000000005,Quick Attack,Quick Attack,True,0.09,0.030666666666666675,0.18400000000000005,272,True,4WE,10,V03,OPPONENT
4WE_PAIR_013_V02__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.09,0.030666666666666675,0.18400000000000005,Quick Attack,Quick Attack,True,0.09,0.030666666666666675,0.18400000000000005,273,True,4WE,13,V02,OPPONENT
4WE_PAIR_013_V02__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.09,0.030666666666666675,0.18400000000000005,Quick Attack,Quick Attack,True,0.09,0.030666666666666675,0.18400000000000005,274,True,4WE,13,V02,PLAYER
4WE_PAIR_018_V02__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.09,0.030666666666666675,0.18400000000000005,Quick Attack,Quick Attack,True,0.09,0.030666666666666675,0.18400000000000005,275,True,4WE,18,V02,OPPONENT
4WE_PAIR_018_V02__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.09,0.030666666666666675,0.18400000000000005,Quick Attack,Quick Attack,True,0.09,0.030666666666666675,0.18400000000000005,276,True,4WE,18,V02,PLAYER
4WE_PAIR_001_V02__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.088,0.03000000000000001,0.18000000000000005,Quick Attack,Quick Attack,True,0.088,0.03000000000000001,0.18000000000000005,277,True,4WE,1,V02,OPPONENT
4WE_PAIR_003_V02__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.088,0.03000000000000001,0.18000000000000005,Quick Attack,Quick Attack,True,0.088,0.03000000000000001,0.18000000000000005,278,True,4WE,3,V02,OPPONENT
4WE_PAIR_008_V02__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.088,0.03000000000000001,0.18000000000000005,Quick Attack,Quick Attack,True,0.088,0.03000000000000001,0.18000000000000005,279,True,4WE,8,V02,OPPONENT
4WE_PAIR_010_V02__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.088,0.03000000000000001,0.18000000000000005,Quick Attack,Quick Attack,True,0.088,0.03000000000000001,0.18000000000000005,280,True,4WE,10,V02,OPPONENT
4WE_PAIR_007_V03__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.08400000000000002,0.028666666666666663,0.172,Quick Attack,Quick Attack,True,0.08400000000000002,0.028666666666666663,0.172,281,True,4WE,7,V03,PLAYER
4WE_PAIR_017_V03__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.08400000000000002,0.028666666666666663,0.172,Quick Attack,Quick Attack,True,0.08400000000000002,0.028666666666666663,0.172,282,True,4WE,17,V03,OPPONENT
4WE_PAIR_017_V03__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.08400000000000002,0.028666666666666663,0.172,Quick Attack,Quick Attack,True,0.08400000000000002,0.028666666666666663,0.172,283,True,4WE,17,V03,PLAYER
4WE_PAIR_007_V03__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.08200000000000002,0.027999999999999997,0.16799999999999998,Quick Attack,Quick Attack,True,0.08200000000000002,0.027999999999999997,0.16799999999999998,284,True,4WE,7,V03,OPPONENT
4WE_PAIR_007_V02__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.08000000000000002,0.02733333333333333,0.16399999999999998,Quick Attack,Quick Attack,True,0.08000000000000002,0.02733333333333333,0.16399999999999998,285,True,4WE,7,V02,PLAYER
4WE_PAIR_017_V02__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.08000000000000002,0.02733333333333333,0.16399999999999998,Quick Attack,Quick Attack,True,0.08000000000000002,0.02733333333333333,0.16399999999999998,286,True,4WE,17,V02,OPPONENT
4WE_PAIR_017_V02__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.08000000000000002,0.02733333333333333,0.16399999999999998,Quick Attack,Quick Attack,True,0.08000000000000002,0.02733333333333333,0.16399999999999998,287,True,4WE,17,V02,PLAYER
4WE_PAIR_004_V04__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.07800000000000007,0.027333333333333345,0.16400000000000006,Quick Attack,Quick Attack,True,0.07800000000000007,0.027333333333333345,0.16400000000000006,288,True,4WE,4,V04,PLAYER
4WE_PAIR_007_V02__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.07800000000000001,0.026666666666666682,0.1600000000000001,Quick Attack,Quick Attack,True,0.07800000000000001,0.026666666666666682,0.1600000000000001,289,True,4WE,7,V02,OPPONENT
4WE_PAIR_002_V04__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.07600000000000007,0.026666666666666682,0.1600000000000001,Quick Attack,Quick Attack,True,0.07600000000000007,0.026666666666666682,0.1600000000000001,290,True,4WE,2,V04,PLAYER
4WE_PAIR_009_V04__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.07600000000000007,0.026666666666666682,0.1600000000000001,Quick Attack,Quick Attack,True,0.07600000000000007,0.026666666666666682,0.1600000000000001,291,True,4WE,9,V04,PLAYER
4WE_PAIR_003_V04__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.07600000000000007,0.026666666666666675,0.16000000000000006,Quick Attack,Quick Attack,True,0.07600000000000007,0.026666666666666675,0.16000000000000006,292,True,4WE,3,V04,PLAYER
4WE_PAIR_007_V04__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.07600000000000007,0.026666666666666675,0.16000000000000006,Quick Attack,Quick Attack,True,0.07600000000000007,0.026666666666666675,0.16000000000000006,293,True,4WE,7,V04,PLAYER
4WE_PAIR_010_V04__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.07600000000000007,0.026666666666666675,0.16000000000000006,Quick Attack,Quick Attack,True,0.07600000000000007,0.026666666666666675,0.16000000000000006,294,True,4WE,10,V04,PLAYER
4WE_PAIR_007_V03__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07600000000000007,0.026000000000000013,0.15600000000000008,Quick Attack,Quick Attack,True,0.07600000000000007,0.026000000000000013,0.15600000000000008,295,True,4WE,7,V03,OPPONENT
4WE_PAIR_017_V03__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07600000000000007,0.026000000000000013,0.15600000000000008,Quick Attack,Quick Attack,True,0.07600000000000007,0.026000000000000013,0.15600000000000008,296,True,4WE,17,V03,PLAYER
4WE_PAIR_007_V03__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07600000000000007,0.025333333333333347,0.15200000000000008,Quick Attack,Quick Attack,True,0.07600000000000007,0.025333333333333347,0.15200000000000008,297,True,4WE,7,V03,PLAYER
4WE_PAIR_007_V02__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07599999999999996,0.025999999999999995,0.15599999999999997,Quick Attack,Quick Attack,True,0.07599999999999996,0.025999999999999995,0.15599999999999997,298,True,4WE,7,V02,OPPONENT
4WE_PAIR_004_V01__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.07400000000000007,0.026000000000000013,0.15600000000000008,Quick Attack,Quick Attack,True,0.07400000000000007,0.026000000000000013,0.15600000000000008,299,True,4WE,4,V01,PLAYER
4WE_PAIR_014_V04__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.07400000000000007,0.026000000000000013,0.15600000000000008,Quick Attack,Quick Attack,True,0.07400000000000007,0.026000000000000013,0.15600000000000008,300,True,4WE,14,V04,PLAYER
4WE_PAIR_019_V04__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.07400000000000007,0.026000000000000013,0.15600000000000008,Quick Attack,Quick Attack,True,0.07400000000000007,0.026000000000000013,0.15600000000000008,301,True,4WE,19,V04,PLAYER
4WE_PAIR_017_V04__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.07400000000000007,0.02600000000000001,0.15600000000000006,Quick Attack,Quick Attack,True,0.07400000000000007,0.02600000000000001,0.15600000000000006,302,True,4WE,17,V04,PLAYER
4WE_PAIR_017_V02__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07400000000000007,0.025333333333333347,0.15200000000000008,Quick Attack,Quick Attack,True,0.07400000000000007,0.025333333333333347,0.15200000000000008,303,True,4WE,17,V02,OPPONENT
4WE_PAIR_017_V02__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07400000000000007,0.025333333333333347,0.15200000000000008,Quick Attack,Quick Attack,True,0.07400000000000007,0.025333333333333347,0.15200000000000008,304,True,4WE,17,V02,PLAYER
4WE_PAIR_017_V03__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07400000000000007,0.025333333333333347,0.15200000000000008,Quick Attack,Quick Attack,True,0.07400000000000007,0.025333333333333347,0.15200000000000008,305,True,4WE,17,V03,OPPONENT
4WE_PAIR_007_V02__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07400000000000007,0.02466666666666668,0.14800000000000008,Quick Attack,Quick Attack,True,0.07400000000000007,0.02466666666666668,0.14800000000000008,306,True,4WE,7,V02,PLAYER
4WE_PAIR_001_V03__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07400000000000001,0.02466666666666666,0.14799999999999996,Quick Attack,Quick Attack,True,0.07400000000000001,0.02466666666666666,0.14799999999999996,307,True,4WE,1,V03,OPPONENT
4WE_PAIR_002_V03__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07400000000000001,0.02466666666666666,0.14799999999999996,Quick Attack,Quick Attack,True,0.07400000000000001,0.02466666666666666,0.14799999999999996,308,True,4WE,2,V03,OPPONENT
4WE_PAIR_003_V02__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07400000000000001,0.02466666666666666,0.14799999999999996,Quick Attack,Quick Attack,True,0.07400000000000001,0.02466666666666666,0.14799999999999996,309,True,4WE,3,V02,OPPONENT
4WE_PAIR_003_V03__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07400000000000001,0.02466666666666666,0.14799999999999996,Quick Attack,Quick Attack,True,0.07400000000000001,0.02466666666666666,0.14799999999999996,310,True,4WE,3,V03,OPPONENT
4WE_PAIR_008_V03__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07400000000000001,0.02466666666666666,0.14799999999999996,Quick Attack,Quick Attack,True,0.07400000000000001,0.02466666666666666,0.14799999999999996,311,True,4WE,8,V03,OPPONENT
4WE_PAIR_009_V03__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07400000000000001,0.02466666666666666,0.14799999999999996,Quick Attack,Quick Attack,True,0.07400000000000001,0.02466666666666666,0.14799999999999996,312,True,4WE,9,V03,OPPONENT
4WE_PAIR_010_V02__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07400000000000001,0.02466666666666666,0.14799999999999996,Quick Attack,Quick Attack,True,0.07400000000000001,0.02466666666666666,0.14799999999999996,313,True,4WE,10,V02,OPPONENT
4WE_PAIR_010_V03__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07400000000000001,0.02466666666666666,0.14799999999999996,Quick Attack,Quick Attack,True,0.07400000000000001,0.02466666666666666,0.14799999999999996,314,True,4WE,10,V03,OPPONENT
4WE_PAIR_013_V03__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07400000000000001,0.02466666666666666,0.14799999999999996,Quick Attack,Quick Attack,True,0.07400000000000001,0.02466666666666666,0.14799999999999996,315,True,4WE,13,V03,PLAYER
4WE_PAIR_014_V03__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07400000000000001,0.02466666666666666,0.14799999999999996,Quick Attack,Quick Attack,True,0.07400000000000001,0.02466666666666666,0.14799999999999996,316,True,4WE,14,V03,PLAYER
4WE_PAIR_018_V03__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07400000000000001,0.02466666666666666,0.14799999999999996,Quick Attack,Quick Attack,True,0.07400000000000001,0.02466666666666666,0.14799999999999996,317,True,4WE,18,V03,PLAYER
4WE_PAIR_019_V03__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07400000000000001,0.02466666666666666,0.14799999999999996,Quick Attack,Quick Attack,True,0.07400000000000001,0.02466666666666666,0.14799999999999996,318,True,4WE,19,V03,PLAYER
4WE_PAIR_001_V03__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07399999999999995,0.02466666666666666,0.14799999999999996,Quick Attack,Quick Attack,True,0.07399999999999995,0.02466666666666666,0.14799999999999996,319,True,4WE,1,V03,PLAYER
4WE_PAIR_002_V03__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07399999999999995,0.02466666666666666,0.14799999999999996,Quick Attack,Quick Attack,True,0.07399999999999995,0.02466666666666666,0.14799999999999996,320,True,4WE,2,V03,PLAYER
4WE_PAIR_008_V03__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07399999999999995,0.02466666666666666,0.14799999999999996,Quick Attack,Quick Attack,True,0.07399999999999995,0.02466666666666666,0.14799999999999996,321,True,4WE,8,V03,PLAYER
4WE_PAIR_009_V03__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.07399999999999995,0.02466666666666666,0.14799999999999996,Quick Attack,Quick Attack,True,0.07399999999999995,0.02466666666666666,0.14799999999999996,322,True,4WE,9,V03,PLAYER
