variant_id,source_scenario_id,variant_name,side_mode,source_normalized_side,variant_normalized_side,current_player,baseline_name,player_card,opponent_card,turn_number,player_energy,opponent_energy,player_damage,opponent_damage,prize_cards_remaining,hand_size,legal_move_count,legal_move_reprs,search_depth_requested,search_elapsed_seconds,search_result_type,search_result_module,search_best_move_repr,search_best_move_key,search_score,search_depth_reached,search_nodes,search_timed_out,principal_variation,state_key,raw_result,status
NB48_LOSS_183__critical_hp_decision__0cec324fa150,NB48_LOSS_183,critical_hp_decision,PRESERVE,Player,Player,Player,Greedy Damage Baseline,Eevee,Charmander,10,4,4,35.0,44.0,2,3,2,"[""Ascension"", ""Quick Attack""]",4,0.0063587999902665615,SearchResult,src.engine.advanced_search,Quick Attack,"[""Quick Attack"", 20.0, 3, ""Flip a coin. If heads, this attack does 20 more damage.""]",-560.0,4,,False,"[{""name"": ""Quick Attack"", ""damage"": 20.0, ""energy_cost"": 3, ""effect"": ""Flip a coin. If heads, this attack does 20 more damage.""}, {""name"": ""Live Coal"", ""damage"": 20.0, ""energy_cost"": 1, ""effect"": null}]","[[[[""43"", ""Eevee""], 15.0, 4, ""None"", 35.0, true], [], 2, 3], [[[""788"", ""Charmander""], 36.0, 4, ""None"", 44.0, true], [], 2, 3], 10, ""Player""]","{""__type__"": ""SearchResult"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""best_move"": {""name"": ""Quick Attack"", ""damage"": 20.0, ""energy_cost"": 3, ""effect"": ""Flip a coin. If heads, this attack does 20 more damage.""}, ""score"": -560.0, ""completed_depth"": 4, ""principal_variation"": [{""name"": ""Quick Attack"", ""damage"": 20.0, ""energy_cost"": 3, ""effect"": ""Flip a coin. If heads, this attack does 20 more damage.""}, {""name"": ""Live Coal"", ""damage"": 20.0, ""energy_cost"": 1, ""effect"": null}], ""stats"": {""__type__"": ""SearchStats"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""nodes"": 5, ""leaf_nodes"": 0, ""terminal_nodes"": 2, ""cutoffs"": 0, ""transposition_hits"": 0, ""transposition_stores"": 3, ""transposition_cutoffs"": 0, ""killer_hits"": 0, ""killer_stores"": 0, ""history_hits"": 0, ""history_updates"": 0, ""completed_depth"": 4, ""elapsed_seconds"": 0.000515899999300018, ""depth_nodes"": {""4"": 5}, ""depth_times"": {""4"": 0.000515899999300018}}}}}",COMPLETED
NB48_LOSS_183__early_pressure__58f55ac209b6,NB48_LOSS_183,early_pressure,PRESERVE,Player,Player,Player,Greedy Damage Baseline,Eevee,Charmander,3,1,2,7.5,4.0,5,6,1,"[""Ascension""]",4,0.006669900001725182,SearchResult,src.engine.advanced_search,Ascension,"[""Ascension"", 0.0, 1, ""Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.""]",-98.0,4,,False,"[{""name"": ""Ascension"", ""damage"": 0.0, ""energy_cost"": 1, ""effect"": ""Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.""}, {""name"": ""Live Coal"", ""damage"": 20.0, ""energy_cost"": 1, ""effect"": null}, {""name"": ""Ascension"", ""damage"": 0.0, ""energy_cost"": 1, ""effect"": ""Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.""}, {""name"": ""Live Coal"", ""damage"": 20.0, ""energy_cost"": 1, ""effect"": null}]","[[[[""43"", ""Eevee""], 42.5, 1, ""None"", 7.5, true], [], 5, 6], [[[""788"", ""Charmander""], 76.0, 2, ""None"", 4.0, true], [], 5, 6], 3, ""Player""]","{""__type__"": ""SearchResult"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""best_move"": {""name"": ""Ascension"", ""damage"": 0.0, ""energy_cost"": 1, ""effect"": ""Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.""}, ""score"": -98.0, ""completed_depth"": 4, ""principal_variation"": [{""name"": ""Ascension"", ""damage"": 0.0, ""energy_cost"": 1, ""effect"": ""Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.""}, {""name"": ""Live Coal"", ""damage"": 20.0, ""energy_cost"": 1, ""effect"": null}, {""name"": ""Ascension"", ""damage"": 0.0, ""energy_cost"": 1, ""effect"": ""Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.""}, {""name"": ""Live Coal"", ""damage"": 20.0, ""energy_cost"": 1, ""effect"": null}], ""stats"": {""__type__"": ""SearchStats"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""nodes"": 5, ""leaf_nodes"": 1, ""terminal_nodes"": 0, ""cutoffs"": 0, ""transposition_hits"": 0, ""transposition_stores"": 4, ""transposition_cutoffs"": 0, ""killer_hits"": 0, ""killer_stores"": 0, ""history_hits"": 0, ""history_updates"": 0, ""completed_depth"": 4, ""elapsed_seconds"": 0.0005047000013291836, ""depth_nodes"": {""4"": 5}, ""depth_times"": {""4"": 0.0005047000013291836}}}}}",COMPLETED
NB48_LOSS_183__late_game_prize_pressure__44caf68110e3,NB48_LOSS_183,late_game_prize_pressure,PRESERVE,Player,Player,Player,Greedy Damage Baseline,Eevee,Charmander,9,3,3,20.0,32.0,2,3,2,"[""Ascension"", ""Quick Attack""]",4,0.006609200005186722,SearchResult,src.engine.advanced_search,Quick Attack,"[""Quick Attack"", 20.0, 3, ""Flip a coin. If heads, this attack does 20 more damage.""]",-550.0,4,,False,"[{""name"": ""Quick Attack"", ""damage"": 20.0, ""energy_cost"": 3, ""effect"": ""Flip a coin. If heads, this attack does 20 more damage.""}, {""name"": ""Live Coal"", ""damage"": 20.0, ""energy_cost"": 1, ""effect"": null}, {""name"": ""Quick Attack"", ""damage"": 20.0, ""energy_cost"": 3, ""effect"": ""Flip a coin. If heads, this attack does 20 more damage.""}, {""name"": ""Live Coal"", ""damage"": 20.0, ""energy_cost"": 1, ""effect"": null}]","[[[[""43"", ""Eevee""], 30.0, 3, ""None"", 20.0, true], [], 2, 3], [[[""788"", ""Charmander""], 48.0, 3, ""None"", 32.0, true], [], 2, 3], 9, ""Player""]","{""__type__"": ""SearchResult"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""best_move"": {""name"": ""Quick Attack"", ""damage"": 20.0, ""energy_cost"": 3, ""effect"": ""Flip a coin. If heads, this attack does 20 more damage.""}, ""score"": -550.0, ""completed_depth"": 4, ""principal_variation"": [{""name"": ""Quick Attack"", ""damage"": 20.0, ""energy_cost"": 3, ""effect"": ""Flip a coin. If heads, this attack does 20 more damage.""}, {""name"": ""Live Coal"", ""damage"": 20.0, ""energy_cost"": 1, ""effect"": null}, {""name"": ""Quick Attack"", ""damage"": 20.0, ""energy_cost"": 3, ""effect"": ""Flip a coin. If heads, this attack does 20 more damage.""}, {""name"": ""Live Coal"", ""damage"": 20.0, ""energy_cost"": 1, ""effect"": null}], ""stats"": {""__type__"": ""SearchStats"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""nodes"": 12, ""leaf_nodes"": 0, ""terminal_nodes"": 3, ""cutoffs"": 0, ""transposition_hits"": 1, ""transposition_stores"": 8, ""transposition_cutoffs"": 0, ""killer_hits"": 0, ""killer_stores"": 0, ""history_hits"": 0, ""history_updates"": 0, ""completed_depth"": 4, ""elapsed_seconds"": 0.0013404999917838722, ""depth_nodes"": {""4"": 12}, ""depth_times"": {""4"": 0.0013404999917838722}}}}}",COMPLETED
NB48_LOSS_183__opening_one_energy__d521a5df9d92,NB48_LOSS_183,opening_one_energy,PRESERVE,Player,Player,Player,Greedy Damage Baseline,Eevee,Charmander,2,1,1,0.0,0.0,6,6,1,"[""Ascension""]",4,0.00619299997924827,SearchResult,src.engine.advanced_search,Ascension,"[""Ascension"", 0.0, 1, ""Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.""]",-80.0,4,,False,"[{""name"": ""Ascension"", ""damage"": 0.0, ""energy_cost"": 1, ""effect"": ""Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.""}, {""name"": ""Live Coal"", ""damage"": 20.0, ""energy_cost"": 1, ""effect"": null}, {""name"": ""Ascension"", ""damage"": 0.0, ""energy_cost"": 1, ""effect"": ""Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.""}, {""name"": ""Live Coal"", ""damage"": 20.0, ""energy_cost"": 1, ""effect"": null}]","[[[[""43"", ""Eevee""], 50.0, 1, ""None"", 0.0, true], [], 6, 6], [[[""788"", ""Charmander""], 80.0, 1, ""None"", 0.0, true], [], 6, 6], 2, ""Player""]","{""__type__"": ""SearchResult"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""best_move"": {""name"": ""Ascension"", ""damage"": 0.0, ""energy_cost"": 1, ""effect"": ""Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.""}, ""score"": -80.0, ""completed_depth"": 4, ""principal_variation"": [{""name"": ""Ascension"", ""damage"": 0.0, ""energy_cost"": 1, ""effect"": ""Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.""}, {""name"": ""Live Coal"", ""damage"": 20.0, ""energy_cost"": 1, ""effect"": null}, {""name"": ""Ascension"", ""damage"": 0.0, ""energy_cost"": 1, ""effect"": ""Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.""}, {""name"": ""Live Coal"", ""damage"": 20.0, ""energy_cost"": 1, ""effect"": null}], ""stats"": {""__type__"": ""SearchStats"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""nodes"": 5, ""leaf_nodes"": 1, ""terminal_nodes"": 0, ""cutoffs"": 0, ""transposition_hits"": 0, ""transposition_stores"": 4, ""transposition_cutoffs"": 0, ""killer_hits"": 0, ""killer_stores"": 0, ""history_hits"": 0, ""history_updates"": 0, ""completed_depth"": 4, ""elapsed_seconds"": 0.0005157999985385686, ""depth_nodes"": {""4"": 5}, ""depth_times"": {""4"": 0.0005157999985385686}}}}}",COMPLETED
NB48_LOSS_183__opening_zero_energy__10baa8da81a7,NB48_LOSS_183,opening_zero_energy,PRESERVE,Player,Player,Player,Greedy Damage Baseline,Eevee,Charmander,1,0,0,0.0,0.0,6,7,1,"[""Pass""]",4,0.006767499988200143,SearchResult,src.engine.advanced_search,Pass,"[""Pass"", 0.0, 0, ""No legal attack was available.""]",0.0,4,,False,"[{""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}]","[[[[""43"", ""Eevee""], 50.0, 0, ""None"", 0.0, true], [], 6, 7], [[[""788"", ""Charmander""], 80.0, 0, ""None"", 0.0, true], [], 6, 7], 1, ""Player""]","{""__type__"": ""SearchResult"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""best_move"": {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, ""score"": 0.0, ""completed_depth"": 4, ""principal_variation"": [{""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}, {""name"": ""Pass"", ""damage"": 0.0, ""energy_cost"": 0, ""effect"": ""No legal attack was available.""}], ""stats"": {""__type__"": ""SearchStats"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""nodes"": 5, ""leaf_nodes"": 1, ""terminal_nodes"": 0, ""cutoffs"": 0, ""transposition_hits"": 0, ""transposition_stores"": 4, ""transposition_cutoffs"": 0, ""killer_hits"": 0, ""killer_stores"": 0, ""history_hits"": 0, ""history_updates"": 0, ""completed_depth"": 4, ""elapsed_seconds"": 0.0005894999776501209, ""depth_nodes"": {""4"": 5}, ""depth_times"": {""4"": 0.0005894999776501209}}}}}",COMPLETED
NB48_LOSS_183__opponent_under_pressure__39dd605dc292,NB48_LOSS_183,opponent_under_pressure,PRESERVE,Player,Player,Player,Greedy Damage Baseline,Eevee,Charmander,6,3,2,7.5,40.0,4,5,2,"[""Ascension"", ""Quick Attack""]",4,0.00877249997574836,SearchResult,src.engine.advanced_search,Quick Attack,"[""Quick Attack"", 20.0, 3, ""Flip a coin. If heads, this attack does 20 more damage.""]",593.0,4,,False,"[{""name"": ""Quick Attack"", ""damage"": 20.0, ""energy_cost"": 3, ""effect"": ""Flip a coin. If heads, this attack does 20 more damage.""}, {""name"": ""Live Coal"", ""damage"": 20.0, ""energy_cost"": 1, ""effect"": null}, {""name"": ""Quick Attack"", ""damage"": 20.0, ""energy_cost"": 3, ""effect"": ""Flip a coin. If heads, this attack does 20 more damage.""}]","[[[[""43"", ""Eevee""], 42.5, 3, ""None"", 7.5, true], [], 4, 5], [[[""788"", ""Charmander""], 40.0, 2, ""None"", 40.0, true], [], 4, 5], 6, ""Player""]","{""__type__"": ""SearchResult"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""best_move"": {""name"": ""Quick Attack"", ""damage"": 20.0, ""energy_cost"": 3, ""effect"": ""Flip a coin. If heads, this attack does 20 more damage.""}, ""score"": 593.0, ""completed_depth"": 4, ""principal_variation"": [{""name"": ""Quick Attack"", ""damage"": 20.0, ""energy_cost"": 3, ""effect"": ""Flip a coin. If heads, this attack does 20 more damage.""}, {""name"": ""Live Coal"", ""damage"": 20.0, ""energy_cost"": 1, ""effect"": null}, {""name"": ""Quick Attack"", ""damage"": 20.0, ""energy_cost"": 3, ""effect"": ""Flip a coin. If heads, this attack does 20 more damage.""}], ""stats"": {""__type__"": ""SearchStats"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""nodes"": 11, ""leaf_nodes"": 2, ""terminal_nodes"": 1, ""cutoffs"": 0, ""transposition_hits"": 1, ""transposition_stores"": 7, ""transposition_cutoffs"": 0, ""killer_hits"": 0, ""killer_stores"": 0, ""history_hits"": 0, ""history_updates"": 0, ""completed_depth"": 4, ""elapsed_seconds"": 0.0011891000031027943, ""depth_nodes"": {""4"": 11}, ""depth_times"": {""4"": 0.0011891000031027943}}}}}",COMPLETED
NB48_LOSS_183__player_under_pressure__351403b94b97,NB48_LOSS_183,player_under_pressure,PRESERVE,Player,Player,Player,Greedy Damage Baseline,Eevee,Charmander,6,2,3,25.0,12.0,4,4,1,"[""Ascension""]",4,0.0066494999919086695,SearchResult,src.engine.advanced_search,Ascension,"[""Ascension"", 0.0, 1, ""Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.""]",-633.0,4,,False,"[{""name"": ""Ascension"", ""damage"": 0.0, ""energy_cost"": 1, ""effect"": ""Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.""}, {""name"": ""Live Coal"", ""damage"": 20.0, ""energy_cost"": 1, ""effect"": null}, {""name"": ""Ascension"", ""damage"": 0.0, ""energy_cost"": 1, ""effect"": ""Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.""}, {""name"": ""Live Coal"", ""damage"": 20.0, ""energy_cost"": 1, ""effect"": null}]","[[[[""43"", ""Eevee""], 25.0, 2, ""None"", 25.0, true], [], 4, 4], [[[""788"", ""Charmander""], 68.0, 3, ""None"", 12.0, true], [], 4, 4], 6, ""Player""]","{""__type__"": ""SearchResult"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""best_move"": {""name"": ""Ascension"", ""damage"": 0.0, ""energy_cost"": 1, ""effect"": ""Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.""}, ""score"": -633.0, ""completed_depth"": 4, ""principal_variation"": [{""name"": ""Ascension"", ""damage"": 0.0, ""energy_cost"": 1, ""effect"": ""Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.""}, {""name"": ""Live Coal"", ""damage"": 20.0, ""energy_cost"": 1, ""effect"": null}, {""name"": ""Ascension"", ""damage"": 0.0, ""energy_cost"": 1, ""effect"": ""Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.""}, {""name"": ""Live Coal"", ""damage"": 20.0, ""energy_cost"": 1, ""effect"": null}], ""stats"": {""__type__"": ""SearchStats"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""nodes"": 5, ""leaf_nodes"": 0, ""terminal_nodes"": 1, ""cutoffs"": 0, ""transposition_hits"": 0, ""transposition_stores"": 4, ""transposition_cutoffs"": 0, ""killer_hits"": 0, ""killer_stores"": 0, ""history_hits"": 0, ""history_updates"": 0, ""completed_depth"": 4, ""elapsed_seconds"": 0.0008034000056795776, ""depth_nodes"": {""4"": 5}, ""depth_times"": {""4"": 0.0008034000056795776}}}}}",COMPLETED
NB48_LOSS_186__balanced_midgame__a4aab87763f6,NB48_LOSS_186,balanced_midgame,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Charmander,Eevee,5,2,2,20.0,12.5,4,5,1,"[""Ascension""]",4,0.005645600002026185,SearchResult,src.engine.advanced_search,Ascension,"[""Ascension"", 0.0, 1, ""Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.""]",-615.0,4,,False,"[{""name"": ""Ascension"", ""damage"": 0.0, ""energy_cost"": 1, ""effect"": ""Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.""}, {""name"": ""Live Coal"", ""damage"": 20.0, ""energy_cost"": 1, ""effect"": null}, {""name"": ""Ascension"", ""damage"": 0.0, ""energy_cost"": 1, ""effect"": ""Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.""}, {""name"": ""Live Coal"", ""damage"": 20.0, ""energy_cost"": 1, ""effect"": null}]","[[[[""788"", ""Charmander""], 60.0, 2, ""None"", 20.0, true], [], 4, 5], [[[""43"", ""Eevee""], 37.5, 2, ""None"", 12.5, true], [], 4, 5], 5, ""Opponent""]","{""__type__"": ""SearchResult"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""best_move"": {""name"": ""Ascension"", ""damage"": 0.0, ""energy_cost"": 1, ""effect"": ""Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.""}, ""score"": -615.0, ""completed_depth"": 4, ""principal_variation"": [{""name"": ""Ascension"", ""damage"": 0.0, ""energy_cost"": 1, ""effect"": ""Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.""}, {""name"": ""Live Coal"", ""damage"": 20.0, ""energy_cost"": 1, ""effect"": null}, {""name"": ""Ascension"", ""damage"": 0.0, ""energy_cost"": 1, ""effect"": ""Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.""}, {""name"": ""Live Coal"", ""damage"": 20.0, ""energy_cost"": 1, ""effect"": null}], ""stats"": {""__type__"": ""SearchStats"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""nodes"": 5, ""leaf_nodes"": 0, ""terminal_nodes"": 1, ""cutoffs"": 0, ""transposition_hits"": 0, ""transposition_stores"": 4, ""transposition_cutoffs"": 0, ""killer_hits"": 0, ""killer_stores"": 0, ""history_hits"": 0, ""history_updates"": 0, ""completed_depth"": 4, ""elapsed_seconds"": 0.0004555000050459057, ""depth_nodes"": {""4"": 5}, ""depth_times"": {""4"": 0.0004555000050459057}}}}}",COMPLETED
NB48_LOSS_186__counterfactual_side_early__5058ff9de375,NB48_LOSS_186,counterfactual_side_early,FLIP,Opponent,Player,Player,Greedy Damage Baseline,Charmander,Eevee,3,1,1,8.0,5.0,5,6,1,"[""Live Coal""]",4,0.005639599985443056,SearchResult,src.engine.advanced_search,Live Coal,"[""Live Coal"", 20.0, 1, """"]",80.0,4,,False,"[{""name"": ""Live Coal"", ""damage"": 20.0, ""energy_cost"": 1, ""effect"": null}, {""name"": ""Ascension"", ""damage"": 0.0, ""energy_cost"": 1, ""effect"": ""Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.""}, {""name"": ""Live Coal"", ""damage"": 20.0, ""energy_cost"": 1, ""effect"": null}, {""name"": ""Ascension"", ""damage"": 0.0, ""energy_cost"": 1, ""effect"": ""Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.""}]","[[[[""788"", ""Charmander""], 72.0, 1, ""None"", 8.0, true], [], 5, 6], [[[""43"", ""Eevee""], 45.0, 1, ""None"", 5.0, true], [], 5, 6], 3, ""Player""]","{""__type__"": ""SearchResult"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""best_move"": {""name"": ""Live Coal"", ""damage"": 20.0, ""energy_cost"": 1, ""effect"": null}, ""score"": 80.0, ""completed_depth"": 4, ""principal_variation"": [{""name"": ""Live Coal"", ""damage"": 20.0, ""energy_cost"": 1, ""effect"": null}, {""name"": ""Ascension"", ""damage"": 0.0, ""energy_cost"": 1, ""effect"": ""Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.""}, {""name"": ""Live Coal"", ""damage"": 20.0, ""energy_cost"": 1, ""effect"": null}, {""name"": ""Ascension"", ""damage"": 0.0, ""energy_cost"": 1, ""effect"": ""Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.""}], ""stats"": {""__type__"": ""SearchStats"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""nodes"": 5, ""leaf_nodes"": 1, ""terminal_nodes"": 0, ""cutoffs"": 0, ""transposition_hits"": 0, ""transposition_stores"": 4, ""transposition_cutoffs"": 0, ""killer_hits"": 0, ""killer_stores"": 0, ""history_hits"": 0, ""history_updates"": 0, ""completed_depth"": 4, ""elapsed_seconds"": 0.0004673000075854361, ""depth_nodes"": {""4"": 5}, ""depth_times"": {""4"": 0.0004673000075854361}}}}}",COMPLETED
NB48_LOSS_186__counterfactual_side_late__e88125f4fd86,NB48_LOSS_186,counterfactual_side_late,FLIP,Opponent,Player,Player,Greedy Damage Baseline,Charmander,Eevee,8,3,3,36.0,22.5,3,4,1,"[""Live Coal""]",4,0.005893399997148663,SearchResult,src.engine.advanced_search,Live Coal,"[""Live Coal"", 20.0, 1, """"]",570.0,4,,False,"[{""name"": ""Live Coal"", ""damage"": 20.0, ""energy_cost"": 1, ""effect"": null}, {""name"": ""Quick Attack"", ""damage"": 20.0, ""energy_cost"": 3, ""effect"": ""Flip a coin. If heads, this attack does 20 more damage.""}, {""name"": ""Live Coal"", ""damage"": 20.0, ""energy_cost"": 1, ""effect"": null}]","[[[[""788"", ""Charmander""], 44.0, 3, ""None"", 36.0, true], [], 3, 4], [[[""43"", ""Eevee""], 27.5, 3, ""None"", 22.5, true], [], 3, 4], 8, ""Player""]","{""__type__"": ""SearchResult"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""best_move"": {""name"": ""Live Coal"", ""damage"": 20.0, ""energy_cost"": 1, ""effect"": null}, ""score"": 570.0, ""completed_depth"": 4, ""principal_variation"": [{""name"": ""Live Coal"", ""damage"": 20.0, ""energy_cost"": 1, ""effect"": null}, {""name"": ""Quick Attack"", ""damage"": 20.0, ""energy_cost"": 3, ""effect"": ""Flip a coin. If heads, this attack does 20 more damage.""}, {""name"": ""Live Coal"", ""damage"": 20.0, ""energy_cost"": 1, ""effect"": null}], ""stats"": {""__type__"": ""SearchStats"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""nodes"": 6, ""leaf_nodes"": 0, ""terminal_nodes"": 2, ""cutoffs"": 0, ""transposition_hits"": 0, ""transposition_stores"": 4, ""transposition_cutoffs"": 0, ""killer_hits"": 0, ""killer_stores"": 0, ""history_hits"": 0, ""history_updates"": 0, ""completed_depth"": 4, ""elapsed_seconds"": 0.0006102999905124307, ""depth_nodes"": {""4"": 6}, ""depth_times"": {""4"": 0.0006102999905124307}}}}}",COMPLETED
NB48_LOSS_186__critical_hp_decision__a26ee6c5a54b,NB48_LOSS_186,critical_hp_decision,PRESERVE,Opponent,Opponent,Opponent,Greedy Damage Baseline,Charmander,Eevee,10,4,4,56.0,27.5,2,3,2,"[""Ascension"", ""Quick Attack""]",4,0.006007699994370341,SearchResult,src.engine.advanced_search,Quick Attack,"[""Quick Attack"", 20.0, 3, ""Flip a coin. If heads, this attack does 20 more damage.""]",545.0,4,,False,"[{""name"": ""Quick Attack"", ""damage"": 20.0, ""energy_cost"": 3, ""effect"": ""Flip a coin. If heads, this attack does 20 more damage.""}, {""name"": ""Live Coal"", ""damage"": 20.0, ""energy_cost"": 1, ""effect"": null}, {""name"": ""Quick Attack"", ""damage"": 20.0, ""energy_cost"": 3, ""effect"": ""Flip a coin. If heads, this attack does 20 more damage.""}]","[[[[""788"", ""Charmander""], 24.0, 4, ""None"", 56.0, true], [], 2, 3], [[[""43"", ""Eevee""], 22.5, 4, ""None"", 27.5, true], [], 2, 3], 10, ""Opponent""]","{""__type__"": ""SearchResult"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""best_move"": {""name"": ""Quick Attack"", ""damage"": 20.0, ""energy_cost"": 3, ""effect"": ""Flip a coin. If heads, this attack does 20 more damage.""}, ""score"": 545.0, ""completed_depth"": 4, ""principal_variation"": [{""name"": ""Quick Attack"", ""damage"": 20.0, ""energy_cost"": 3, ""effect"": ""Flip a coin. If heads, this attack does 20 more damage.""}, {""name"": ""Live Coal"", ""damage"": 20.0, ""energy_cost"": 1, ""effect"": null}, {""name"": ""Quick Attack"", ""damage"": 20.0, ""energy_cost"": 3, ""effect"": ""Flip a coin. If heads, this attack does 20 more damage.""}], ""stats"": {""__type__"": ""SearchStats"", ""__module__"": ""src.engine.advanced_search"", ""attributes"": {""nodes"": 11, ""leaf_nodes"": 0, ""terminal_nodes"": 3, ""cutoffs"": 0, ""transposition_hits"": 1, ""transposition_stores"": 7, ""transposition_cutoffs"": 0, ""killer_hits"": 0, ""killer_stores"": 0, ""history_hits"": 0, ""history_updates"": 0, ""completed_depth"": 4, ""elapsed_seconds"": 0.0010742000013124198, ""depth_nodes"": {""4"": 11}, ""depth_times"": {""4"": 0.0010742000013124198}}}}}",COMPLETED
